ISO_A3,NAM_0,year,total_vol,total_fp,building_height,total_surface_area
ABW,Aruba (Neth.),1995,91365282.0,12480218.0,7.320808178190477,12583667.907001855
AFG,Afghanistan,1995,1412275606.0,322573307.0,4.378153974160051,322887839.289141
AGO,Angola,1995,3891786881.0,691106225.0,5.6312426949996,691698381.6879686
AIA,Anguilla (U.K.),1995,7922642.0,2705281.0,2.928583758951473,2724548.431874201
ALA,Aaland (Fin.),1995,6916453.0,2261257.0,3.058676214158762,2279654.908697435
ALB,Albania,1995,619842899.0,148585998.0,4.17161042994105,148789398.81031868
AND,Andorra,1995,6023504.0,1430528.0,4.210685844667144,1450672.709688887
ARE,United Arab Emirates,1995,2720316983.0,302031325.0,9.006737903758824,302657439.13759506
ARG,Argentina,1995,17656583143.0,2940373300.0,6.004878068713248,2941675763.0751543
ARM,Armenia,1995,1174951484.0,169523841.0,6.930892298505672,169884805.53435922
ASM,American Samoa (U.S.),1995,13824892.0,3462953.0,3.9922262877954164,3492669.5535736117
ATF,French Southern and Antarctic Lands (Fr.),1995,202810.0,81104.0,2.5006164924048138,83952.57867948104
ATG,Antigua and Barbuda,1995,42330387.0,9659230.0,4.382376959654134,9713710.486441594
AUS,Australia,1995,21704517588.0,3403353704.0,6.377391089997621,3404841887.843903
AUS,Australia,1995,21704517588.0,,0.0,0.0
AUS,Ashmore and Cartier Islands (Aus.),1995,,3403353704.0,,
AUS,Ashmore and Cartier Islands (Aus.),1995,,,0.0,0.0
AUT,Austria,1995,3811654869.0,811980436.0,4.694269344440215,812515493.8974748
AZE,Azerbaijan,1995,2952627604.0,526359458.0,5.609527024020911,526874244.8582085
BDI,Burundi,1995,610135656.0,134857130.0,4.524311439817828,135067289.7003531
BEL,Belgium,1995,6458108477.0,1049695949.0,6.152361055744152,1050493270.6674609
BEN,Benin,1995,1990143749.0,361408639.0,5.506630263478566,361827379.69870347
BES,"Bonaire, Sint Eustatius and Saba (Neth.)",1995,279350.0,111727.0,2.500290887609978,115069.94782359246
BES,"Bonaire, Sint Eustatius and Saba (Neth.)",1995,279350.0,389467.0,0.7172623097720732,391257.4959144766
BES,"Bonaire, Sint Eustatius and Saba (Neth.)",1995,279350.0,913686.0,0.30573960857449933,914854.9883465992
BES,"Bonaire, Sint Eustatius and Saba (Neth.)",1995,1231084.0,111727.0,11.01867945975458,126459.23403780024
BES,"Bonaire, Sint Eustatius and Saba (Neth.)",1995,1231084.0,389467.0,3.1609456000123246,397357.6421062376
BES,"Bonaire, Sint Eustatius and Saba (Neth.)",1995,1231084.0,913686.0,1.3473819233303346,918837.6837289588
BES,"Bonaire, Sint Eustatius and Saba (Neth.)",1995,4804925.0,111727.0,43.00594305763155,169226.95908815105
BES,"Bonaire, Sint Eustatius and Saba (Neth.)",1995,4804925.0,389467.0,12.337181327301158,420264.20272728225
BES,"Bonaire, Sint Eustatius and Saba (Neth.)",1995,4804925.0,913686.0,5.2588361866111555,933793.0389521491
BFA,Burkina Faso,1995,1886396986.0,408955470.0,4.6127197809580585,409328595.6237154
BGD,Bangladesh,1995,5790878660.0,1493315052.0,3.877868003971609,1493914468.5572689
BGR,Bulgaria,1995,3082742168.0,641364080.0,4.806540098098416,641850985.721348
BHR,Bahrain,1995,489582506.0,56176754.0,8.715037291047468,56438034.83884846
BHS,The Bahamas,1995,128681227.0,25337683.0,5.07865012755902,25439939.6911194
BIH,Bosnia and Herzegovina,1995,918010937.0,248693452.0,3.6913353754082756,248926301.6938975
BLM,Saint-BarthÃ©lemy (Fr.),1995,3160179.0,869761.0,3.633387792738465,883315.1319465134
BLR,Belarus,1995,4536854070.0,905598849.0,5.00978338809704,906201890.0421072
BLZ,Belize,1995,90323785.0,21893622.0,4.1255752474396425,21970837.29088475
BMU,Bermuda (U.K.),1995,31256118.0,6359737.0,4.914687195398175,6409313.452944914
BOL,Bolivia,1995,2765941633.0,505894365.0,5.46742921914143,506386260.7629857
BRA,Brazil,1995,67341823306.0,10934595620.0,6.158602077869982,10937171606.00288
BRB,Barbados,1995,155409283.0,24597436.0,6.318109050065218,24722776.674795467
BRN,Brunei Darussalam,1995,189369863.0,33364905.0,5.675720131677282,33496042.20105368
BTN,Bhutan,1995,46539556.0,14339243.0,3.2456075958821535,14388403.819596518
BVT,Bouvet Island (Nor.),1995,0.0,0.0,0.0,0.0
BWA,Botswana,1995,1435393378.0,291931283.0,4.916887848569487,292267322.71808594
CAF,Central African Republic,1995,631207371.0,139850414.0,4.513446567272943,140063915.1284983
CAN,Canada,1995,21301868328.0,3662185004.0,5.816710052805404,3663593019.8615413
CCK,Cocos (Keeling) Islands (Aus.),1995,70805.0,28320.0,2.500176553672316,30002.973563109146
CHE,Switzerland,1995,3416439732.0,562076777.0,6.078243883753268,562653192.8763287
CHL,Chile,1995,4391039093.0,899847312.0,4.879760193138189,900432833.5490147
CHN,China,1995,274479567301.0,38948734767.0,7.04720112072954,38954297949.85056
CIV,CÃ´te d'Ivoire,1995,4175775882.0,742845722.0,5.621323187750686,743458563.0664091
CMR,Cameroon,1995,4034685814.0,739454263.0,5.4563020539378515,740047753.886116
COD,Democratic Republic of Congo,1995,7866670259.0,1572360363.0,5.003096264771462,1573153914.0931401
COG,Congo,1995,1007140439.0,159440809.0,6.3167042698585405,159759852.77909943
COK,Cook Islands (N.Z.),1995,2888653.0,1151000.0,2.509689834926151,1161770.049634596
COL,Colombia,1995,7328537972.0,1163126793.0,6.300721482907152,1163986328.4711795
COM,Comoros,1995,115510171.0,21764738.0,5.307216241243061,21863776.37281054
CPV,Cabo Verde,1995,94317102.0,14116136.0,6.6815098692730075,14216549.59651794
CRI,Costa Rica,1995,1391752254.0,233039310.0,5.972178058714643,233403986.12533876
CUB,Cuba,1995,1740370343.0,308217940.0,5.646557572216595,308614466.94917196
CUW,CuraÃ§ao (Neth.),1995,93761398.0,12876393.0,7.281650847407344,12980910.004411783
CXR,Christmas Island (Aus.),1995,1001760.0,312523.0,3.2053960828483024,319690.7472946014
CYM,Cayman Islands (U.K.),1995,31589258.0,6018686.0,5.248530659349898,6070190.902930749
CYP,Cyprus,1995,561315540.0,87312014.0,6.42884655025825,87552300.87764205
CZE,Czech Republic,1995,4620295635.0,997544641.0,4.631668042813936,998129786.1189711
DEU,Germany,1995,41877165124.0,7008632663.0,5.975083463152248,7010633541.034529
DJI,Djibouti,1995,69146761.0,8559338.0,8.078517404032882,8653877.161170047
DMA,Dominica,1995,14568739.0,3185241.0,4.573826281904572,3217893.076523837
DNK,Denmark,1995,2962058779.0,594270999.0,4.984356941503719,594757027.1183019
DOM,Dominican Republic,1995,1560278721.0,234080553.0,6.665563204646052,234488477.23672423
DZA,Algeria,1995,7525022665.0,1470823311.0,5.116197580444793,1471608162.6063712
ECU,Ecuador,1995,4192487568.0,667692109.0,6.279073110926941,668341107.4401352
EGY,Arab Republic of Egypt,1995,13930693291.0,1738983351.0,8.010826143326314,1740319592.6668265
ERI,Eritrea,1995,190431597.0,34272853.0,5.556339211095149,34402966.953099124
ESH,Western Sahara,1995,84554422.0,12473506.0,6.778721395572344,12569269.94891621
ESP,Ceuta (Sp.),1995,19049679.0,1495738.0,12.73597314502941,1558042.5680720676
ESP,Ceuta (Sp.),1995,19049679.0,,0.0,0.0
ESP,Ceuta (Sp.),1995,19049679.0,2196070.0,8.674440705441993,2247489.1109908684
ESP,Ceuta (Sp.),1995,19049679.0,,0.0,0.0
ESP,Ceuta (Sp.),1995,19049679.0,,0.0,0.0
ESP,Ceuta (Sp.),1995,19049679.0,3070058697.0,0.006204988529572729,3070060072.2267575
ESP,Las Islas Chafarinas (Sp.),1995,,1495738.0,,
ESP,Las Islas Chafarinas (Sp.),1995,,,0.0,0.0
ESP,Las Islas Chafarinas (Sp.),1995,,2196070.0,,
ESP,Las Islas Chafarinas (Sp.),1995,,,0.0,0.0
ESP,Las Islas Chafarinas (Sp.),1995,,,0.0,0.0
ESP,Las Islas Chafarinas (Sp.),1995,,3070058697.0,,
ESP,Melilla (Sp.),1995,19639648.0,1495738.0,13.130406528416072,1559972.1419888202
ESP,Melilla (Sp.),1995,19639648.0,,0.0,0.0
ESP,Melilla (Sp.),1995,19639648.0,2196070.0,8.943088335071286,2249081.562049607
ESP,Melilla (Sp.),1995,19639648.0,,0.0,0.0
ESP,Melilla (Sp.),1995,19639648.0,,0.0,0.0
ESP,Melilla (Sp.),1995,19639648.0,3070058697.0,0.006397157168099578,3070060114.817562
ESP,PeÃ±Ã³n de Alhucaimas (Sp.),1995,,1495738.0,,
ESP,PeÃ±Ã³n de Alhucaimas (Sp.),1995,,,0.0,0.0
ESP,PeÃ±Ã³n de Alhucaimas (Sp.),1995,,2196070.0,,
ESP,PeÃ±Ã³n de Alhucaimas (Sp.),1995,,,0.0,0.0
ESP,PeÃ±Ã³n de Alhucaimas (Sp.),1995,,,0.0,0.0
ESP,PeÃ±Ã³n de Alhucaimas (Sp.),1995,,3070058697.0,,
ESP,PeÃ±Ã³n de VÃ©lez de la Gomera (Sp.),1995,,1495738.0,,
ESP,PeÃ±Ã³n de VÃ©lez de la Gomera (Sp.),1995,,,0.0,0.0
ESP,PeÃ±Ã³n de VÃ©lez de la Gomera (Sp.),1995,,2196070.0,,
ESP,PeÃ±Ã³n de VÃ©lez de la Gomera (Sp.),1995,,,0.0,0.0
ESP,PeÃ±Ã³n de VÃ©lez de la Gomera (Sp.),1995,,,0.0,0.0
ESP,PeÃ±Ã³n de VÃ©lez de la Gomera (Sp.),1995,,3070058697.0,,
ESP,Spain,1995,20116696038.0,1495738.0,13449.344763588275,67290130.52937865
ESP,Spain,1995,20116696038.0,,0.0,0.0
ESP,Spain,1995,20116696038.0,2196070.0,9160.31640066118,56495285.55882843
ESP,Spain,1995,20116696038.0,,0.0,0.0
ESP,Spain,1995,20116696038.0,,0.0,0.0
ESP,Spain,1995,20116696038.0,3070058697.0,6.552544437556726,3071510953.422128
EST,Estonia,1995,616485446.0,156346419.0,3.9430736561993145,156543633.5033836
ETH,Ethiopia,1995,3141474188.0,599093185.0,5.243715446370834,599606573.6905493
FIN,Finland,1995,1621401903.0,387653593.0,4.182605120340004,387982996.9198702
FJI,Fiji,1995,382323110.0,53403708.0,7.159111685652989,53612976.96930013
FLK,Falkland Islands,1995,664898.0,265941.0,2.5001710905802415,271098.29969311017
FRA,France,1995,36939379845.0,6977784304.0,5.293855217597451,6979553153.24729
FRA,France,1995,36939379845.0,0.0,0.0,0.0
FRA,Clipperton Island (Fr.),1995,0.0,6977784304.0,0.0,6977784304.0
FRA,Clipperton Island (Fr.),1995,0.0,0.0,0.0,0.0
FRO,Faroe Islands (Den.),1995,199192.0,79675.0,2.5000564794477564,82497.73980452796
FSM,Federated States of Micronesia,1995,12461090.0,3244148.0,3.8410978783951903,3271821.6022552876
GAB,Gabon,1995,725321459.0,100903816.0,7.188246071882951,101192642.2904518
GBR,Sovereign Base Areas of Akrotiri and Dhekelia (U.K.),1995,10701355.0,3027447.0,3.5347786435237345,3052048.437717586
GBR,Sovereign Base Areas of Akrotiri and Dhekelia (U.K.),1995,10701355.0,4422285997.0,0.0024198694990011068,4422286640.687906
GBR,United Kingdom,1995,26241636254.0,3027447.0,8667.90938173319,63354571.92112667
GBR,United Kingdom,1995,26241636254.0,4422285997.0,5.933952772797114,4423864434.861747
GEO,Georgia,1995,1966372266.0,391654661.0,5.020678832161275,392052103.294922
GGY,Guernsey (U.K.),1995,17252093.0,4061865.0,4.247332936963685,4096105.4165466395
GHA,Ghana,1995,6128862898.0,972915673.0,6.299480076316954,973701636.3550382
GIB,Gibraltar (U.K.),1995,8499605.0,694000.0,12.247269452449567,734811.1656632128
GIN,Guinea,1995,1791558144.0,372574336.0,4.80859246300851,372945601.3603724
GLP,France,1995,255155474.0,46791600.0,5.453018789697296,46940804.16047905
GMB,The Gambia,1995,397277695.0,74613745.0,5.32445724309911,74797714.04525118
GNB,Guinea-Bissau,1995,260725307.0,63805955.0,4.086222155910056,63936515.73076204
GNQ,Equatorial Guinea,1995,162142189.0,29097603.0,5.572355530453832,29217837.033357885
GRC,Greece,1995,4625110243.0,850170370.0,5.4402157569899785,850804866.3057013
GRD,Grenada,1995,23132550.0,6164259.0,3.752689496012416,6201527.598557173
GRL,Greenland (Den.),1995,6104631.0,1974907.0,3.0910979605621938,1992282.8510279455
GTM,Guatemala,1995,3088849923.0,540079254.0,5.719253054293398,540610906.7341244
GUF,France,1995,69402984.0,13113553.0,5.292462233538081,13190214.611954339
GUM,Guam (U.S.),1995,67138324.0,14839988.0,4.524149480444324,14909700.99031228
GUY,Guyana,1995,133798098.0,33272708.0,4.0212566407278905,33365490.45438437
HKG,"Hong Kong SAR, China",1995,905985290.0,44786464.0,20.22899798474825,45327975.58223065
HMD,Heard Island and McDonald Islands (Aus.),1995,0.0,0.0,0.0,0.0
HND,Honduras,1995,1499871799.0,262504584.0,5.713697552039701,262874877.15578488
HRV,Croatia,1995,1508590733.0,358002115.0,4.213915699911437,358321040.04886335
HTI,Haiti,1995,853433574.0,145726594.0,5.8564023941985495,146009381.56482032
HUN,Hungary,1995,4720555191.0,982986466.0,4.802258580638485,983588719.4572269
IDN,Indonesia,1995,37623962768.0,7497292983.0,5.0183396665052005,7499031073.100172
IMN,Isle of Man (U.K.),1995,20025394.0,4692969.0,4.267105535962416,4729944.76927605
IND,India,1995,90717694133.0,19038210468.0,4.765032631899991,19040840366.166348
IOT,British Indian Ocean Territory,1995,662500.0,235124.0,2.8176621697487283,240589.0909415431
IRL,Ireland,1995,1980399509.0,524459542.0,3.7760767998382607,524805446.9728546
IRN,Islamic Republic of Iran,1995,15618902451.0,2509767047.0,6.223247878590861,2511014125.5158544
IRQ,Iraq,1995,5095298399.0,1002956278.0,5.080279679948322,1003599837.363785
ISL,Iceland,1995,105175777.0,22552792.0,4.663536869404019,22641380.13589259
ISR,Israel,1995,2564490805.0,296293029.0,8.655251909419711,296888966.0965015
ITA,Italy,1995,31234011629.0,5073036840.0,6.156866708068298,5074790937.586147
JAM,Jamaica,1995,696627166.0,135000479.0,5.1601829205361565,135240303.05563995
JEY,Jersey (U.K.),1995,27696672.0,5106053.0,5.4242821216309345,5155081.0838309275
JOR,Jordan,1995,1543021218.0,195606622.0,7.8883894738492035,196047928.2851852
JPN,Japan,1995,87267663821.0,9658906569.0,9.034942329919954,9662458375.999012
KAZ,Kazakhstan,1995,7926442956.0,1501385740.0,5.279418036833093,1502204001.6296499
KEN,Kenya,1995,3527694283.0,762368614.0,4.627281630195757,762879669.9257486
KGZ,Kyrgyz Republic,1995,2051610456.0,389734267.0,5.264126431048466,390149957.9780622
KHM,Cambodia,1995,1191558716.0,342011475.0,3.483972916405802,342269199.14073503
KIR,Kiribati,1995,1678985.0,671412.0,2.500677676300096,679608.1945397534
KNA,Saint Kitts and Nevis,1995,22692491.0,5501704.0,4.124629569311617,5540402.44841953
KOR,Republic of Korea,1995,19050933701.0,1938621281.0,9.827052806916958,1940352012.7828054
KWT,Kuwait,1995,1799469518.0,160947925.0,11.180445588223645,161515289.0247131
LAO,Lao People's Democratic Republic,1995,565283324.0,156757893.0,3.6060916179831533,156938490.38454196
LBN,Lebanon,1995,1442236424.0,201267969.0,7.165752360724622,201674608.08439797
LBR,Liberia,1995,650967910.0,118070038.0,5.513404764043525,118309672.70787792
LBY,Libya,1995,3305777462.0,606225036.0,5.453053347668076,606762088.4124262
LCA,Saint Lucia,1995,47428184.0,9605167.0,4.937778177099888,9666380.051148875
LIE,Liechtenstein,1995,18979266.0,3222212.0,5.890135720430561,3264504.401703219
LKA,Sri Lanka,1995,2440023089.0,489357202.0,4.986179990868919,489798407.5177104
LSO,Lesotho,1995,435494376.0,106645592.0,4.083566585668163,106814274.91114776
LTU,Lithuania,1995,1662523195.0,363061709.0,4.579175258055098,363410718.6865243
LUX,Luxembourg,1995,268053582.0,43420856.0,6.173383177890367,43583572.80792799
LVA,Latvia,1995,826937130.0,210900589.0,3.920980656910351,211128357.4610726
MAC,"Macau SAR, China",1995,99002943.0,3397826.0,29.137143279261505,3612662.232894158
MAF,Saint-Martin (Fr.),1995,10434614.0,2081680.0,5.0125927135774955,2110608.7317676786
MAR,Morocco,1995,3109400477.0,523404761.0,5.940718749021849,523948409.0289589
MCO,Monaco,1995,12053039.0,558573.0,21.578269984406692,623081.4465383668
MDA,Moldova,1995,1758067559.0,385794388.0,4.557006565372848,386152416.49961936
MDG,Madagascar,1995,1815024014.0,470578735.0,3.8570038954267662,470913412.2700329
MDV,Maldives,1995,8691121.0,2515770.0,3.4546564272568636,2537687.9696222865
MEX,Mexico,1995,35748707043.0,5537291874.0,6.45599109753556,5539213512.194533
MHL,Marshall Islands,1995,3139470.0,1046138.0,3.001009427054557,1058415.8363344395
MKD,North Macedonia,1995,581671328.0,123625896.0,4.7050929200141045,123835154.41047463
MLI,Mali,1995,2425873570.0,530478663.0,4.572989903648585,530899965.6530776
MLT,Malta,1995,236624485.0,28759278.0,8.227761663557757,28935772.299798813
MMR,Myanmar,1995,3789854248.0,870372933.0,4.354287805041382,870886775.2502668
MNE,Montenegro,1995,137900773.0,24497773.0,5.629114654625953,24609218.71860263
MNG,Mongolia,1995,714237071.0,126898357.0,5.628418585435271,127151971.67480643
MNP,Northern Mariana Islands (U.S.),1995,14463614.0,4033733.0,3.585664693225853,4062539.0188311394
MOZ,Mozambique,1995,3344056382.0,750194192.0,4.457587672179685,750682559.4764515
MRT,Mauritania,1995,344264696.0,67789427.0,5.078442335852758,67956679.06877792
MSR,Montserrat (U.K.),1995,1754416.0,568754.0,3.084665778174747,578059.2991318988
MTQ,France,1995,181899274.0,29692443.0,6.126113435664421,29825969.661690556
MUS,Mauritius,1995,288427045.0,49105510.0,5.873618764981771,49270148.29463841
MWI,Malawi,1995,1945808547.0,550766889.0,3.5329076345401003,551098536.0864289
MYS,Malaysia,1995,7971801608.0,1161394041.0,6.863993895763411,1162329719.5565615
MYT,France,1995,49584514.0,7997764.0,6.1997970932875734,8067896.893939353
NAM,Namibia,1995,691039633.0,147459495.0,4.686301367029637,147687123.46840584
NCL,New Caledonia (Fr.),1995,158940486.0,29930638.0,5.3102939536404135,30046846.137532238
NER,Niger,1995,1192151447.0,283000654.0,4.212539547700127,283284117.8634418
NFK,Norfolk Island (Aus.),1995,1403126.0,535487.0,2.6202802308926265,543156.7674741822
NGA,Nigeria,1995,24375568959.0,4022610513.0,6.059639351168772,4024147820.552163
NIC,Nicaragua,1995,915806953.0,178417841.0,5.1329337238196935,178692089.83280882
NIU,Niue (N.Z.),1995,80489.0,32188.0,2.5005902820927055,33982.52505678961
NLD,Netherlands,1995,8935935099.0,1330838083.0,6.714517125070879,1331817882.891821
NOR,Norway,1995,1170303107.0,256924696.0,4.5550432683979905,257216744.79837522
NPL,Nepal,1995,1861409895.0,490592438.0,3.794208289447788,490928594.55528146
NRU,Nauru,1995,1927581.0,497198.0,3.87688808080483,508132.726922012
NZL,New Zealand,1995,5510507766.0,704282057.0,7.824291008453166,705112630.9352089
OMN,Oman,1995,1639311821.0,289590359.0,5.660795568819333,289975686.0629941
PAK,Pakistan,1995,14756476584.0,3013378542.0,4.896987344379915,3014453807.7649493
PAN,Panama,1995,1015240427.0,166632209.0,6.092702203809829,166946802.26342386
PCN,Pitcairn Islands (U.K.),1995,10333.0,4133.0,2.5001209774981854,4775.9152362231125
PER,Peru,1995,6158951118.0,1168592333.0,5.27040178518782,1169313000.989767
PHL,Philippines,1995,8033447227.0,1533303527.0,5.239306559685492,1534124157.9061038
PLW,Palau,1995,2240845.0,848694.0,2.6403450478028594,858423.6281521084
PNG,Papua New Guinea,1995,418170223.0,129448939.0,3.230387411672799,129595954.74469781
POL,Poland,1995,13709522050.0,3050819155.0,4.493718360044845,3051811983.1296864
PRI,Puerto Rico (U.S.),1995,2263981520.0,340890872.0,6.641367387508105,341381356.3815307
PRK,D. P. R. of Korea,1995,1871772919.0,249970015.0,7.4879897854948725,250443568.65479723
PRT,Portugal,1995,72057910.0,19550116.0,3.6858047287289755,19615303.898928598
PRT,Portugal,1995,72057910.0,844695837.0,0.0853063396830734,844705754.2549002
PRT,Portugal,1995,72057910.0,11198315.0,6.434710043430641,11284447.1549421
PRT,Portugal,1995,4520739911.0,19550116.0,231.23852109112806,23639847.94477541
PRT,Portugal,1995,4520739911.0,844695837.0,5.351914515236329,845318021.7127571
PRT,Portugal,1995,4520739911.0,11198315.0,403.6982270100457,16602039.177778509
PRT,Portugal,1995,50071943.0,19550116.0,2.561209508935906,19595414.077052783
PRT,Portugal,1995,50071943.0,844695837.0,0.059278074789422694,844702728.3492229
