ISO_A3,NAM_0,year,total_vol,total_fp,building_height,total_surface_area
ABW,Aruba (Neth.),2020,156937716.0,21422894.0,7.325701000060963,21558521.653997168
AFG,Afghanistan,2020,2428896530.0,601666234.0,4.03695004429981,602062321.544957
AGO,Angola,2020,6218874041.0,1281176350.0,4.854034373175871,1281871321.9805284
AIA,Anguilla (U.K.),2020,11585816.0,3987392.0,2.9056124905702774,4010600.2370491335
ALA,Aaland (Fin.),2020,10228553.0,3239948.0,3.157011470554466,3262678.300182153
ALB,Albania,2020,997147344.0,237890568.0,4.191622023450716,238149169.30758327
AND,Andorra,2020,9857949.0,2191395.0,4.498481104501927,2218032.056085279
ARE,United Arab Emirates,2020,4762999578.0,623321198.0,7.641324558321855,624084303.5040729
ARG,Argentina,2020,23118279233.0,3929998253.0,5.882516414696228,3931473345.713385
ARM,Armenia,2020,1458142348.0,222363700.0,6.557465755426808,222754836.1607123
ASM,American Samoa (U.S.),2020,16402401.0,4081414.0,4.018803532305226,4113889.967009981
ATF,French Southern and Antarctic Lands (Fr.),2020,210328.0,84108.0,2.500689589575308,87008.93788970725
ATG,Antigua and Barbuda,2020,55911917.0,13117952.0,4.262244365583896,13179701.20283887
AUS,Australia,2020,29254842718.0,5042675925.0,5.801452076855405,5044323811.248717
AUS,Australia,2020,29254842718.0,,0.0,0.0
AUS,Ashmore and Cartier Islands (Aus.),2020,,5042675925.0,,
AUS,Ashmore and Cartier Islands (Aus.),2020,,,0.0,0.0
AUT,Austria,2020,5024760399.0,1140324709.0,4.406429466398592,1140919906.4769268
AZE,Azerbaijan,2020,4560516088.0,843125149.0,5.409061861586102,843753392.438686
BDI,Burundi,2020,1470591230.0,422625750.0,3.4796536415492905,422911886.9777907
BEL,Belgium,2020,8652169779.0,1507890294.0,5.7379305466900234,1508781545.2487066
BEN,Benin,2020,3493063466.0,729863078.0,4.785916113981039,730380262.8215729
BES,"Bonaire, Sint Eustatius and Saba (Neth.)",2020,383444.0,153353.0,2.5004010355193573,157269.65934115017
