ISO_A3,year,total_vol,total_fp,building_height,total_surface_area
CYM,1980,310544880.0,54338025.0,5.715056445279342,54506537.62352678
CYM,1985,363550260.0,66060870.0,5.50326176449084,66239787.28794406
CYM,1990,430429125.0,81169905.0,5.302816665856637,81361006.5117688
CYM,1995,473838870.0,90280290.0,5.248530659349898,90479767.63129883
CYM,2000,528822840.0,102345960.0,5.167012356911792,102555050.7611119
CYM,2005,557168190.0,109648560.0,5.0813999746097895,109861395.87767176
CYM,2010,589483875.0,118154685.0,4.989085917329474,118371608.42240544
CYM,2015,619131855.0,126243285.0,4.904275542259535,126463698.9093219
CYM,2020,625119840.0,128383200.0,4.869171667320958,128603883.15073365
CYM,2025,630212175.0,130108260.0,4.843752233716753,130329261.05449058
CYM,2030,636985260.0,132340710.0,4.813222325919212,132562194.14569764
CYP,1975,6276571875.0,961544100.0,6.527596472174287,962353751.0698181
CYP,1980,6609524970.0,1012744800.0,6.526347970387012,1013575568.8956448
CYP,1985,6944368335.0,1064529060.0,6.523418285077159,1065380421.4449795
CYP,1990,7280709990.0,1116783120.0,6.519358915453521,1117654583.7028277
CYP,1995,8419733100.0,1309680210.0,6.42884655025825,1310610837.07542
CYP,2000,9639714975.0,1517174370.0,6.3537291201406205,1518164304.444266
CYP,2005,10366849095.0,1677714630.0,6.1791492484034665,1678727019.709894
CYP,2010,11136647910.0,1849153740.0,6.022564630023678,1850189664.1810079
CYP,2015,11834796660.0,2006563980.0,5.898041018358159,2007620783.6044192
CYP,2020,12128817150.0,2077394085.0,5.838476790502655,2078458519.628723
CYP,2025,12375305805.0,2153322735.0,5.747074325577118,2154389481.847293
CYP,2030,12520773990.0,2199796590.0,5.691787162012102,2200864414.559783
CZE,1975,55552174470.0,11373451440.0,4.8843725902433714,11375535042.719559
CZE,1980,58686411525.0,12203398545.0,4.809021954711551,12205523536.261976
CZE,1985,61871878710.0,13049907120.0,4.741173875113374,13052073574.559668
CZE,1990,65102575155.0,13911082335.0,4.679907255757033,13913290226.351807
CZE,1995,69304434525.0,14963169615.0,4.631668042813936,14965435872.30089
CZE,2000,73640571030.0,16052504580.0,4.587481701874088,16054829487.816204
CZE,2005,77278300875.0,17091738030.0,4.521383415739142,17094102449.00846
CZE,2010,81084217890.0,18176855910.0,4.460849461066119,18179261584.922928
CZE,2015,84947770725.0,19289240655.0,4.403893976146777,19291687206.780064
CZE,2020,88729235925.0,20417957445.0,4.345647019982806,20420441267.665756
CZE,2025,90802898580.0,21114013740.0,4.300598630755651,21116513361.799557
CZE,2030,92225869665.0,21602971275.0,4.269128930969242,21605481172.618217
DEU,1975,499982784285.0,78306701640.0,6.384929690738025,78313848504.96219
DEU,1980,527594450580.0,84218160645.0,6.26461616519908,84225432703.00172
DEU,1985,555721152705.0,90270634710.0,6.156167556484881,90278033209.88118
DEU,1990,584265625515.0,96439990155.0,6.058333525085997,96447515765.70119
DEU,1995,628157476860.0,105129489945.0,5.975083463152248,105137239312.30553
DEU,2000,674249492115.0,114311557575.0,5.898349269474557,114319534500.72287
DEU,2005,705746622045.0,121767599430.0,5.7958490218139636,121775689325.79071
DEU,2010,738441537015.0,129532943535.0,5.700801022988194,129541150564.44519
DEU,2015,770171831595.0,137095099740.0,5.617792561919617,137103419995.36813
DEU,2020,795511086090.0,143169390960.0,5.556432703637451,143177800672.3041
DEU,2025,812115636045.0,148262612130.0,5.477548414787935,148271048624.73642
DEU,2030,823969839405.0,151993659795.0,5.421080330036934,152002113723.49646
DJI,1975,287223615.0,40511910.0,7.089856168223123,40692414.80851067
DJI,1980,382893195.0,52122705.0,7.345996240985574,52334845.7823562
DJI,1985,512806005.0,68071260.0,7.5333702505286375,68319877.21589172
DJI,1990,665534505.0,87175530.0,7.634418798486227,87460653.66821471
DJI,1995,1037201415.0,128390070.0,8.078517404032882,128756218.59677601
DJI,2000,1545400665.0,186507150.0,8.286012975910038,186959790.43059665
DJI,2005,1677652785.0,206725425.0,8.115367449359459,207192154.36573935
DJI,2010,1826704935.0,231328995.0,7.8965671164568025,231809406.45900056
DJI,2015,1970027145.0,258742530.0,7.613851286837151,259232419.6808558
DJI,2020,2047895070.0,286789770.0,7.140753556167642,287273480.8889204
DJI,2025,2100232215.0,303346635.0,6.9235388584415976,303828979.9280721
DJI,2030,2128912470.0,312226575.0,6.8184858063411165,312708503.7824505
DMA,1975,134909190.0,24010785.0,5.618691350574336,24120913.150731117
DMA,1980,154372590.0,29191845.0,5.288209429722582,29306132.678154994
DMA,1985,180639180.0,36772545.0,4.912338267585232,36891699.404470116
DMA,1990,212009100.0,45983085.0,4.610588871973248,46108144.14103124
DMA,1995,218531085.0,47778615.0,4.573826281904572,47905075.94859591
DMA,2000,225985680.0,49933335.0,4.525747779514426,50061257.11314465
DMA,2005,239142855.0,54070005.0,4.42283767127449,54200093.58691892
DMA,2010,255219645.0,59352210.0,4.3000866353586495,59484722.13285103
DMA,2015,273783270.0,65709795.0,4.166551881648695,65844893.908879824
DMA,2020,297271185.0,74467080.0,3.9919812217694046,74604874.10659637
DMA,2025,298152675.0,74819685.0,3.984949615866466,74957561.66301218
DMA,2030,308582310.0,78704280.0,3.920781817710549,78843413.54219972
DNK,1975,34835284935.0,6642104490.0,5.244615616548363,6643814215.963431
DNK,1980,37147866165.0,7184613480.0,5.170475248029627,7186366521.345882
DNK,1985,39492578520.0,7736995830.0,5.104381518065262,7738791759.566094
DNK,1990,41865052980.0,8298346350.0,5.044987424512596,8300184647.759605
DNK,1995,44430881685.0,8914064985.0,4.984356941503719,8915947363.807972
DNK,2000,47108717985.0,9559372110.0,4.928013832176264,9561299397.89275
DNK,2005,49567524870.0,10246210500.0,4.837644597483138,10248169234.566593
DNK,2010,52157555325.0,10970965995.0,4.754144288549497,10972957836.534874
DNK,2015,54596033775.0,11653855365.0,4.684804475861967,11655878320.237837
DNK,2020,56150231550.0,12085078575.0,4.6462446397457535,12087121661.732803
DNK,2025,57809385345.0,12631008750.0,4.576782938654841,12633066247.542322
DNK,2030,59107396155.0,13078797225.0,4.519329655330749,13080864593.601068
DOM,1975,15710229990.0,2091713190.0,7.51069987276793,2093087204.9774268
DOM,1980,16938517860.0,2330055735.0,7.269576261874268,2331459363.7107143
DOM,1985,18506745945.0,2647813275.0,6.9894452602591475,2649251895.938138
DOM,1990,20315365050.0,3026009985.0,6.713581630828624,3027487219.5060863
DOM,1995,23404180815.0,3511208295.0,6.665563204646052,3512788178.775347
DOM,2000,27632531475.0,4178570940.0,6.612914288586901,4180280824.4977174
DOM,2005,29030410095.0,4467708210.0,6.497830370842414,4469445493.766773
DOM,2010,30803109435.0,4845532020.0,6.357012874511971,4847302062.997232
DOM,2015,33573327675.0,5547850170.0,6.0515923549175445,5549653154.605978
DOM,2020,39766753260.0,7497956475.0,5.30367886137936,7499793472.93642
DOM,2025,41944468320.0,8245187400.0,5.087145541410011,8247035112.596703
DOM,2030,43217565720.0,8670184470.0,4.984618939716746,8672041017.749416
DZA,1975,79790527770.0,15537456645.0,5.135366076511424,15540017124.859829
DZA,1980,86025309015.0,16975578960.0,5.067592051953202,16978219993.652891
DZA,1985,92390901930.0,18451885650.0,5.00712521649515,18454606275.853962
DZA,1990,98871613200.0,19963388835.0,4.952646768401233,19966187909.63452
DZA,1995,112875339975.0,22062349665.0,5.116197580444793,22065389382.200718
DZA,2000,127796211600.0,24294030735.0,5.260395567701582,24297310390.16497
DZA,2005,140909050050.0,26670840675.0,5.283262412574852,26674291957.63165
DZA,2010,154868561385.0,29198920290.0,5.3039139751355515,29202545555.84303
DZA,2015,168166964280.0,31663471545.0,5.311071593681754,31667251802.741444
DZA,2020,177501923385.0,33621541710.0,5.279410590865496,33625413878.455463
DZA,2025,180448935270.0,34462946175.0,5.236027539656511,34466834281.160225
DZA,2030,182373658680.0,35049946035.0,5.20325076956998,35053842568.5977
ECU,1975,45004610505.0,6372428655.0,7.0623953505839605,6374683748.264538
ECU,1980,48568849500.0,7271432700.0,6.679405765524035,7273710983.751863
ECU,1985,52323703305.0,8228085615.0,6.35915883150421,8230392941.556754
ECU,1990,56245510110.0,9237443025.0,6.088861382720139,9239783866.265734
ECU,1995,62887313520.0,10015381635.0,6.279073110926941,10017895195.150358
ECU,2000,69965488260.0,10844214645.0,6.451872316291651,10846902122.320612
ECU,2005,75867444420.0,11658535500.0,6.507459227619112,11661346063.790464
ECU,2010,82161821160.0,12526330830.0,6.559129107721323,12529267249.568697
ECU,2015,87970151745.0,13336815510.0,6.596038737961068,13339862487.594126
ECU,2020,91377468300.0,13841929350.0,6.601497955196542,13845036060.59517
ECU,2025,92232561240.0,14064901155.0,6.557640201204813,14068011982.417772
ECU,2030,93091355595.0,14329522710.0,6.496472874845669,14332633376.723404
EGY,1975,136367433645.0,14713160775.0,9.26839825448723,14717657720.957361
EGY,1980,150581887920.0,17026518075.0,8.843962532838647,17031134117.5906
EGY,1985,168535566150.0,20078618790.0,8.393782854921168,20083376353.99111
EGY,1990,189260414535.0,23713608285.0,7.981088844025324,23718524387.819202
EGY,1995,208960399365.0,26084750265.0,8.010826143326314,26089925506.722126
EGY,2000,232493938800.0,29012356245.0,8.013617950802189,29017816087.637177
EGY,2005,248646224130.0,31457394600.0,7.904221798775414,31463002244.646305
EGY,2010,268059148860.0,34524241485.0,7.764374750317559,34530012185.73666
EGY,2015,291707824755.0,38777818395.0,7.522543475334154,38783743777.40969
EGY,2020,324995477040.0,46673511615.0,6.963167453968741,46679528920.61419
EGY,2025,335509902060.0,49926574875.0,6.720066475619614,49932581070.26166
EGY,2030,342365125110.0,51928152330.0,6.5930542441466455,51934161964.71922
ERI,1975,1475920335.0,252163530.0,5.853028528748784,252535306.3591605
ERI,1980,1739936415.0,301992360.0,5.761524612741859,302392853.42525697
ERI,1985,2107712445.0,373466535.0,5.643644737807633,373902795.1104669
ERI,1990,2521134420.0,455492595.0,5.534962472880596,455965109.7092532
ERI,1995,2856473955.0,514092795.0,5.556339211095149,514596724.1734621
ERI,2000,3298937670.0,599736810.0,5.500642306747855,600275642.4580413
ERI,2005,3684669150.0,702331635.0,5.246338006688251,702887779.151151
ERI,2010,4249474230.0,865606050.0,4.909247376447981,866183793.4754617
ERI,2015,5031021930.0,1116364380.0,4.506612733380117,1116966680.4896781
ERI,2020,6257781360.0,1583112735.0,3.952833693805135,1583741841.9099386
ERI,2025,6901448835.0,1826517795.0,3.77847336275199,1827163729.2454145
ERI,2030,7246147170.0,1952580345.0,3.711062230322717,1953236282.839469
ESH,1975,956912865.0,143011410.0,6.691164467226776,143331481.5260193
ESH,1980,1005053790.0,150762900.0,6.666453019940582,151090317.6262463
ESH,1985,1053808740.0,158629725.0,6.643198429550325,158964404.80080345
ESH,1990,1102770885.0,166598715.0,6.619324074618462,166940465.73648188
ESH,1995,1268316330.0,187102590.0,6.778721395572344,187473482.17931953
ESH,2000,1458359025.0,210681150.0,6.922114413178398,211083044.07612535
ESH,2005,1585450890.0,229402395.0,6.911222047180457,229821105.4612152
ESH,2010,1726141035.0,250292370.0,6.896498822556996,250728797.85640597
ESH,2015,1872097485.0,271609005.0,6.892619355532782,272063382.0304151
ESH,2020,1999477995.0,289121730.0,6.915696011503528,289592096.3592582
ESH,2025,2019015420.0,293715750.0,6.874045467428968,294186983.3400178
ESH,2030,2035355175.0,296929620.0,6.854672076837602,297402089.1276182
ESP,1975,1370210540670.0,200040983550.0,6.84964908867046,200053237830.15427
ESP,1980,1457948159820.0,216030832020.0,6.74879667030595,216043379144.41095
ESP,1985,1547210096640.0,232378884810.0,6.658135475196233,232391723211.41577
ESP,1990,1637703132480.0,249041179350.0,6.576033476690167,249054306171.77777
ESP,1995,1813984682850.0,276637545450.0,6.5572613431746305,276651340969.0626
ESP,2000,2002312637730.0,306263230920.0,6.53788125892602,306277703449.7132
ESP,2005,2128216117590.0,330397174890.0,6.441387152594609,330411984975.18964
ESP,2010,2262207372750.0,356097386610.0,6.352777239636367,356112550408.73724
ESP,2015,2385497632410.0,380161689570.0,6.274955362041427,380177165430.5109
ESP,2020,2449688056470.0,394308310860.0,6.212620908565548,394323915466.10925
ESP,2025,2500828004790.0,408637409850.0,6.119919382094722,408653058423.49554
ESP,2030,2533506413130.0,418237307280.0,6.057581112518681,418252977338.37726
EST,1975,7467017925.0,1803177840.0,4.141032436933675,1803881216.5811808
EST,1980,7918634325.0,1947938085.0,4.0651365595123625,1948655751.5509381
EST,1985,8378152620.0,2095635690.0,3.997905103439043,2096367756.2168617
EST,1990,8845207815.0,2246209500.0,3.937837416768115,2246956022.5011263
EST,1995,9247281690.0,2345196285.0,3.9430736561993145,2345960093.4872355
EST,2000,9660196290.0,2447175495.0,3.947488159201267,2447956607.1350517
EST,2005,9989224020.0,2537723460.0,3.9362933658657986,2538516636.05854
EST,2010,10335877305.0,2633387025.0,3.924936671623496,2634192681.6401916
EST,2015,10700718120.0,2734716450.0,3.9129168656589606,2735534946.381484
EST,2020,11112211125.0,2854256805.0,3.893206492679274,2855088787.043074
EST,2025,11297500575.0,2915855205.0,3.8745067161179563,2916692077.672305
EST,2030,11435267805.0,2965332855.0,3.856318451980326,2966172836.2782655
ETH,1975,24166900665.0,4431914625.0,5.452925588565461,4433366687.318401
ETH,1980,28580585685.0,5330990895.0,5.361214499879576,5332556662.03447
ETH,1985,34556354640.0,6561003330.0,5.266931428306408,6562709816.21583
ETH,1990,41266124490.0,7977494880.0,5.172817420849288,7979342958.4730215
ETH,1995,47122112820.0,8986397775.0,5.243715446370834,8988386120.848629
ETH,2000,54200737440.0,10292337195.0,5.266125313726665,10294474213.01754
ETH,2005,62903585280.0,12371066595.0,5.084734189808959,12373328799.272774
ETH,2010,76381673655.0,16063422585.0,4.755006179462968,16065833212.570496
ETH,2015,96907730970.0,22557470655.0,4.2960371068251755,22560051567.112213
ETH,2020,138474088830.0,38159420175.0,3.628831051283132,38162255661.7613
ETH,2025,159978367485.0,46468538610.0,3.442724309186103,46471507142.06736
ETH,2030,172489886700.0,51279611370.0,3.3637128303377,51282658221.34523
FIN,1975,18452949555.0,4290590190.0,4.300795167529155,4291717043.007435
FIN,1980,19697150595.0,4627051320.0,4.256955290264643,4628209593.815147
FIN,1985,20967649170.0,4971870645.0,4.217255569809781,4973060104.946349
FIN,1990,22259038755.0,5323574295.0,4.181220646419099,5324794589.734312
FIN,1995,24321028545.0,5814803895.0,4.182605120340004,5816079670.895833
FIN,2000,26501365785.0,6335608785.0,4.182923328180213,6336940569.854521
FIN,2005,28014202260.0,6754016730.0,4.147783960256787,6755380236.413881
FIN,2010,29617409460.0,7198271745.0,4.11451672140227,7199668090.667622
FIN,2015,31189878825.0,7636155105.0,4.084500431974921,7637582802.858982
FIN,2020,32494917000.0,8004738450.0,4.059460181362953,8006191236.683079
FIN,2025,33288796335.0,8269372140.0,4.025553061516954,8270836412.193278
FIN,2030,33856166730.0,8463128370.0,4.000431666617861,8464600453.049272
FJI,1975,3855186600.0,428788200.0,8.990887808946235,429532904.5073386
FJI,1980,4219856085.0,490960305.0,8.595106451630544,491722093.5508316
FJI,1985,4587169185.0,554131770.0,8.278119814353904,554911237.8812846
FJI,1990,5496445560.0,755548485.0,7.274775436813959,756348339.0581849
FJI,1995,5734846650.0,801055620.0,7.159111685652989,801866115.2329774
FJI,2000,6178811865.0,895725270.0,6.898110471975408,896551075.0794741
FJI,2005,6473482275.0,959457900.0,6.747020661354709,960293859.0292386
FJI,2010,6768252630.0,1023241275.0,6.6145226891868685,1024087620.18336
FJI,2015,7005896775.0,1074947970.0,6.517428722619942,1075802702.078435
FJI,2020,7467161355.0,1200453555.0,6.220283428624608,1201315625.6238854
FJI,2025,7467161355.0,1200453555.0,6.220283428624608,1201315625.6238854
FJI,2030,7468420980.0,1200956970.0,6.2187248723823965,1201819005.3153393
FLK,1975,4719120.0,1887285.0,2.5004808494742448,1901025.4915116576
FLK,1980,6099660.0,2439345.0,2.5005319050810773,2454966.725610263
FLK,1985,7784115.0,3112890.0,2.5006071528386804,3130537.668921427
FLK,1990,9866955.0,3946335.0,2.5002831741349887,3966202.6346116783
FLK,1995,9973470.0,3989115.0,2.5001710905802415,4009089.1358228163
FLK,2000,10077390.0,4030305.0,2.50040381559212,4050383.8622813984
FLK,2005,10422825.0,4168200.0,2.500557794731539,4188620.7252748273
FLK,2010,10862820.0,4344450.0,2.5003901529537687,4365296.5970983505
FLK,2015,11264670.0,4505130.0,2.5004095331322294,4526358.76850148
FLK,2020,11524425.0,4609365.0,2.500219661493503,4630836.318160712
FLK,2025,11524425.0,4609365.0,2.500219661493503,4630836.318160712
FLK,2030,11711130.0,4683960.0,2.500262598314247,4705604.731579946
FRA,1975,861084057540.0,151426058160.0,5.6864985327040625,151434909422.71646
FRA,1980,914744916180.0,164409904920.0,5.563806612655755,164418928856.00467
FRA,1985,969423444840.0,177713349750.0,5.454983805120696,177722548175.24948
FRA,1990,1024983353790.0,191300065230.0,5.357987476677872,191309439106.87003
FRA,1995,1108181395350.0,209333529120.0,5.293855217597451,209343217506.33566
FRA,2000,1195551034920.0,228339211560.0,5.235855141795691,228349219342.59833
FRA,2005,1264723655280.0,246398996370.0,5.132827949432285,246409187824.40152
FRA,2010,1337154483090.0,265315731060.0,5.039861291856864,265326114949.9228
FRA,2015,1406157355080.0,283398953100.0,4.961759172708814,283409518715.291
FRA,2020,1454740626510.0,296290089960.0,4.909852458131131,296300780188.69055
FRA,2025,1490379167940.0,307935946680.0,4.839899933763719,307946689704.5545
FRA,2030,1515248581260.0,316416185910.0,4.788783408478953,316426960841.84436
FRO,1975,2026515.0,810720.0,2.4996484606275904,819722.7330074272
FRO,1980,2341020.0,936390.0,2.500048056899369,946066.9106658376
FRO,1985,2656455.0,1062525.0,2.5001341144914235,1072833.438305863
FRO,1990,2987880.0,1195125.0,2.5000564794477564,1206057.4242536135
FRO,1995,2987880.0,1195125.0,2.5000564794477564,1206057.4242536135
FRO,2000,2987880.0,1195125.0,2.5000564794477564,1206057.4242536135
FRO,2005,3121335.0,1248060.0,2.5009494735830007,1259235.903453503
FRO,2010,3255870.0,1302525.0,2.4996602752346404,1313936.2708497017
FRO,2015,3394620.0,1357770.0,2.500143617843965,1369423.008214538
FRO,2020,3557280.0,1422750.0,2.500284659989457,1434679.2666096704
FRO,2025,3557280.0,1422750.0,2.500284659989457,1434679.2666096704
FRO,2030,3557280.0,1422750.0,2.500284659989457,1434679.2666096704
FSM,1975,109645605.0,28941705.0,3.7884984661408163,29023229.691362713
FSM,1980,132478845.0,34639905.0,3.8244575151115456,34729941.41168803
FSM,1985,155929260.0,40547940.0,3.8455531896318282,40645889.722870454
FSM,1990,180454065.0,46813785.0,3.854720676826281,46919281.920567214
FSM,1995,186916350.0,48662220.0,3.8410978783951903,48769399.4006643
FSM,2000,193416270.0,50527455.0,3.827944035574323,50636295.18795497
FSM,2005,195758550.0,51354390.0,3.8119146191786135,51463657.735664226
FSM,2010,198154290.0,52201515.0,3.79594902561736,52311218.8620321
FSM,2015,200802285.0,53092035.0,3.782154611327292,53202268.591118336
FSM,2020,204469050.0,54172230.0,3.7744255682293306,54283351.78617942
FSM,2025,204681300.0,54257130.0,3.7724313836725236,54368280.0722282
FSM,2030,206941545.0,54973305.0,3.7644006486421002,55084948.06597216
GAB,1975,8438012760.0,1044695250.0,8.07700883104427,1045739502.1042659
GAB,1980,9092359575.0,1164689520.0,7.806681024312814,1165755211.5197964
GAB,1985,9908596995.0,1319623965.0,7.508651902210643,1320715021.0438383
GAB,1990,10849314330.0,1503338160.0,7.2168156298247625,1504457427.6264746
GAB,1995,10879821885.0,1513557240.0,7.188246071882951,1514675859.4128666
GAB,2000,10927648305.0,1530275880.0,7.14096617990215,1531393262.4195638
GAB,2005,11555438805.0,1627660605.0,7.099415424507371,1628806288.1009605
GAB,2010,12326741745.0,1753586850.0,7.029444675066992,1754764305.8955328
GAB,2015,13209617355.0,1910550375.0,6.914037718058076,1911759221.0125828
GAB,2020,14035716045.0,2106505275.0,6.663033893898034,2107728519.549437
GAB,2025,14224003995.0,2169411315.0,6.5566192527211005,2170632864.0391755
GAB,2030,14347680420.0,2211295920.0,6.488358383078824,2212516365.1157236
GBR,1975,650048288280.0,104007727830.0,6.249999897531652,104015790387.14784
GBR,1980,683328030420.0,111078504840.0,6.151757546649383,111086705979.79198
GBR,1985,717203986770.0,118315709700.0,6.061781555370242,118324049996.3002
GBR,1990,751581953520.0,125696099100.0,5.979357823364624,125704578701.34315
GBR,1995,787570128270.0,132759403320.0,5.932311448942418,132768049346.86906
GBR,2000,825189608490.0,140175635040.0,5.886826253753207,140184451159.64673
GBR,2005,853621358370.0,146931459930.0,5.809656820783486,146940367676.87292
GBR,2010,883231501020.0,153980775330.0,5.73598554187771,153989778621.0605
GBR,2015,911848373940.0,160833502530.0,5.669517604206341,160842597355.26135
GBR,2020,934174898130.0,166306402500.0,5.617191425507506,166315565415.89197
GBR,2025,949072344060.0,170894060640.0,5.55357126225285,170903243877.68243
GBR,2030,960751458390.0,174564843030.0,5.503693880817051,174574041014.0596
GEO,1975,23302708095.0,4485154110.0,5.195520047582044,4486545912.785285
GEO,1980,24792856950.0,4832336010.0,5.130615275654227,4833762628.999424
GEO,1985,26311727085.0,5187609285.0,5.072033308499254,5189070539.015861
GEO,1990,27854119035.0,5549845755.0,5.018899671203565,5551341332.63485
GEO,1995,29495583990.0,5874819915.0,5.020678832161275,5876359202.389312
GEO,2000,31162402830.0,6206332350.0,5.02106575552629,6207914593.843204
GEO,2005,32378635125.0,6493924965.0,4.985988489166351,6495532146.393761
GEO,2010,33625783905.0,6789201510.0,4.95283338629317,6790833896.7442
GEO,2015,34887624630.0,7088024145.0,4.922052170859246,7089681703.245354
GEO,2020,36176673975.0,7391061975.0,4.894651688399622,7392745172.995971
GEO,2025,36542687835.0,7503005190.0,4.870406844940487,7504692686.403381
GEO,2030,36809539830.0,7589391390.0,4.850130654547782,7591081507.522585
GGY,1975,228223860.0,52767915.0,4.325049795884488,52893586.28926586
GGY,1980,235297290.0,54563040.0,4.312393334388993,54690457.076720245
GGY,1985,242404845.0,56369415.0,4.300290237179151,56498560.572956935
GGY,1990,249521430.0,58181160.0,4.288698094022188,58312010.88192343
GGY,1995,258781395.0,60927975.0,4.247332936963685,61060587.56305234
GGY,2000,268145670.0,63711105.0,4.20877443579106,63845481.464663364
GGY,2005,277918680.0,66583635.0,4.173978786228778,66719871.65730584
GGY,2010,287831085.0,69501390.0,4.141371632998995,69639492.30935155
GGY,2015,297398310.0,72344910.0,4.11083944952036,72484770.31345417
GGY,2020,305431350.0,74827305.0,4.081816791343748,74968540.39573537
GGY,2025,307115865.0,75456105.0,4.070126134923079,75597526.37369357
GGY,2030,308354115.0,75932715.0,4.06088620695309,76074260.24209373
GHA,1975,53478761310.0,7754015220.0,6.8969120891150375,7756444502.413849
GHA,1980,59947098360.0,8953010655.0,6.695747460829979,8955544870.875977
GHA,1985,68855657640.0,10628649795.0,6.478307119723856,10631321328.18414
GHA,1990,79249013445.0,12641977425.0,6.268719740654022,12644796757.843096
GHA,1995,91932943470.0,14593735095.0,6.299480076316954,14596779117.984793
GHA,2000,107487947865.0,17080065330.0,6.293181307462833,17083355171.684414
GHA,2005,120584351850.0,19526426340.0,6.1754439727141595,19529878091.807613
GHA,2010,137031699855.0,22750577805.0,6.023218444363374,22754211804.14591
GHA,2015,153895334130.0,26305063710.0,5.8504072001732474,26308859181.76697
GHA,2020,161820414330.0,28836794145.0,5.6115951556999955,28840605854.649273
GHA,2025,168173814945.0,30970655790.0,5.430101838505499,30974478251.91185
GHA,2030,172582922700.0,32374402560.0,5.330845021159829,32378239251.938038
GIB,1975,107610480.0,8467740.0,12.708288161894437,8615661.329852313
GIB,1980,112298700.0,8971380.0,12.51743878868134,9121350.242557568
GIB,1985,116996655.0,9478200.0,12.343763056276508,9630209.420113198
GIB,1990,121691970.0,9983670.0,12.189101803244698,10137725.356854212
GIB,1995,127494075.0,10410000.0,12.247269452449567,10568060.964952935
GIB,2000,133530405.0,10863120.0,12.292085975299914,11025175.161896268
GIB,2005,136089600.0,11147310.0,12.20829061002161,11310352.14845501
GIB,2010,138646215.0,11431005.0,12.128961101845375,11595035.950672273
GIB,2015,141027735.0,11698335.0,12.055368135721878,11863266.077133305
GIB,2020,142716315.0,11896575.0,11.996420398307917,12062084.391271304
GIB,2025,142772190.0,11916540.0,11.981010427523426,12081975.430166593
GIB,2030,143060910.0,11980875.0,11.940773107139504,12146199.305136826
GIN,1975,16110818895.0,2840922570.0,5.6709813442750745,2842131630.153306
GIN,1980,18178612515.0,3375947280.0,5.3847441939318434,3377198757.067749
GIN,1985,20992590420.0,4138726320.0,5.0722344984628025,4140031566.896739
GIN,1990,24213207105.0,5032877505.0,4.811006642014427,5034242729.671366
GIN,1995,26873372160.0,5588615040.0,4.80859246300851,5590052944.557746
GIN,2000,30271853625.0,6324512805.0,4.786432498178806,6326035403.746726
GIN,2005,32946644280.0,7004471565.0,4.703658794851571,7006046213.014654
GIN,2010,36376048425.0,7898345460.0,4.605527652496476,7899982681.533745
GIN,2015,40021822995.0,8892361050.0,4.500697033101237,8894058700.611937
GIN,2020,42290311455.0,9658916640.0,4.378370062732004,9660637861.118244
GIN,2025,44175377235.0,10358695260.0,4.264569632199026,10360431411.939192
GIN,2030,45434603325.0,10821477750.0,4.198558124374465,10823224792.40552
GLP,1975,2246618880.0,343605915.0,6.538359154847495,344090711.05809456
GLP,1980,2635392780.0,427367295.0,6.166575708606809,427877218.11733884
GLP,1985,3142173450.0,542938605.0,5.787345790229818,543478009.7725117
GLP,1990,3758491020.0,687485940.0,5.467007834371129,688059318.7558221
GLP,1995,3827332110.0,701874000.0,5.453018789697296,702451865.2287202
GLP,2000,3901663215.0,717889935.0,5.434904467632633,718472414.7588023
GLP,2005,4192710915.0,785710620.0,5.336202423991673,786308926.3315423
GLP,2010,4524540675.0,864599790.0,5.233104064251507,865215288.3957115
GLP,2015,4830757455.0,938521725.0,5.147198329372716,939152468.8998767
GLP,2020,4921592895.0,962895000.0,5.1112456654152325,963529419.0457609
GLP,2025,4953778620.0,973061775.0,5.090918939858675,973696998.2413938
GLP,2030,5030538825.0,998669310.0,5.037241832333868,999306052.2160777
GMB,1975,3709069320.0,605505240.0,6.125577575513632,606108168.7434199
GMB,1980,4088989860.0,695352735.0,5.880454126638331,695972994.5236965
GMB,1985,4598550465.0,819912570.0,5.608586370373612,820554957.639501
GMB,1990,5193522765.0,969257850.0,5.358246791604525,969925121.1795686
GMB,1995,5959165425.0,1119206175.0,5.32445724309911,1119918684.0484755
GMB,2000,6925001310.0,1315652835.0,5.263547590804986,1316416511.0984771
GMB,2005,7285440585.0,1400221305.0,5.203063657855142,1401000089.8086786
GMB,2010,7724982645.0,1507574925.0,5.124111921004523,1508370750.8669915
GMB,2015,8169698490.0,1620412575.0,5.041739749520272,1621224382.796155
GMB,2020,8351131575.0,1677207765.0,4.979187283335765,1678023430.1091197
GMB,2025,8576195475.0,1759291125.0,4.874801761419674,1760108997.8782182
GMB,2030,8689222875.0,1799272950.0,4.82929667508201,1800092343.289104
GNB,1975,2185780695.0,469496835.0,4.655581320372479,469900341.22843415
GNB,1980,2530464615.0,569178810.0,4.445816623074918,569603073.7226908
GNB,1985,2997188295.0,708223890.0,4.231978527298762,708674383.7115071
GNB,1990,3532907940.0,871710045.0,4.052847572727007,872188682.0210387
GNB,1995,3910879605.0,957089325.0,4.086222155910056,957594984.53591
GNB,2000,4390936635.0,1070821425.0,4.100531174000371,1071358158.4169568
GNB,2005,4725918405.0,1149630870.0,4.110813764943525,1150188398.4090524
GNB,2010,5150512365.0,1250420460.0,4.119024384006001,1251003075.9767334
GNB,2015,5572947735.0,1356301575.0,4.10892963462053,1356906869.640327
