Countries,Start_Year,End_Year,ΔTotal,Δcement_CS/cement_consumption(volume),Δcement_consumption(volume)/cement_production,Δcement_production/GDP,ΔGDP/Population,ΔPopulation/energy_consumption,Δenergy_consumption
Lithuania,1995,2022,0.158142326,-0.04209966489750237,-0.0033283449895590406,-0.34746964700675964,0.6131845294489483,0.05006415443970125,-0.11220870099482845
Luxembourg,1990,2022,0.041293460000000004,-0.09646813133023527,-5.4056246874354014e-05,-0.22180220307917817,0.25554465436381874,0.08970287190639524,0.014370324386073826
Malaysia,1990,2022,4.41098299,1.0200522529160874,0.3884684998257988,-2.427490448752149,3.8153038067733065,-2.5751931530979992,4.189842032334956
Mexico,1990,2022,6.048602487,1.37297779370381,0.6410162042497286,-7.800613731274107,8.779547415539634,-1.1249910691051466,4.180665873886085
Morocco,1990,2022,1.038931224,0.1013851410738072,-0.14733784070480124,-0.5866761566536126,1.191219350862018,-0.7961979921808341,1.2765387216034225
New Zealand,1990,2022,0.28358868800000003,0.11088617732444775,0.07776741719133942,-0.47034605634143417,0.42161415841825955,0.068063208451053,0.07560378295633446
North Macedonia,2017,2022,0.027253327999999993,0.03421580099340835,-0.0023792507671603065,-0.026254607915799796,0.025706091998937763,0.006678222998352641,-0.010712929307738615
Norway,1990,2022,0.261045533,0.22522737649810728,2.6775944650143824e-05,-0.5141731208297456,0.46337688471530714,0.06417191922050455,0.02241569745117659
Oman,1990,2022,1.330962564,0.07044517998831802,-0.16781771857901578,-0.20693196877949982,0.968912462426058,-0.89279566068138,1.5591502696255197
Pakistan,1990,2022,6.9689530269999995,-0.22907046800626332,-0.2761642454731328,-1.132790784405965,5.857929105882358,-1.8122521460253518,4.561301565028357
Peru,1990,2022,1.912289001,-0.16109374880409688,-0.0546259395426866,-0.3880637820033284,2.0296238051179256,-0.7889905334026711,1.2754391996348573
Philippines,1990,2022,7.118108031999999,0.39895465004771613,-0.0008144965885767164,-0.36529164729580793,4.940124911692526,-1.7117956087273214,3.856930222871465
Poland,1990,2022,1.9087102210000002,1.3141238489123344,0.2020183683156572,-8.31920640770397,8.839493072895635,-0.08490586452774347,-0.0428127968919156
Portugal,1990,2022,-0.004131284999999929,0.38667200858273293,0.030910157508272428,-2.1598427493552825,1.6763115128764434,-0.3370502600932305,0.39886804548106447
Qatar,1990,2022,1.073414681,0.06579960381842026,0.048194937285426905,-0.56835861294213,0.7307243793661591,-0.04213631828933615,0.8391906917614601
Romania,1990,2022,0.5001708559999998,0.5905653556363227,0.44019885477485476,-5.07851878554883,4.984406500778838,1.13891812261001,-1.5753991922511945
Saudi Arabia,1990,2022,19.686499808,6.157739817073864,0.0,-4.853757630528094,11.647276765637615,-3.3962125641268566,10.131453419943467
Slovakia,1993,2022,0.42113971000000006,0.09744042016117316,0.007402409540100234,-0.8697656459182826,1.1739959443191215,0.0709777852883515,-0.05891120339046354
Slovenia,1992,2022,0.051250454999999986,0.053767861526694265,-0.002517406526694267,-0.1846763854242266,0.1774516869915133,-0.008526686257904693,0.015751384690617966
South Africa,1990,2022,1.1602902109999997,0.24459814017274475,0.1419373389829479,-1.4423667441118355,1.4442782373715222,0.275177802769069,0.49666543581555095
Spain,1990,2022,0.7202199690000004,2.340036347089432,0.04430890033506618,-6.995544237772506,4.198846528287093,-1.0778540248046422,2.210426455865558
Sri Lanka,1990,2022,1.792022032,0.142050592970731,-0.4086550180385445,0.36127743713310556,1.5033001815509373,-0.667765881324881,0.8618147197086519
Sweden,1990,2022,0.5080755480000001,0.4092587739714896,-0.07503499720676857,-0.5096286570822971,0.5126931065401955,0.23466309687163914,-0.06387577509425825
Switzerland,1990,2022,0.20552316699999995,0.4526334413495215,0.11854726037096175,-1.8777114623877527,1.1523522079771953,0.5279605593380593,-0.16825883964798505
Thailand,1990,2022,2.937544407,1.2209987126505621,-2.2603269781166246,-5.940422975994603,8.446078463195128,-6.321717658761582,7.792934844027117
Ukraine,1990,2022,-1.771139067,5.25522732503572,-0.7055064096128291,-9.157294292071503,4.078551300701754,5.122529952479909,-6.3646469435330495
Uzbekistan,1990,2022,1.2413179039999997,0.1122819011450854,0.3271980960490388,-2.817219955785409,2.509946710596824,0.8775387307358925,0.2315724212585683
