Region,Start_Year,End_Year,Δtotal_CE/energy_consumption,Δenergy_consumption/GDP,ΔGDP/Population,Δbuilt_surface/Population,Δcement_CS/built_surface,ΔTotal
Global,1975,2020,-1123.6102182304019,-33681.496939722485,36396.300382788206,-618.3853787790558,-4487.889863613284,-3515.0820175570257
