Region,End_Year,Countries,Start_Year,ΔTotal,Δtotal_CE/energy_consumption,Δenergy_consumption/GDP,ΔGDP/Population,Δbuilt_surface/Population,Δcement_CS/built_surface,ΔTotal_global_total,ΔTotal_%
Asia,1995,AzerbaijanBangladeshChinaCyprusHong KongIndiaIndonesiaIraqIsraelJapanKazakhstanKuwaitMalaysiaOmanPakistanPhilippinesQatarSaudi ArabiaSingaporeSri LankaThailandTurkmenistanUnited Arab EmiratesUzbekistan,1990,157.90110037968358,9.802210342548573,253.63761173107025,-238.87091852314043,-35.50410591441501,168.8363027436202,285.8804017302083,55.23327217396958
Asia,2000,AzerbaijanBangladeshChinaCyprusHong KongIndiaIndonesiaIraqIsraelJapanKazakhstanKuwaitMalaysiaOmanPakistanPhilippinesQatarSaudi ArabiaSingaporeSri LankaThailandTurkmenistanUnited Arab EmiratesUzbekistan,1995,-276.9245401993802,-26.211318768964716,-561.1932335277348,437.73913219548314,-45.5320330277815,-81.72708707038194,-610.2579210788489,45.37827869727887
Asia,2005,AzerbaijanBangladeshChinaCyprusHong KongIndiaIndonesiaIraqIsraelJapanKazakhstanKuwaitMalaysiaOmanPakistanPhilippinesQatarSaudi ArabiaSri LankaThailandTurkmenistanUnited Arab EmiratesUzbekistan,2000,-506.0347214582259,-11.038363330011657,-421.7357088838559,653.9706461813475,21.265422192176555,-748.4967176178826,-950.1427150430968,53.258811907564116
Asia,2010,AzerbaijanBangladeshChinaCyprusHong KongIndiaIndonesiaIraqIsraelJapanKazakhstanKuwaitMalaysiaOmanPakistanPhilippinesQatarSaudi ArabiaSri LankaThailandTurkmenistanUnited Arab EmiratesUzbekistan,2005,7.764595453227074,-7.366503374551067,-685.9783845283742,707.0928346078373,84.29058792997404,-90.273939181659,-221.19849205601577,-3.510238872361203
Asia,2015,AzerbaijanBangladeshChinaCyprusHong KongIndiaIndonesiaIraqIsraelJapanKazakhstanKuwaitMalaysiaOmanPakistanPhilippinesQatarSaudi ArabiaSri LankaThailandTurkmenistanUnited Arab EmiratesUzbekistan,2010,-73.87233101257299,0.6886566577091282,-72.54166366709813,140.94676188271848,30.123733449941344,-173.08981933584374,-534.3372911986378,13.825037523931908
Asia,2020,AzerbaijanBangladeshChinaCyprusHong KongIndiaIndonesiaIraqIsraelJapanKazakhstanKuwaitMalaysiaOmanPakistanPhilippinesQatarSaudi ArabiaSri LankaThailandTurkmenistanUnited Arab EmiratesUzbekistan,2015,-99.81799738557542,-23.243540908614005,-28.23697296883914,-17.92136703286203,-42.94336126399022,12.52724478872991,-793.9062155785248,12.573021274664967
Europe,1980,AustriaBelarusBelgiumBulgariaCzechiaDenmarkEstoniaFinlandFranceGermanyGreeceHungaryIcelandIrelandItalyLatviaLithuaniaLuxembourgNorwayPolandPortugalRomaniaSpainSwedenSwitzerlandUkraine,1975,95.97488596496143,-56.243487205174006,-5006.791450000112,5224.661352562664,-105.82287865001832,40.17134925760445,-949.9543140758562,-10.10310543811032
Europe,1985,AustriaBelarusBelgiumBulgariaCzechiaDenmarkEstoniaFinlandFranceGermanyGreeceHungaryIcelandIrelandItalyLatviaLithuaniaLuxembourgNorwayPolandPortugalRomaniaSpainSwedenSwitzerlandUkraine,1980,938.6902657255887,-35.17012804733997,1097.465603610665,-285.85331312578313,-114.8252665286514,277.0733698166981,941.3761276079474,99.71468769989063
Europe,1990,AustriaBelarusBelgiumBulgariaCzechiaDenmarkEstoniaFinlandFranceGermanyGreeceHungaryIcelandIrelandItalyLatviaLithuaniaLuxembourgNorwayPolandPortugalRomaniaSpainSwedenSwitzerlandUkraine,1985,-260.04070249868374,-151.1984167916755,-25472.34906395369,25504.44487255737,-133.0753452240318,-7.862749086655641,-343.3033401311264,75.7466275741331
Europe,1995,AustriaBelarusBelgiumBulgariaCzechiaDenmarkEstoniaFinlandFranceGermanyGreeceHungaryIcelandIrelandItalyLatviaLithuaniaLuxembourgNorwayPolandPortugalRomaniaSpainSwedenSwitzerlandUkraine,1990,71.01796323258483,-67.92242679784792,-34254.14276199193,33683.14904701372,-212.8382427498362,922.7723477584718,285.8804017302083,24.841843932906624
Europe,2000,AustriaBelarusBelgiumBulgariaCroatiaCzechiaDenmarkEstoniaFinlandFranceGermanyGreeceHungaryIcelandIrelandItalyLithuaniaLuxembourgNorwayPolandPortugalRomaniaSlovakiaSloveniaSpainSwedenSwitzerlandUkraine,1995,-240.694228425486,-151.35005361414338,18.123183729869716,-6.8252606873166215,-208.95428768271103,108.31218982881514,-610.2579210788489,39.44139356683367
Europe,2005,AustriaBelarusBelgiumBulgariaCroatiaCzechiaDenmarkEstoniaFinlandFranceGermanyGreeceHungaryIcelandIrelandItalyLatviaLithuaniaLuxembourgNorwayPolandPortugalRomaniaSlovakiaSloveniaSpainSwedenSwitzerlandUkraine,2000,-377.9606860256244,-38.88315973770871,-1692.5905087605483,1911.6767011638078,-181.39430198127693,-376.769416709898,-950.1427150430968,39.779359462697215
Europe,2010,AustriaBelarusBelgiumBulgariaCroatiaCzechiaDenmarkEstoniaFinlandFranceGermanyGreeceHungaryIcelandIrelandItalyLatviaLithuaniaLuxembourgNorwayPolandPortugalRomaniaSlovakiaSloveniaSpainSwedenSwitzerlandUkraine,2005,-101.00634701319646,-43.302050819325906,-770.9109435522495,725.1914199933879,-122.73959920619029,110.7548265711811,-221.19849205601577,45.66321681235416
Europe,2015,AustriaBelarusBelgiumBulgariaCroatiaCzechiaDenmarkEstoniaFinlandFranceGermanyGreeceHungaryIrelandItalyLatviaLithuaniaLuxembourgNorwayPolandPortugalRomaniaSlovakiaSloveniaSpainSwedenSwitzerlandUkraine,2010,-411.5152396515331,-125.17896284202277,-136.93695605849206,-71.05097093856283,-104.72493428689206,26.376584474436733,-534.3372911986378,77.01413441094716
Europe,2020,AustriaBelarusBelgiumBulgariaCroatiaCzechiaDenmarkEstoniaFinlandFranceGermanyGreeceHungaryIrelandItalyLatviaLithuaniaLuxembourgNorwayPolandPortugalRomaniaSlovakiaSloveniaSpainSwedenSwitzerlandUkraine,2015,-543.6996475130553,-174.88680554419008,-395.47338593105144,307.78559998902324,-60.48075394234115,-220.64430208449573,-793.9062155785248,68.48411523228316
Oceania,1980,AustraliaNew Zealand,1975,36.078753181101945,-5.775627879616007,-98.04184706680903,119.1323525878037,-12.963294777101218,33.72717031682435,-949.9543140758562,-3.7979461376729917
Oceania,1985,AustraliaNew Zealand,1980,-14.289288024892173,-4.406709717791278,-22.82123440352992,24.73388256267002,-11.687187106061689,-0.10803936017934035,941.3761276079474,-1.517914848892705
Oceania,1990,AustraliaNew Zealand,1985,73.18938132035345,2.2667389337520976,-123.01339573451112,155.81967111903663,-18.566576564346228,56.6829435664222,-343.3033401311264,-21.319157947137484
Oceania,1995,AustraliaNew Zealand,1990,41.43685677406785,-4.008570239080515,-38.77602559777529,58.1112829811764,5.835660002038907,20.274509627708206,285.8804017302083,14.494472696723273
Oceania,2000,AustraliaNew Zealand,1995,-14.90707458439594,11.102741460898564,32.35668874141557,-11.709999879544831,-4.635159685915709,-42.02134522124942,-610.2579210788489,2.442749871733309
Oceania,2005,AustraliaNew Zealand,2000,-67.87078868556311,16.593602007299964,-182.8483147389183,179.6852039081174,4.459125088675579,-85.76040495073771,-950.1427150430968,7.143220445834246
Oceania,2010,AustraliaNew Zealand,2005,-29.191963646768272,-14.741821037717907,-108.01041771129697,102.29184477097984,5.582762897782746,-14.314332566516061,-221.19849205601577,13.19718022280901
Oceania,2015,AustraliaNew Zealand,2010,-46.662342587930326,-10.397138912981688,-27.98149222900819,25.85510939816933,1.0832525485401152,-35.222073392649826,-534.3372911986378,8.732750522288324
Oceania,2020,AustraliaNew Zealand,2015,-48.63355698058467,-10.634190327963895,-12.7184099656794,-8.827687785574327,-5.133064169181211,-11.320204732185884,-793.9062155785248,6.125856685118037
