Countries,Years,grad(built_surface_area/cement_CS),grad(cement_CS),CS_tapio_elasticity
Chile,1985 - 1990,0.20833933233923257,0.2873747745449595,0.7249743220125191
Chile,1990 - 1995,0.5265294317593954,0.6682200371806093,0.7879581611784006
Chile,1995 - 2000,0.17793829455065074,0.2852222595334927,0.6238583722100977
Chile,2000 - 2005,-0.042375531132346246,0.053049841259724936,-0.79878714292247
Chile,2005 - 2010,-0.022342555544058493,0.07154328867452271,-0.3122942201567385
Chile,2010 - 2015,-0.031098151989629744,0.04408616871315319,-0.7053947507203444
Chile,2015 - 2020,0.45543388323895145,0.4999827282191281,0.9108992321817722
China,1975 - 1980,1.309626163143807,1.8224848358416823,0.7185937229151097
China,1980 - 1985,0.12605627781802553,0.40419992627004714,0.31186615737729495
China,1985 - 1990,0.11186173078883314,0.3803918579091234,0.2940697295775379
China,1990 - 1995,0.6759087159478244,1.0164194025175044,0.6649899778316994
China,1995 - 2000,0.14521447913822863,0.38201493046881335,0.38012775825285067
China,2000 - 2005,0.4557389940599808,0.6859476346041214,0.6643932729981639
China,2005 - 2010,0.5657013531702368,0.8311312095989866,0.6806402486596342
China,2010 - 2015,0.1019473014086843,0.276870142684972,0.3682134173805871
China,2015 - 2020,0.03402972496241499,0.1620520858804688,0.20999251430503432
Colombia,1975 - 1980,0.2012198366191486,0.330617626892694,0.6086179932700835
Colombia,1980 - 1985,0.08917154827766076,0.20106963328252955,0.44348590496687723
Colombia,1985 - 1990,0.10858948091897103,0.21701450167948264,0.500378915135133
Colombia,1990 - 1995,0.0938523421232896,0.19621271726702294,0.47831936395624836
Colombia,1995 - 2000,-0.34672763671553214,-0.28700035898398224,1.2081087213374648
Colombia,2000 - 2005,0.2073076994431517,0.27341396999686884,0.758219118962816
Colombia,2005 - 2010,0.16509381360657885,0.22944576432155667,0.719533063051921
Colombia,2010 - 2015,0.5633958970846321,0.6448180394130665,0.8737284980386911
Colombia,2015 - 2020,-0.18936410561038197,-0.1527770993629427,1.2394796497642744
Croatia,1995 - 2000,0.2799580685422568,0.39387007343261354,0.7107878648976723
Croatia,2000 - 2005,0.43730277671756956,0.5416269693080128,0.8073873745176894
Croatia,2005 - 2010,-0.22365704554771956,-0.16867718796508108,1.3259472027362718
Croatia,2010 - 2015,-0.3998230302196607,-0.3610993322609183,1.1072383538243764
Croatia,2015 - 2020,0.5232150146736153,0.5991734045057328,0.8732280350547657
Cyprus,1975 - 1980,1.0214253937084186,1.1290168933517974,0.9047033748769127
Cyprus,1980 - 1985,-0.34717657604285584,-0.3138101234006516,1.106326884170031
Cyprus,1985 - 1990,-0.24359420037720206,-0.20648024680122906,1.179745782712577
Cyprus,1990 - 1995,-0.3564221840511678,-0.2453123958124958,1.452931813211749
Cyprus,1995 - 2000,0.5354651154704932,0.7786273873855907,0.6877039314895316
Cyprus,2000 - 2005,0.5802923699382717,0.7474258172786271,0.7763879123832151
Cyprus,2005 - 2010,-0.13479195831355834,-0.04642091459802431,2.9036902758330214
Cyprus,2010 - 2015,-0.5513731631054292,-0.5131998738999898,1.0743828889032003
Cyprus,2015 - 2020,1.6999689623182124,1.7952358026440676,0.9469335225013094
Czechia,1975 - 1980,-0.013493703541117126,0.05848435039596314,-0.230723320850094
Czechia,1980 - 1985,-0.12083995390407273,-0.05986321919202441,2.0186009963221667
Czechia,1985 - 1990,-0.09911250970384168,-0.03966913439629348,2.498479263845554
Czechia,1990 - 1995,-0.28406373667233376,-0.2299234715026642,1.2354708060722814
Czechia,1995 - 2000,-0.07709724479891258,-0.009915481578876215,7.775441281960458
Czechia,2000 - 2005,0.10114877439697643,0.1724291419866313,0.5866106693543638
Czechia,2005 - 2010,-0.020054282597901076,0.04215413408330509,-0.4757370311122928
Czechia,2010 - 2015,0.06048510222668364,0.125378321008086,0.48242073861224216
Czechia,2015 - 2020,0.11805670570824514,0.1834740553335871,0.6434517702985195
Denmark,1975 - 1980,-0.14692378938468764,-0.07725921874931707,1.9016991339429816
Denmark,1980 - 1985,-0.18135269894927464,-0.11842222790274881,1.5314075926540232
Denmark,1985 - 1990,-0.02740822067045622,0.04314621792858583,-0.6352403984938236
Denmark,1990 - 1995,0.06971234140127223,0.14907069361690628,0.46764618658329016
Denmark,1995 - 2000,0.01935737884695119,0.09314026820860889,0.20783039623201344
Denmark,2000 - 2005,-0.07897219211664461,-0.012806894530384135,6.1663810792916625
Denmark,2005 - 2010,-0.09725826443710804,-0.0334130150583081,2.9107898304713125
Denmark,2010 - 2015,0.05588738651331613,0.12160231365289241,0.45959147350472146
Denmark,2015 - 2020,0.25494767360840676,0.3013781367017432,0.8459395110691589
Ecuador,1975 - 1980,1.1609871318985316,1.4657530408965,0.7920755403573551
Ecuador,1980 - 1985,-0.05454694307642733,0.06980469579549721,-0.7814222589871369
Ecuador,1985 - 1990,0.37523198922060164,0.5438930360437426,0.6899003376657016
Ecuador,1990 - 1995,0.03415820574654212,0.1212479285579478,0.2817219737508088
Ecuador,1995 - 2000,0.01796709368434947,0.10220652281156042,0.17579204526383946
Ecuador,2000 - 2005,0.015366827205509932,0.09160604753416841,0.16774904735168508
Ecuador,2005 - 2010,0.52410286648455,0.6375375557469404,0.8220737143406555
Ecuador,2010 - 2015,0.17537368044095664,0.25141582155648445,0.697544328575822
Ecuador,2015 - 2020,-0.2730504797984205,-0.2455212839875079,1.1121254962657874
Egypt,1975 - 1980,-0.20659051868243264,-0.08187406293285462,2.523271855359843
Egypt,1980 - 1985,0.7570378522491419,1.0719261683507806,0.7062406671290502
Egypt,1985 - 1990,0.21282677341522585,0.4323518564014973,0.49225363616245776
Egypt,1990 - 1995,0.41814024640197434,0.5599272864425429,0.7467759770355145
Egypt,1995 - 2000,0.2992173834228225,0.44501949920520256,0.6723691522668552
Egypt,2000 - 2005,-0.06748981210952149,0.011088155157671553,-6.086658343956105
Egypt,2005 - 2010,0.6637486969255494,0.8259307338865979,0.8036372418327801
Egypt,2010 - 2015,0.021588168541851208,0.14743700528222434,0.14642299943984263
Egypt,2015 - 2020,-0.24936174710731665,-0.09654312291448525,2.5829053336941787
Estonia,1975 - 1980,-0.021641576133542794,0.05687877462295433,-0.3804859770099371
Estonia,1980 - 1985,-0.02756109051657644,0.04615172439217123,-0.5971844146575737
Estonia,1985 - 1990,-0.018281873385615342,0.052237829194375925,-0.3499738344330668
Estonia,1990 - 1995,-0.5947472468319042,-0.576891235436848,1.0309521280584804
Estonia,1995 - 2000,-0.288749029249863,-0.2578256049569536,1.1199393066412948
Estonia,2000 - 2005,1.0646616284364083,1.1410419924687762,0.933060864949317
Estonia,2005 - 2010,-0.42733059493744,-0.4057468308904749,1.053195151271043
Estonia,2010 - 2015,0.34206684480581623,0.3936986386509558,0.8688545278641029
Estonia,2015 - 2020,0.5886862567052271,0.6581182132761476,0.8944992629435303
Finland,1975 - 1980,-0.12598219754748805,-0.05745473479740299,2.19272089570558
Finland,1980 - 1985,-0.08720966843664094,-0.019197145232011048,4.5428456878692405
Finland,1985 - 1990,0.028579175868396936,0.10132850100280556,0.28204479080970163
Finland,1990 - 1995,-0.30520437892082625,-0.24109998628366672,1.2658830206723337
Finland,1995 - 2000,0.24138537857278822,0.3525580482790135,0.6846684673661356
Finland,2000 - 2005,-0.006118717578749262,0.05950906412940157,-0.10281992614510291
Finland,2005 - 2010,0.05627298658064042,0.1257419494355316,0.447527550139437
Finland,2010 - 2015,-0.05093576397768011,0.006790395969547257,-7.501147827919114
Finland,2015 - 2020,0.03348085157742573,0.0833591662118082,0.4016457109510174
France,1975 - 1980,-0.0428448628171703,0.0392215573314538,-1.0923804594268567
France,1980 - 1985,-0.15435129054460386,-0.08592736522966653,1.7962995854935617
France,1985 - 1990,-0.01975890595706991,0.05518053739550105,-0.35807744704350924
France,1990 - 1995,-0.16984312514163524,-0.0915884128395118,1.8544171678053567
France,1995 - 2000,0.014076461758369479,0.10614316123817008,0.1326176985324934
France,2000 - 2005,0.011538864023385382,0.09154071406243804,0.12605171525661205
France,2005 - 2010,-0.041887664728139165,0.03166698388064911,-1.322755109422835
France,2010 - 2015,-0.018562148587326896,0.04832812695551043,-0.3840858265501312
France,2015 - 2020,0.09128393483740264,0.14092244595544917,0.647760079797798
Germany,1975 - 1980,0.003376068632139584,0.07911672274698552,0.042671997966045906
Germany,1980 - 1985,-0.14214366536983378,-0.08049647022722878,1.7658372468828103
Germany,1985 - 1990,-0.06882604336405278,-0.005190834691046408,13.259147605445763
Germany,1990 - 1995,0.06689155903964979,0.16301630241595574,0.4103366230756965
Germany,1995 - 2000,-0.09102758369716957,-0.01164131581325826,7.819355230746211
Germany,2000 - 2005,-0.13291924614765382,-0.07636645860530479,1.7405448488143014
Germany,2005 - 2010,0.02276532378518012,0.08798560315346653,0.2587391910637052
Germany,2010 - 2015,0.0012325389132428757,0.05968184393545028,0.02065182360276846
Germany,2015 - 2020,0.13960638389020902,0.19009675822112973,0.7343964473492606
Greece,1975 - 1980,0.5519153679869631,0.638749464281814,0.864056095307283
Greece,1980 - 1985,0.061207251215143504,0.11856661213846258,0.5162267025363382
Greece,1985 - 1990,-0.2565055444209535,-0.21767973368404656,1.17836208304656
Greece,1990 - 1995,-0.2540889935408485,-0.18481809961412282,1.374805790511615
Greece,1995 - 2000,0.20131666888089048,0.3108915401258013,0.6475463076268603
Greece,2000 - 2005,0.08246258881058685,0.1565813533774058,0.5266437352334569
Greece,2005 - 2010,-0.19012003692755297,-0.13579940783250705,1.4000063767733375
Greece,2010 - 2015,-0.4818659699327207,-0.45199220112856736,1.0660935492461203
Greece,2015 - 2020,0.05940554854258977,0.09097502703227307,0.6529874239170697
Hungary,1975 - 1980,0.1674841675320188,0.25225236036376075,0.6639548081552066
Hungary,1980 - 1985,-0.1824496834276763,-0.12613486647742841,1.4464651093147614
Hungary,1985 - 1990,-0.01252236973182009,0.052114018248579516,-0.24028793312558308
Hungary,1990 - 1995,-0.23200588941115655,-0.16639859018682343,1.394277975256117
Hungary,1995 - 2000,0.02162527684083269,0.10532535441208692,0.20531881389378948
Hungary,2000 - 2005,0.04963650834560142,0.11004360524279229,0.45106217881617927
Hungary,2005 - 2010,-0.1835650289834157,-0.1371194584648301,1.338723409781395
Hungary,2010 - 2015,-0.031244633043587343,0.019036970679674865,-1.6412607640850227
Hungary,2015 - 2020,0.015053370851736936,0.05257295510188864,0.286332979049073
Iceland,1975 - 1980,-0.17960032969465334,-0.1274964557521114,1.4086691950390084
Iceland,1980 - 1985,-0.12884263624629133,-0.07411761371428438,1.7383538107819576
Iceland,1985 - 1990,-0.04479712524510698,0.014078063494707948,-3.182051655183013
Iceland,1990 - 1995,-0.24677140657662866,-0.18941628004186428,1.3027993503097406
Iceland,1995 - 2000,0.43509004690354575,0.5450077597819711,0.7983189947196391
Iceland,2000 - 2005,0.33128462662823194,0.4147105648181838,0.7988333424142999
Iceland,2005 - 2010,-0.052419503485927006,0.008127386578969683,-6.449736699072123
India,1975 - 1980,-0.07106593065752088,0.1563543734535772,-0.45451834245379075
India,1980 - 1985,0.29327205874557144,0.6540540816902458,0.44839114525159784
India,1985 - 1990,0.1498559186750766,0.4555901310008025,0.3289270519224936
India,1990 - 1995,0.10929266352784063,0.267312004817522,0.40885804437570333
India,1995 - 2000,0.2804124252608811,0.47507353083997916,0.5902505760846809
India,2000 - 2005,0.24587984478516253,0.38731150428172445,0.6348374423867186
India,2005 - 2010,0.3446666658723162,0.526286106806836,0.6549035997996049
India,2010 - 2015,0.23247125125416934,0.41716848361977255,0.5572598611405526
India,2015 - 2020,-0.09341818972641167,0.0719919603103361,-1.2976197525906146
Indonesia,1975 - 1980,3.3894588717907093,4.3554378045927615,0.7782131266382823
Indonesia,1980 - 1985,0.4392557385204915,0.7907793890627733,0.5554719111244093
Indonesia,1985 - 1990,0.019091796667750495,0.25994878660383347,0.07344445387562716
Indonesia,1990 - 1995,0.7429763585413824,0.8895697381976968,0.8352086707071238
Indonesia,1995 - 2000,0.030556898601696397,0.13022302815756268,0.23465049948557667
Indonesia,2000 - 2005,0.41916955199922035,0.5103034728244621,0.8214123052684169
Indonesia,2005 - 2010,0.12912566122012492,0.2113786848381242,0.6108736144281084
Indonesia,2010 - 2015,0.41390453290623974,0.5106524957890514,0.8105405071342727
Indonesia,2015 - 2020,-0.08857248869813254,-0.0567704164966989,1.5601874032980343
Iraq,1975 - 1980,1.4659118837330625,1.6637658506132904,0.8810806419621512
Iraq,1980 - 1985,0.4254409990062679,0.5337404212011734,0.79709345986729
Iraq,1985 - 1990,0.5061808286652294,0.6145281923973404,0.8236901657685772
Iraq,1990 - 1995,0.24505522326445486,0.3496424926900283,0.7008736878034613
Iraq,1995 - 2000,-0.7621717067388,-0.7428634961956003,1.0259915995900755
Iraq,2000 - 2005,0.10043946322723597,0.22587931817704582,0.44465984773564265
Iraq,2005 - 2010,0.6274103156483366,0.806643046455955,0.7778041581154261
Iraq,2010 - 2015,0.16015452152417373,0.2735715010419247,0.5854210724224163
Iraq,2015 - 2020,1.15106720178904,1.304866862081894,0.882133829310778
Ireland,1975 - 1980,0.2425895965100363,0.3684338580791122,0.6584345906068874
Ireland,1980 - 1985,-0.29539229330215,-0.22902605359223344,1.2897759388898065
Ireland,1985 - 1990,0.053776739770168586,0.1464078476782151,0.3673077681488951
Ireland,1990 - 1995,0.012777050828393574,0.0826200384761478,0.15464832822708352
Ireland,1995 - 2000,0.7077599327726083,0.8264649349547671,0.856370189270455
Ireland,2000 - 2005,0.1138971685657913,0.20193373555148733,0.5640323953535281
Ireland,2005 - 2010,-0.2891001705194825,-0.23389098905640288,1.2360466373066041
Ireland,2010 - 2015,0.04188845462248691,0.1128783364225076,0.3710938338575167
Ireland,2015 - 2020,-0.17049278406551047,-0.13618932823268984,1.25188064496662
Israel,1975 - 1980,-0.04291698694602877,-0.0009533724197781613,45.01597283044443
Israel,1980 - 1985,0.10854101383734657,0.15572131088548308,0.6970209357996432
Israel,1985 - 1990,0.2278711055169167,0.2786501388520688,0.817767780255405
Israel,1990 - 1995,0.11667827338542118,0.29977788976011577,0.3892157406231257
Israel,1995 - 2000,0.5662723413756773,0.8071694859953795,0.7015532068551447
Israel,2000 - 2005,-0.3111788112570155,-0.24890275336007192,1.2502023664111612
Israel,2005 - 2010,0.06029838111666753,0.1527939568840105,0.394638520700406
Israel,2010 - 2015,0.49341653634136406,0.6097500552585606,0.8092111383772387
Israel,2015 - 2020,-0.20557569840947312,-0.1623631041837226,1.2661478692650094
Italy,1975 - 1980,0.1309005862737753,0.20727811849407102,0.631521490183343
Italy,1980 - 1985,-0.08936432162766227,-0.03060468033854283,2.919956053751651
Italy,1985 - 1990,-0.1103337791106722,-0.0554994578718813,1.988015439094453
Italy,1990 - 1995,-0.08157255543053296,0.005105135001246788,-15.978530520860101
Italy,1995 - 2000,-0.033463977893741635,0.05422830429301633,-0.6170943076686102
Italy,2000 - 2005,0.13162222969105694,0.20641131652007963,0.6376696390008867
Italy,2005 - 2010,-0.21438408141094756,-0.16335593842471757,1.3123739698618073
Italy,2010 - 2015,-0.2770852007660404,-0.2358894974683464,1.1746398366176602
Italy,2015 - 2020,-0.04535132268108526,-0.013162351234576607,3.445533542817973
Japan,1975 - 1980,0.4009216394089067,0.45154886740529276,0.8878809545303431
Japan,1980 - 1985,0.0496458667208207,0.08719891739924786,0.569340402398722
Japan,1985 - 1990,0.1999559243913305,0.24259131279292498,0.8242501435408452
Japan,1990 - 1995,0.12050784529173848,0.21713847205389905,0.5549815477278734
Japan,1995 - 2000,0.07450638275113944,0.1646920902994819,0.4523980636571824
Japan,2000 - 2005,0.0017621428407651482,0.059248974276955656,0.029741322314342875
Japan,2005 - 2010,-0.16834899915231352,-0.12190107033484943,1.3810297045782824
Japan,2010 - 2015,-0.06369168205156228,-0.016342998887429655,3.897184506360778
Japan,2015 - 2020,-0.12204019137050191,-0.09004287727405554,1.3553564153559752
Kazakhstan,1975 - 1980,-0.049653136004635216,0.056878774749225744,-0.8729642335572834
Kazakhstan,1980 - 1985,-0.06950174728769132,0.04615172542268505,-1.5059403879519742
Kazakhstan,1985 - 1990,-0.06527727144004479,0.05223782724477906,-1.249616894174498
Kazakhstan,1990 - 1995,-0.584022959270855,-0.5347761881089413,1.0920885638832547
Kazakhstan,1995 - 2000,-0.23871599564426058,-0.14878130762902286,1.604475719755632
Kazakhstan,2000 - 2005,0.7212734643362175,0.871344384415814,0.8277708300372988
Kazakhstan,2005 - 2010,0.16871941982182057,0.27544750125297895,0.6125284094222505
Kazakhstan,2010 - 2015,0.18394775420939055,0.2872061863697034,0.6404728133975692
Kazakhstan,2015 - 2020,0.046766844429231166,0.11760836478045732,0.3976489641407062
Kuwait,1980 - 1985,0.7973941934256402,0.8997488219005806,0.8862408863634498
Kuwait,1985 - 1990,-0.21681988092662668,-0.16766427177519494,1.2931787949274
Kuwait,1990 - 1995,0.8156660541950935,0.9140400824072192,0.8923744919883081
Kuwait,1995 - 2000,0.9861729888105636,1.1374738598797844,0.8669851884902117
Kuwait,2000 - 2005,-0.14814161411493906,-0.12976710951173542,1.1415960074347034
Kuwait,2005 - 2010,0.2625443096309146,0.2966604615213868,0.8849993298213327
Kuwait,2010 - 2015,0.10585956841938521,0.15924277016793126,0.6647684432250821
Kuwait,2015 - 2020,0.5027481213428254,0.6857747605517697,0.7331096888697358
Lithuania,1975 - 1980,-0.015535393841054308,0.05687877313407377,-0.27313166204261324
Lithuania,1980 - 1985,-0.022272548792762057,0.04615172453004612,-0.48259407464312576
Lithuania,1985 - 1990,-0.013534427746734802,0.05223782934354801,-0.2590924607093473
Lithuania,1990 - 1995,-0.5464279167793982,-0.512460943419516,1.0662820724116644
Lithuania,1995 - 2000,-0.15071004532336266,-0.08873953667578455,1.698341584473122
Lithuania,2000 - 2005,0.19741419906100383,0.26290191428571713,0.750904380431622
Lithuania,2005 - 2010,0.09547553358269137,0.15459518291831892,0.6175841431821087
Lithuania,2010 - 2015,-0.04876275728156286,-2.2186316547326448e-05,2197.8753065000774
Lithuania,2015 - 2020,0.24174503198159278,0.30000833597283455,0.8057943830050194
Luxembourg,1975 - 1980,-0.12937391377987267,-0.03589079298645446,3.6046546485807567
Luxembourg,1980 - 1985,-0.02656432220708743,0.06995506097492586,-0.3797341012483562
Luxembourg,1985 - 1990,1.2751360702987395,1.4846448831218593,0.8588828781852722
Luxembourg,1990 - 1995,-0.09611818805434837,0.004634027875145881,-20.741823451228708
Luxembourg,1995 - 2000,-0.6524094930154709,-0.6151603160301224,1.0605519829785712
Luxembourg,2000 - 2005,0.07092345760421706,0.1762298330392984,0.4024486455048815
Luxembourg,2005 - 2010,0.4958050684801746,0.6366125027603105,0.778817673750352
Luxembourg,2010 - 2015,-0.022044906101281986,0.0618277384459384,-0.3565536546441505
Luxembourg,2015 - 2020,0.3905341951645868,0.4849863186380373,0.8052478599010883
Malaysia,1975 - 1980,0.4739565078726754,0.7321506898929799,0.6473483046802219
Malaysia,1980 - 1985,0.14374682306555367,0.3806939498866787,0.37759156169501207
Malaysia,1985 - 1990,0.01315690030589711,0.2251048153093175,0.05844788476789427
Malaysia,1990 - 1995,1.8257933969921727,2.4297789441824573,0.7514236640183305
Malaysia,1995 - 2000,-0.27332270766645406,-0.09681277140996575,2.8232092076884667
Malaysia,2000 - 2005,0.31863298425812087,0.4264532514087339,0.7471697852122301
