Countries,Years,grad(built_surface_area/cement_CS),grad(cement_CS),CS_tapio_elasticity
Malaysia,2005 - 2010,0.18999701257313886,0.30290014801637916,0.6272595567132733
Malaysia,2010 - 2015,0.19503821380115213,0.31027501048059375,0.6285978799873438
Malaysia,2015 - 2020,-0.26313233680807974,-0.2024540116247097,1.2997141162895298
Mexico,1975 - 1980,0.22559828108800764,0.3585711762458766,0.6291589955722269
Mexico,1980 - 1985,0.11170189412052378,0.2552832748236181,0.43756056560188494
Mexico,1985 - 1990,-0.072053397504891,0.05386747046684233,-1.3376049938940953
Mexico,1990 - 1995,-0.040981792961001025,0.09707699306849377,-0.42215762628829945
Mexico,1995 - 2000,0.051913605105011626,0.21581932270572335,0.24054197026555177
Mexico,2000 - 2005,0.18459741650877187,0.2901195809257513,0.6362804465652901
Mexico,2005 - 2010,-0.08987528242085492,0.005102578285844161,-17.61369985644152
Mexico,2010 - 2015,0.06887064192854607,0.19117104294454842,0.3602566626605833
Mexico,2015 - 2020,0.08608899833920032,0.23098834189499037,0.37269845583088884
Morocco,1975 - 1980,0.5048778253059384,0.6469697863167214,0.7803731116722931
Morocco,1980 - 1985,0.05518160661290577,0.16289067052701262,0.3387646845235059
Morocco,1985 - 1990,0.13813477218226744,0.2528830424386208,0.5462397591004751
Morocco,1990 - 1995,0.15410555360582126,0.28099124199347636,0.548435433476603
Morocco,1995 - 2000,0.03912437692441968,0.15193612184334362,0.25750543353185984
Morocco,2000 - 2005,0.35724865656853266,0.48473626725100644,0.7369959309925987
Morocco,2005 - 2010,0.24633506273465466,0.367976873694105,0.6694308266215399
Morocco,2010 - 2015,-0.10510990354486796,-0.021461881329628493,4.897515829600732
Morocco,2015 - 2020,-0.17489598331200398,-0.1061025256464693,1.6483677673682584
New Zealand,1975 - 1980,-0.23315472441868157,-0.16472948108605598,1.41537946262867
New Zealand,1980 - 1985,0.2716326875359862,0.3914435177673428,0.6939256245327148
New Zealand,1985 - 1990,-0.3799656373578654,-0.28830520166598217,1.3179284839892589
New Zealand,1990 - 1995,-0.009614780586087503,-0.005030717147100124,1.91121470457344
New Zealand,1995 - 2000,0.35650558973944735,0.36773245150051886,0.9694700271481054
New Zealand,2000 - 2005,0.45903078070577535,0.5237365264791516,0.8764536317366209
New Zealand,2005 - 2010,-0.15255085467457086,-0.11034079892163748,1.3825425968042009
New Zealand,2010 - 2015,0.128462819465613,0.19352530075735833,0.6638037453649508
New Zealand,2015 - 2020,0.44222341564265316,0.6457753128131329,0.6847945513993637
Norway,1975 - 1980,-0.13264816331114185,-0.05543826382821859,2.392718569292978
Norway,1980 - 1985,-0.16319437546464105,-0.09295450627078349,1.7556370531326748
Norway,1985 - 1990,-0.07405006141277759,-0.0008227019667219233,90.0083680458817
Norway,1990 - 1995,0.0810847640508096,0.19581874299111354,0.41408070960035376
Norway,1995 - 2000,0.023094055243165088,0.12827816949321277,0.1800310632308095
Norway,2000 - 2005,-0.05031913758305008,0.02722594638411183,-1.848205269823593
Norway,2005 - 2010,0.05883231045495579,0.14311920709407794,0.4110720821439639
Norway,2010 - 2015,0.018543220392643393,0.09485165389013768,0.19549706970972963
Norway,2015 - 2020,0.06760006124813195,0.14032587970094884,0.48173623705189467
Oman,1985 - 1990,-0.7573833999119778,-0.7078927249397255,1.0699126763542686
Oman,1990 - 1995,0.4708627794786039,0.5169421730550012,0.9108616089415196
Oman,1995 - 2000,-0.15698161818063006,-0.12436797736006469,1.2622350343942943
Oman,2000 - 2005,0.46469201030719026,0.5362827911390717,0.8665055414516999
Oman,2005 - 2010,0.8433854328852095,0.9666193912774834,0.8725103598124511
Oman,2010 - 2015,0.7006313487305451,0.8642851626228285,0.8106483589332408
Oman,2015 - 2020,-0.35035242199385125,-0.23837270817042536,1.4697673432621559
Pakistan,1975 - 1980,-0.058423539542498494,0.11569000568116261,-0.5050007491875453
Pakistan,1980 - 1985,-0.7803127065569687,-0.7329307010458982,1.0646473199218645
Pakistan,1985 - 1990,4.89650624158872,6.1478350946454325,0.7964602443311175
Pakistan,1990 - 1995,0.11746253378509561,0.2627491407538741,0.4470520186976622
Pakistan,1995 - 2000,0.02069130261960646,0.16935410780127835,0.12217774276775042
Pakistan,2000 - 2005,0.38200822702638393,0.5263049325041917,0.7258306039595048
Pakistan,2005 - 2010,0.14111852599088406,0.28774583720957003,0.4904276891001732
Pakistan,2010 - 2015,0.1747372225097256,0.3556503146857475,0.49131749725604307
Pakistan,2015 - 2020,-0.004811768942916764,0.20889849571549327,-0.023034004751619146
Peru,1975 - 1980,0.3675314276821044,0.5326331370930809,0.6900273416857953
Peru,1980 - 1985,-0.28136879872962745,-0.19912089754222545,1.4130550946816647
Peru,1985 - 1990,-0.16351444239537566,-0.07305049778679985,2.2383754710693093
Peru,1990 - 1995,0.40494574949802115,0.4879124041248462,0.8299558405865088
Peru,1995 - 2000,0.10442197766692794,0.1713315162672269,0.6094732594560145
Peru,2000 - 2005,-0.12529728799807646,-0.0884524750618952,1.4165492589144495
Peru,2005 - 2010,0.8707922186398167,0.9517726596672162,0.9149161932685542
Peru,2010 - 2015,0.30923614666922855,0.36497374051663795,0.8472832764118587
Peru,2015 - 2020,-0.022417635948235502,0.018118964524009473,-1.2372470799051376
Philippines,1975 - 1980,0.41891225347796657,0.6669427868628032,0.6281082301653875
Philippines,1980 - 1985,-0.4543303129872465,-0.3424439038056678,1.3267291604206004
Philippines,1985 - 1990,-0.019921410466966164,0.1864841326037644,-0.1068263030683396
Philippines,1990 - 1995,0.8978548817443768,1.121105109319564,0.8008659262014377
Philippines,1995 - 2000,0.20757238674448206,0.3593674238225189,0.5776049051318464
Philippines,2000 - 2005,-0.10354044015299707,-0.04088575514401134,2.532433112420157
Philippines,2005 - 2010,0.25747286895222343,0.3600841541442447,0.7150352660314049
Philippines,2010 - 2015,0.580079671694667,0.7117921763855757,0.8149565153135929
Philippines,2015 - 2020,0.26240756709286206,0.3548718322416905,0.7394432109059185
Poland,1975 - 1980,-0.07399573575766676,0.00912156780079194,-8.112172970006581
Poland,1980 - 1985,-0.24114321476827977,-0.17707916555854522,1.3617819691416715
Poland,1985 - 1990,-0.05059820294325455,0.024842427247764462,-2.0367656686126683
Poland,1990 - 1995,-0.18658016870134045,-0.11379412218905115,1.6396292278731819
Poland,1995 - 2000,0.16922610656177173,0.26988147926631023,0.6270386060644975
Poland,2000 - 2005,-0.19528175504620088,-0.12118586980201669,1.6114234717730362
Poland,2005 - 2010,0.12533133299590296,0.22462033351987862,0.5579696683373114
Poland,2010 - 2015,-0.029176227201640578,0.04933659653395167,-0.5913708940494619
Poland,2015 - 2020,0.19623511547564046,0.27698684746954977,0.7084636590811892
Portugal,1975 - 1980,0.545962604601155,0.6393895766155525,0.8538809898826789
Portugal,1980 - 1985,0.05972147147141315,0.12134186846736222,0.4921753078779783
Portugal,1985 - 1990,-0.0132352792109395,0.041902119078891596,-0.31586181085545234
Portugal,1990 - 1995,-0.012760258691065611,0.14853859321054388,-0.08590534227679648
Portugal,1995 - 2000,0.28889549552082416,0.48487869398219086,0.5958098367824655
Portugal,2000 - 2005,-0.37124295401976604,-0.3099872174635385,1.1976072983184622
Portugal,2005 - 2010,-0.2703993745170098,-0.20256462253848434,1.334879561536654
Portugal,2010 - 2015,-0.004613221555571469,0.07473885473045537,-0.0617245417020235
Portugal,2015 - 2020,-0.11418823674866899,-0.07412201173691854,1.5405442198999888
Qatar,1975 - 1980,2.1173190177625045,2.339587477711671,0.9049967303780557
Qatar,1980 - 1985,0.1580724663208483,0.2553622443540778,0.6190126763675747
Qatar,1985 - 1990,0.06165036112722983,0.15389525867807505,0.400599483420037
Qatar,1990 - 1995,-0.01134767226981,0.11314018154063574,-0.10029745502692462
Qatar,1995 - 2000,0.8423427173552446,1.1070828506400916,0.7608669187389363
Qatar,2000 - 2005,2.1078866678261714,2.4451132778088702,0.8620813959650587
Qatar,2005 - 2010,0.408404345730796,0.6114399188830276,0.6679386365170024
Qatar,2010 - 2015,-0.00957111164829186,0.17739355671697551,-0.053954110991540655
Qatar,2015 - 2020,-0.5147943308439836,-0.3704523817902446,1.3896369848027257
Romania,1975 - 1980,0.16640779003778033,0.2599424466254185,0.6401716695295124
Romania,1980 - 1985,-0.22059808920484933,-0.16162481148555932,1.3648776272482093
Romania,1985 - 1990,-0.1469333842536006,-0.08588812378885348,1.7107532190925512
Romania,1990 - 1995,-0.437661289630249,-0.3792925383877707,1.1538884774548472
Romania,1995 - 2000,-0.04773829775040779,0.04581454140294987,-1.0419900819379162
Romania,2000 - 2005,0.043752529852825656,0.13602670892361535,0.321646610427034
Romania,2005 - 2010,0.1062783299411526,0.20027301368826111,0.530667252586423
Romania,2010 - 2015,0.05798898555573287,0.1410426781995925,0.4111449548176575
Romania,2015 - 2020,0.12842083551642036,0.2032175781994386,0.6319376338123054
Saudi Arabia,1975 - 1980,1.5223856873661616,1.875110690963408,0.8118911031241464
Saudi Arabia,1980 - 1985,1.3584484485273842,1.7445791985178898,0.7786682597622718
Saudi Arabia,1985 - 1990,0.009201796776771099,0.17472863224424887,0.052663359511154036
Saudi Arabia,1990 - 1995,0.5038566778253161,0.6656565644303547,0.756931884622063
Saudi Arabia,1995 - 2000,-0.3056266319967368,-0.22259425598784444,1.3730211978759534
Saudi Arabia,2000 - 2005,0.7950673573833402,0.9254420484174651,0.8591217124215722
Saudi Arabia,2005 - 2010,0.46464503766333104,0.5946164977021514,0.7814196872419705
Saudi Arabia,2010 - 2015,0.42209833517073925,0.5930305197068609,0.7117649448790349
Saudi Arabia,2015 - 2020,-0.12983375489744334,0.054870460488599546,-2.3661867194356594
Slovakia,1995 - 2000,0.6464432776794871,0.7624398908049287,0.8478613009046775
Slovakia,2000 - 2005,0.01476231158151658,0.0781545029220233,0.1888862577277896
Slovakia,2005 - 2010,-0.22263798571525406,-0.17491548126814005,1.2728317933960167
Slovakia,2010 - 2015,0.9160321602998729,1.0341294166394275,0.8858003123793433
Slovakia,2015 - 2020,0.06514593104511222,0.13691253093939976,0.47582153801500554
Slovenia,1995 - 2000,0.37238445402216863,0.4554250007008921,0.8176636184861935
Slovenia,2000 - 2005,0.010673281496309486,0.07195454458127835,0.14833366757332708
Slovenia,2005 - 2010,-0.09644001751494265,-0.04281048471231683,2.2527195887412197
Slovenia,2010 - 2015,-0.5385692105036933,-0.5135369799236186,1.0487447478150413
Slovenia,2015 - 2020,0.6641410533685441,0.7336586141908255,0.9052453559766972
South Africa,1975 - 1980,-0.09101222781314364,0.03981496795380322,-2.285879720379128
South Africa,1980 - 1985,-0.08717572803879642,0.08003876298113943,-1.0891688575864018
South Africa,1985 - 1990,-0.06651974216850334,0.10985241643613193,-0.6055373593641232
South Africa,1990 - 1995,-0.009684811697742499,0.10177511518954074,-0.0951589362459183
South Africa,1995 - 2000,-0.12451591488413587,-0.00725424788163854,17.164551986058004
South Africa,2000 - 2005,0.2578663810099039,0.35077159732039037,0.7351404246518055
South Africa,2005 - 2010,-0.03958071762832615,0.0496669470257164,-0.7969227020906312
South Africa,2010 - 2015,-0.02391496591280005,0.0805412240422027,-0.29692826496241076
South Africa,2015 - 2020,-0.07184416501730635,0.04569109276219788,-1.5723888546772948
Spain,1975 - 1980,0.14081435954321375,0.23199900129300863,0.6069610591356336
Spain,1980 - 1985,-0.09742280810058443,-0.029123365004299805,3.3451769081698086
Spain,1985 - 1990,-0.07761842707280849,-0.01148328565029526,6.759252485442853
Spain,1990 - 1995,-0.14372810518596765,-0.04884692990999621,2.9424183966279247
Spain,1995 - 2000,0.28372160696839965,0.4211942883552652,0.673612189938076
Spain,2000 - 2005,0.013752889884413408,0.09363528865573886,0.14687720924295458
Spain,2005 - 2010,-0.2751646540133596,-0.2187845010976699,1.2576971980776666
Spain,2010 - 2015,-0.17592098605072404,-0.12023313063689359,1.4631656442682912
Spain,2015 - 2020,-0.0048120024226841005,0.03221987934278524,-0.1493488653849232
Sri Lanka,1975 - 1980,0.2684414733410908,0.4565533720609902,0.5879739144829493
Sri Lanka,1980 - 1985,-0.13662601728171037,0.03104477642097635,-4.400934167765333
Sri Lanka,1985 - 1990,0.2986323475626101,0.5748761864082641,0.5194724614154188
Sri Lanka,1990 - 1995,0.12431689723050265,0.25550201588483046,0.4865593596198453
Sri Lanka,1995 - 2000,1.3528202402993157,1.6895030286060606,0.8007208139872185
Sri Lanka,2000 - 2005,0.10367345830379586,0.20657319435892132,0.5018727556861179
Sri Lanka,2005 - 2010,0.29569927203486657,0.4466026669308138,0.6621081644384254
Sri Lanka,2010 - 2015,0.5687413828989599,0.8018646830302432,0.7092735157628949
Sri Lanka,2015 - 2020,-0.26258991508636415,-0.09127503709168705,2.8769083360940066
Sweden,1975 - 1980,-0.1798049818722478,-0.11726391985935533,1.5333359322108908
Sweden,1980 - 1985,-0.00013689187181317364,0.07229410531191596,-0.0018935412676116248
Sweden,1985 - 1990,-0.05554807787100319,0.009474019547711881,-5.863200681744306
Sweden,1990 - 1995,-0.19274983557483155,-0.1352301627761505,1.4253464731377619
Sweden,1995 - 2000,0.012747025554553088,0.0831059852218355,0.15338276203004328
Sweden,2000 - 2005,0.1249667139616102,0.1902878454332694,0.6567246251439314
Sweden,2005 - 2010,0.060470147037212166,0.1219993695833992,0.4956595041737044
Sweden,2010 - 2015,0.21554282484456233,0.28441703919618255,0.757840758956383
Sweden,2015 - 2020,0.032823204719277126,0.09032213584124399,0.36340155614753517
Switzerland,1975 - 1980,-0.07044741570690473,-0.0066120412236383135,10.65441265778144
Switzerland,1980 - 1985,0.010215130641632953,0.07651720603979786,0.13350109302631744
Switzerland,1985 - 1990,0.2088606235175336,0.28470684513031985,0.7335988828155189
Switzerland,1990 - 1995,-0.189969459378014,-0.12315095120376797,1.5425740322840609
Switzerland,1995 - 2000,-0.14616253135348092,-0.07879175677764602,1.8550485143510422
Switzerland,2000 - 2005,-0.015907458810841837,0.05870654786421802,-0.2709656654932954
Switzerland,2005 - 2010,0.08408465141834331,0.16287836960726113,0.5162419762740235
Switzerland,2010 - 2015,-0.067035624969912,-0.005949755652813467,11.266954288822399
Switzerland,2015 - 2020,0.03504652305003226,0.08529520896704439,0.4108850130559294
Thailand,1975 - 1980,0.06946846219076466,0.3777538762182652,0.1838987408579918
Thailand,1980 - 1985,0.16772675236134038,0.5376247672277245,0.31197735406839155
Thailand,1985 - 1990,0.892860457405677,1.4487183828866765,0.6163105735060721
Thailand,1990 - 1995,-0.019390221817195807,0.1390409290641423,-0.13945693507449677
Thailand,1995 - 2000,-0.45343210821466196,-0.36070861240691193,1.2570592789260866
Thailand,2000 - 2005,0.1036122023821759,0.2243631833116233,0.4618057243298535
Thailand,2005 - 2010,-0.11054144292422848,-0.006684105490632877,16.53795606295286
Thailand,2010 - 2015,0.6988468191427236,0.8799342198723072,0.7942034794875208
Thailand,2015 - 2020,0.15779957791082933,0.23598991181610793,0.6686708626502331
Ukraine,1975 - 1980,-0.019371519965661475,0.056878773898788745,-0.34057555460199535
Ukraine,1980 - 1985,-0.025735289070969697,0.04615172539712083,-0.5576235525221597
Ukraine,1985 - 1990,-0.016588584829028825,0.052237827567446056,-0.31755885727848715
Ukraine,1990 - 1995,-0.4382382676522039,-0.38682173829435157,1.132920475422524
Ukraine,1995 - 2000,-0.3997136939088638,-0.3468067829827879,1.1525544295040553
Ukraine,2000 - 2005,0.34177255938900736,0.42246931334971477,0.8089878923492186
Ukraine,2005 - 2010,0.0681593494096447,0.13092403917337547,0.5206022502818222
Ukraine,2010 - 2015,-0.0942582209680804,-0.04498950887695491,2.0951155796315555
Ukraine,2015 - 2020,0.09658215894139545,0.14360927260878228,0.6725342812960468
Uzbekistan,1975 - 1980,-0.0885161808312102,0.0568787743357402,-1.5562251800420812
Uzbekistan,1980 - 1985,-0.12039807013476113,0.04615172500367343,-2.608744746272823
Uzbekistan,1985 - 1990,-0.11597581204080151,0.052237827830850965,-2.2201499728575573
Uzbekistan,1990 - 1995,-0.4155727523490666,-0.34638725769259315,1.1997345257944598
Uzbekistan,1995 - 2000,-0.16095924055105446,-0.05924656270974087,2.716769263722885
Uzbekistan,2000 - 2005,0.16198160299816716,0.25100344328867813,0.6453361789617871
Uzbekistan,2005 - 2010,0.17489513579931817,0.2712842823843098,0.6446932135624291
Uzbekistan,2010 - 2015,0.07488987245768086,0.1652927876478421,0.45307404831984843
Uzbekistan,2015 - 2020,0.49642394648974586,0.6242964721409004,0.7951733970037645
