Countries,Region,Start_Year,End_Year,ΔTotal,Δtotal_CE/energy_consumption,Δenergy_consumption/GDP,ΔGDP/Population,Δbuilt_surface/Population,Δcement_CS/built_surface
Israel,Asia,2005,2010,-5.490650232017991,-2.36737125644546,-22.403167761351085,21.929779223564324,0.8806128763568754,-3.530503314142615
Israel,Asia,2010,2015,-20.96039305564897,-2.0050921702816313,-8.96148563985492,6.244043462748003,0.9823179986181645,-17.220176706878583
Israel,Asia,2015,2020,4.148276407269648,-3.4338934448527105,-9.422250580260773,7.485452426345552,1.5590279979306112,7.959940008106955
Italy,Europe,1975,1980,-7.352769447706017,-2.399156162590021,-32.03297421846032,35.45426162842964,-2.1688045145800166,-6.206096180505316
Italy,Europe,1980,1985,-2.091156949592012,-1.1212235995154158,0.04391738687106297,-2.520595317140176,-2.5097483535510436,4.0164929337435735
Italy,Europe,1985,1990,8.957275778643577,0.22114741847135053,-39.83563480688399,45.73903358112068,-2.6028893424602666,5.435618928395801
Italy,Europe,1990,1995,0.9339693062792023,-1.0422452187176399,2.5394756169761172,-0.41059409654132834,-4.407325768479189,4.254658773041215
Italy,Europe,1995,2000,-0.1348387886479756,-1.6491737373209587,5.608908493803232,-1.3748680570361826,-4.297320324546406,1.5776148364523634
Italy,Europe,2000,2005,-5.464600754169659,1.646183786817588,-21.979189518945724,23.42212340231148,-2.1704293364334326,-6.38328908791959
Italy,Europe,2005,2010,0.44986263117456815,-4.387856642444748,-10.389379832660376,5.60981914072375,-1.80281000405658,11.420089969612523
Italy,Europe,2010,2015,4.914955344817322,-2.8461214801508534,1.793961085405692,-8.862910395280085,-1.4454844954273647,16.27551063026992
Italy,Europe,2015,2020,-7.027084507421648,-3.0810762567633727,-6.213114700329697,2.675211677001724,-2.6278221866251497,2.2197169592948627
Japan,Asia,1975,1980,-28.752287714030423,-7.339074162795378,-50.37639935507774,53.96712765401151,0.9241070390100156,-25.928048889178832
Japan,Asia,1980,1985,-4.438702783917712,-2.3694552056290075,-11.206922179731485,12.158038682216768,0.031178679937158057,-3.0515427607111554
Japan,Asia,1985,1990,-3.655612894323383,0.007912783987893026,-36.91628976313581,44.351924888381625,-0.6549225687193703,-10.444238234837695
Japan,Asia,1990,1995,-5.496298164312442,-2.2507587999989545,-21.90123579184123,28.067127496794754,-3.2750539219703274,-6.136377147296697
Japan,Asia,1995,2000,-5.472442145557373,-0.4399432347036729,7.208443059580443,-5.634919563177868,-3.071638560948993,-3.534383846307274
Japan,Asia,2000,2005,-0.38058531140768537,1.9839622866759612,1.3788562785919707,-1.5430935073267942,-2.004879139568627,-0.19543122978019603
Japan,Asia,2005,2010,2.373357498079237,-0.8302556245566317,-10.478774963610409,7.7586414602786435,-2.2111290687777814,8.134875694745412
Japan,Asia,2010,2015,1.2794998180220247,5.599754506013769,6.98257159814856,-11.731469168183063,-2.527941066326173,2.95658394836891
Japan,Asia,2015,2020,-2.9384675674934613,-2.400300014919841,-10.746865092744883,6.208640978709701,-1.8775436047858076,5.877600166247385
Kazakhstan,Asia,1975,1980,-3.9825261465405835e-12,0.0,0.0,-5.196493359632224e-12,-1.928024043193833e-12,3.2511323607689503e-12
Kazakhstan,Asia,1980,1985,154.73963116445927,23.893449062556517,131.0918055885118,-0.45682278926896525,-0.15094333666926377,0.3621426393292019
Kazakhstan,Asia,1985,1990,-1.7029847153096682,-5.233127333967435,-7227.83259106966,7230.13861848778,-8.26322473581726,9.487339936354863
Kazakhstan,Asia,1990,1995,77.8865345797528,0.8015479172417642,-14.960130823919704,-46.56695167485278,-26.499577361191157,165.11164652247462
Kazakhstan,Asia,1995,2000,-67.89496654219826,-4.74239367998999,-73.54173205731885,-9.17235795506632,-32.61103046824095,52.17254761841806
Kazakhstan,Asia,2000,2005,-39.088581773979286,4.7613502674338255,-116.8710898770504,159.87605393018904,-8.944898214262478,-77.90999788028931
Kazakhstan,Asia,2005,2010,-3.7514194782693835,2.9152542818402605,-93.204903224373,107.11603237334532,-1.0944432617709237,-19.483359647311115
Kazakhstan,Asia,2010,2015,-27.81014942428854,-5.806814670438563,-18.520143998983595,15.573648701113452,-0.8388090200360163,-18.21803043594378
Kazakhstan,Asia,2015,2020,2.487941418956879,-2.0534052569148824,21.962471293879076,-13.270254844096584,0.3732944209469767,-4.524164194857696
Kuwait,Asia,1980,1985,-37.8450077273192,10.750932573170564,95.24862681689982,-80.94858831893795,28.079920179704878,-90.97589897815645
Kuwait,Asia,1985,1990,-13.06106883427222,-2.5310555483164325,-14.660623850654057,-4.075812347600374,-23.087493284850055,31.293916197148633
Kuwait,Asia,1990,1995,-22.496987163661686,-4.9929213001578585,11.569349159495145,44.750803823951614,-7.126656822121997,-66.69756202482863
Kuwait,Asia,1995,2000,-35.784439195087074,-1.681930848847739,1.1694898262453792,13.979498726555414,6.997457881959622,-56.24895478099968
