,Countries,Year,total_CE,cement_CS,energy_consumption,Population,GDP,cement_production,built_surface,total_CE/energy_consumption,energy_consumption/GDP,GDP/Population,built_surface/Population,cement_CS/built_surface,CFP
304,India,1985,409.0,6.584582033,5.7,7.80242084,0.232512,33.0296892,14855682048.0,71.75438596491227,24.514863748967798,0.02979998192458432,1903983693.3481789,4.432366021112086e-10,62.11480059785292
306,India,1990,602.1,9.584452624,8.28,8.70452165,0.320979,49.0,18562983936.0,72.71739130434783,25.796080117390854,0.03687497290560476,2132567955.1845334,5.163206872906061e-10,62.82048893353682
308,India,1995,773.4,12.14649187,10.67,9.64279129,0.360282,62.0,21084563456.0,72.48359887535145,29.615689931775666,0.03736283293548294,2186562253.801513,5.76084579381865e-10,63.672705524973935
310,India,2000,959.8,17.91696865,13.42,10.59633675,0.468396,95.0,24131872768.0,71.52011922503725,28.650970546289894,0.0442035781846967,2277378809.0492687,7.42460762256245e-10,53.56932965331721
312,India,2005,1200.2,24.85641673,16.57,11.54638713,0.820384,145.0,26774874112.0,72.43210621605311,20.197858563794515,0.07105114273091241,2318896275.5659833,9.283485937608878e-10,48.28531855725771
314,India,2010,1640.0,37.93800352,22.48,12.4061362,1.67562,220.0,30252580864.0,72.95373665480427,13.415929626048865,0.13506380818227676,2438517551.0164075,1.2540418845767143e-09,43.22842131467017
316,India,2015,2109.8,53.76454292,28.52,13.22866505,2.10359,300.0,34622935040.0,73.97615708274895,13.557775041714402,0.15901755710414636,2617265983.312504,1.552859191685674e-09,39.241475615989486
318,India,2020,2237.5,57.63515776,31.76,13.96387127,2.67485,295.0,40718135296.0,70.45025188916877,11.873563003532908,0.191555045752008,2915963238.8962865,1.4154665320752511e-09,38.821790153108104
320,Indonesia,1975,36.9,0.205937264,0.58,1.31213215,0.030463855422,0.880697,4094255360.0,63.62068965517241,19.038955902513344,0.023217063480991604,3120307173.32854,5.029907660669216e-11,179.18078196862902
321,Indonesia,1980,68.8,1.102884209,1.1,1.48177096,0.072482337397,5.876453000000001,4961104384.0,62.54545454545454,15.176111029299236,0.04891601965056732,3348091248.866154,2.2230618903260712e-10,62.38188872282603
322,Indonesia,1985,86.5,1.97502231,1.49,1.65791694,0.085289488375,9.977,6120170496.0,58.053691275167786,17.469913683252294,0.05144376435106574,3691481972.552859,3.2270707348607824e-10,43.796973614946154
323,Indonesia,1990,132.4,2.488426963,2.16,1.82159874,0.106141,13.75919,7502979584.0,61.2962962962963,20.35028876682903,0.05826804645242563,4118898097.1736946,3.31658501151534e-10,53.206303407185835
324,Indonesia,1995,193.4,4.702056285,3.13,1.98140162,0.202132,19.5,8113811968.0,61.7891373801917,15.484930639384164,0.10201465364704809,4094986037.2073383,5.795126019119501e-10,41.13094107719725
325,Indonesia,2000,264.1,5.314372293,4.19,2.14072421,0.165021,27.789,8870583296.0,63.031026252983295,25.39070784930403,0.0770865295161024,4143730077.2153172,5.991006583971093e-10,49.69542693647338
326,Indonesia,2005,333.0,8.02631493,5.1,2.28805144,0.285869,37.0,9422034944.0,65.29411764705883,17.840339456184477,0.12493993579095407,4117929684.308147,8.518663937996959e-10,41.48852903283724
327,Indonesia,2010,422.4,9.722906824,6.26,2.44016173,0.755094,39.48,10085773312.0,67.47603833865814,8.290358551385655,0.3094442432715311,4133239689.8135114,9.640219468775625e-10,43.44379799643341
328,Indonesia,2015,467.7,14.68793346,6.78,2.5909197,0.860854,59.85,10753504256.0,68.98230088495575,7.875899978393549,0.3322580780870978,4150458331.84255,1.3658741476579372e-09,31.842464515086384
329,Indonesia,2020,512.9,13.85409336,7.61,2.7185797,1.05905,62.7,11119300608.0,67.3981603153745,7.185685283980926,0.38956003386621335,4090113895.869965,1.245950069020744e-09,37.02154927588852
330,Iran,1975,74.4,0.769628921,1.17,0.32856976,0.05177622235,3.9001,2099764352.0,63.5897435897436,22.597245355038922,0.1575806073876062,6390619611.494375,3.6653109205656236e-10,96.66996388770063
331,Iran,1980,95.1,1.784528769,1.46,0.38520664,0.09436227558,8.979299999999999,2215935744.0,65.13698630136986,15.47228477721711,0.24496534010940207,5752589685.369909,8.0531611705434e-10,53.2913795798828
332,Iran,1985,153.8,2.219905237,2.32,0.4726616,0.180184,10.9747,2338677504.0,66.29310344827587,12.875727034586864,0.3812114206019698,4947889788.381371,9.492139182093915e-10,69.28223666333015
333,Iran,1990,181.8,2.628429774,2.92,0.55793629,0.124813,12.5166,2466060800.0,62.26027397260275,23.3949989183819,0.22370475310003585,4419968451.953538,1.0658414318089806e-09,69.16677089809895
334,Iran,1995,236.6,3.396337137,3.81,0.60794809,0.096419225745,16.3,2770681344.0,62.0997375328084,39.51494082804927,0.15859779367840435,4557430789.855759,1.2258129735326216e-09,69.66328443147133
335,Iran,2000,304.9,3.788163327,5.03,0.65544383,0.109592,20.0,3098996480.0,60.61630218687872,45.89751076720929,0.16720273345162162,4728088568.62685,1.2223838753763282e-09,80.4875539095255
336,Iran,2005,409.1,6.31551221,6.99,0.70182594,0.226452,32.65,3474622464.0,58.52646638054364,30.867468602617777,0.3226612000120714,4950832202.069932,1.8176110571534023e-09,64.77701038282056
337,Iran,2010,504.4,10.19141682,8.72,0.75373855,0.486808,61.0,3875605504.0,57.8440366972477,17.91260620203448,0.6458579039111109,5141843287.702347,2.629632146378539e-09,49.492627856231664
338,Iran,2015,547.2,9.898985227,9.88,0.81790841,0.408213,58.6,4262752768.0,55.38461538461539,24.203050858252926,0.4990937799502514,5211772755.827269,2.3222048675472235e-09,55.278393436479064
339,Iran,2020,653.0,10.5146178,12.16,0.87290193,0.239735,68.3,4536135680.0,53.70065789473684,50.72267295138382,0.27464139070009846,5196615477.754757,2.317968099225815e-09,62.10401675275349
340,Iraq,1975,12.9,0.367645396,0.19,0.11617622,0.013458516763,1.814,825881856.0,67.89473684210526,14.117454645696606,0.11584571061960873,7108871815.591866,4.451549496203002e-10,35.08815869953122
341,Iraq,1980,24.2,0.979321251,0.36,0.13653369,0.052569,5.2606,889220800.0,67.22222222222223,6.84814244136278,0.38502584966391806,6512830642.751983,1.1013251725555678e-09,24.71099240957858
342,Iraq,1985,35.4,1.502024588,0.52,0.15753856,0.04842516129,7.9979260000000005,953797568.0,68.07692307692307,10.738219267581092,0.30738608560342306,6054375309.765431,1.5747834114838087e-09,23.568189417682156
343,Iraq,1990,54.8,2.425061043,0.86,0.17658381,0.180408,12.9701,1019399744.0,63.72093023255814,4.766972639794243,1.0216565153962869,5772894717.811333,2.378910782814558e-09,22.597369314962847
344,Iraq,1995,85.9,3.272965431,1.28,0.20948858,0.012894029888,18.0,1101029760.0,67.109375,99.27074864245887,0.06155003718102437,5255798478.370515,2.9726402953903804e-09,26.245312335533804
345,Iraq,2000,80.1,0.841598888,1.16,0.24628858,0.048364250944,2.0,1186135424.0,69.05172413793103,23.984657621248818,0.19637228386310077,4816039070.91429,7.0953018598996e-10,95.17598126864443
346,Iraq,2005,75.7,1.031698671,1.11,0.28698684,0.050065104668,3.0,1316201600.0,68.1981981981982,22.17113111738836,0.17445087261840994,4586278590.3353615,7.838454770150713e-10,73.37413735991912
347,Iraq,2010,92.4,1.86391123,1.37,0.31264875,0.138517,8.0,1455071232.0,67.44525547445255,9.89048275662915,0.4430435112886267,4654012632.386984,1.2809759336922964e-09,49.573176293379596
348,Iraq,2015,116.8,2.373824223,1.69,0.37757813,0.166774,10.0,1591298048.0,69.11242603550296,10.13347404271649,0.44169401442821915,4214486808.332887,1.4917533682539905e-09,49.20330615397886
349,Iraq,2020,129.8,5.471348788,1.99,0.42556984,0.180899,28.0,1700308224.0,65.22613065326634,11.00061360206524,0.4250747656365874,3995368243.200693,3.2178570395481426e-09,23.72358353111814
350,Ireland,1975,23.2,0.297936524,0.3,0.0318955,0.009483808362,1.5621832919999998,435651104.0,77.33333333333333,31.632861878783714,0.29734001229013496,13658701196.093493,6.838879122868009e-10,77.86893559918153
351,Ireland,1980,27.4,0.407706427,0.36,0.034128,0.02174785564,2.202924969,476754784.0,76.11111111111111,16.55335615424381,0.6372437775433663,13969608063.759964,8.551700804747456e-10,67.20521970089031
352,Ireland,1985,26.9,0.314331033,0.36,0.03538082,0.021270013326,1.400034545,518668416.0,74.72222222222221,16.925236222581198,0.6011735546547535,14659592852.850782,6.060346520116621e-10,85.5785690113518
353,Ireland,1990,31.2,0.360351563,0.42,0.03513974,0.049305632408,1.625,561308672.0,74.28571428571429,8.518296581707643,1.4031302567406587,15973614830.388613,6.419846707802156e-10,86.5821137010026
354,Ireland,1995,34.4,0.390123823,0.48,0.03608841,0.069139823232,1.5,597352512.0,71.66666666666667,6.942453387382128,1.9158456477301162,16552475212.95618,6.530881098897932e-10,88.17713241777598
355,Ireland,2000,43.8,0.712547483,0.62,0.03805174,0.100208,2.0,635936192.0,70.64516129032258,6.187130768002555,2.6334669584097865,16712407684.904816,1.1204700911251172e-09,61.46958770465546
356,Ireland,2005,47.7,0.856434858,0.68,0.04159914,0.211877,4.0,683076800.0,70.1470588235294,3.2094092327152075,5.093302409617122,16420454845.941526,1.2537899955027018e-09,55.6960048443054
357,Ireland,2010,42.2,0.656122462,0.64,0.04560155,0.221914,2.6,732809920.0,65.9375,2.884000108150004,4.866369673837841,16069846748.630257,8.953515012460531e-10,64.31726155413958
358,Ireland,2015,38.7,0.730184474,0.63,0.04701957,0.292364,2.5,779701952.0,61.42857142857143,2.1548480661093703,6.217921601579938,16582498563.895844,9.364917865435843e-10,53.00030523519459
359,Ireland,2020,33.5,0.630741141,0.63,0.04985382,0.428609,3.4,810171840.0,53.17460317460318,1.469871141296613,8.597315110456933,16250948071.782663,7.785276034773068e-10,53.11212131634204
360,Israel,1975,19.1,0.41951287,0.27,0.03455,0.016050008787,2.1885909999999997,252835520.0,70.74074074074075,16.822420696659773,0.46454439325615055,7317960057.88712,1.6592323341277364e-09,45.52899652399223
361,Israel,1980,23.2,0.419112918,0.33,0.03878,0.02524978992,1.9954,263332768.0,70.3030303030303,13.069415668231429,0.6511034017534811,6790427230.531201,1.591571459879995e-09,55.35501055589033
362,Israel,1985,26.5,0.484377731,0.35,0.04233,0.028740117286,2.1768,273944224.0,75.71428571428572,12.178099223363064,0.6789538692652966,6471632978.974723,1.768161868599938e-09,54.70936895734375
363,Israel,1990,34.7,0.619349653,0.46,0.0466,0.061661395509,2.86612,284671232.0,75.43478260869566,7.460097135376365,1.3232059122103004,6108824721.030043,2.175666464955616e-09,56.026510763218276
364,Israel,1995,52.2,0.805016985,0.7,0.05545,0.104893,3.5,329426816.0,74.57142857142858,6.6734672475761005,1.891668169522092,5940970532.01082,2.4436899059243555e-09,64.84335234243537
365,Israel,2000,60.2,1.454802131,0.82,0.06289,0.136036,6.6,377721344.0,73.41463414634147,6.027816166308918,2.163078390841151,6006063666.719669,3.8515221713285024e-09,41.380197840801756
366,Israel,2005,64.9,1.092697875,0.88,0.069301,0.147084,4.7,410318368.0,73.75,5.982975714557668,2.1223936162537336,5920814533.700812,2.663048891342832e-09,59.394276757424834
367,Israel,2010,67.9,1.259655507,0.96,0.076236,0.238364,5.139,444411328.0,70.72916666666667,4.027453810139115,3.1266593210556692,5829415604.176505,2.834436090251957e-09,53.90362652540684
368,Israel,2015,66.8,2.027730522,0.99,0.083801,0.303414,6.904,477366528.0,67.47474747474747,3.262868555834602,3.6206489182706654,5696429971.002732,4.247743406927769e-09,32.94323346975787
369,Israel,2020,63.0,1.6985019,1.03,0.092151,0.413268,5.25,502047360.0,61.165048543689316,2.492329432716784,4.484682748966371,5448094540.48247,3.383150744981509e-09,37.09150987702752
370,Italy,1975,368.7,6.975844848,5.69,0.55441001,0.227696,34.91650341,4309916672.0,64.79789103690685,24.989459630384374,0.4106996552966279,7773879609.424801,1.6185567793733902e-09,52.85381312712361
371,Italy,1980,383.2,8.421784843,6.21,0.56433883,0.477257,44.641718780000005,4585288192.0,61.706924315619965,13.01185734310864,0.8456922944678466,8125062370.774665,1.8366969512829258e-09,45.50104367941759
372,Italy,1985,354.4,8.16403881,5.89,0.56593071,0.452217,42.62546232,4865334784.0,60.169779286926996,13.02472043288952,0.7990677869380866,8597050306.741615,1.678001447474493e-09,43.40988672982558
373,Italy,1990,403.8,7.710939082,6.68,0.5671924,1.18122,36.461400000000005,5149372416.0,60.44910179640719,5.6551700783935255,2.08257374393592,9078704890.968214,1.4974522056398106e-09,52.36716250846916
374,Italy,1995,413.1,7.750304467,6.97,0.56844303,1.17466,35.0,5609702400.0,59.268292682926834,5.933631859431665,2.066451584427027,9868539332.780632,1.381589238495076e-09,53.30113181474836
375,Italy,2000,434.4,8.170590336,7.56,0.56942108,1.14668,36.0,6091792384.0,57.46031746031746,6.59294659364426,2.013764576471247,10698220698.11676,1.3412456992887564e-09,53.166293026100384
376,Italy,2005,470.2,9.857092644,7.92,0.57969484,1.85822,46.404,6474693120.0,59.368686868686865,4.262143341477328,3.2055141287785136,11169140508.478563,1.5224030639462955e-09,47.701692271930725
377,Italy,2010,397.1,8.246878025,7.33,0.59277417,2.1361,36.3,6874570752.0,54.174624829467945,3.431487289920884,3.603564575021884,11597284598.281332,1.1996207941566035e-09,48.15155490310529
378,Italy,2015,334.4,6.301526112,6.53,0.60730582,1.83664,22.0,7247325184.0,51.20980091883614,3.5554055231291923,3.0242423825281306,11933567809.378149,8.694968077204469e-10,53.066510247922615
379,Italy,2020,286.3,6.218583212,5.95,0.59438851,1.89746,20.4,7480150016.0,48.11764705882353,3.135770978044333,3.1922891645398725,12584614086.836906,8.313447188490184e-10,46.03942574050097
380,Japan,1975,923.6,10.06222608,13.99,1.11573,0.532861,65.505354,8939142144.0,66.01858470335954,26.254501643017598,0.4775895601982558,8011922368.314914,1.1256366570648864e-09,91.7888340668251
382,Japan,1980,920.7,14.60581287,15.35,1.16807,1.12938,88.109608,9246138368.0,59.98045602605863,13.591528095061006,0.9668769851121937,7915739953.941117,1.5796662659245205e-09,63.03654635279468
384,Japan,1985,930.5,15.87942394,16.13,1.20837,1.42702,72.842077,9560238080.0,57.68753874767514,11.303275357037743,1.1809462333556775,7911681091.056547,1.660986243974376e-09,58.59784356887697
386,Japan,1990,1084.1,19.73163424,18.79,1.23478,3.1859,81.9928,9882578944.0,57.69558275678552,5.897862456448727,2.5801357326811254,8003513940.944945,1.996607803672507e-09,54.942230674553585
388,Japan,1995,1187.5,24.01613115,21.49,1.25472,5.54556,90.474,10693101568.0,55.258259655653795,3.8751722098399437,4.419758990053557,8522301045.651619,2.245946229658033e-09,49.44593251024114
390,Japan,2000,1230.0,27.97139799,22.47,1.26843,4.96836,81.3,11545570304.0,54.739652870494,4.5226191338791875,3.9169366855088574,9102252630.41713,2.422695220201398e-09,43.97349036468377
392,Japan,2005,1291.6,29.62867463,22.55,1.27773,4.83147,69.629,12175166464.0,57.27716186252771,4.667316572388941,3.7812918222159615,9528747438.03464,2.433533431974602e-09,43.592905053276084
394,Japan,2010,1195.9,26.01690748,21.27,1.2807,5.75907,51.526,12821323776.0,56.224729666196524,3.693304648146315,4.496814242211292,10011184333.567581,2.0291904279572574e-09,45.96626255135532
396,Japan,2015,1209.1,25.59171319,19.07,1.27141,4.44493,54.827,13437825024.0,63.40325117986365,4.29028128676942,3.4960634256455436,10569230243.587828,1.9044535216296624e-09,47.245762369377346
398,Japan,2020,1031.8,23.2873617,17.15,1.26261,5.05559,50.905,13903734784.0,60.163265306122454,3.392284580039125,4.004078852535621,11011899782.197195,1.6748997346237069e-09,44.307294801883884
400,Kazakhstan,1975,1e-10,1.351345565,1e-10,0.13158942,1e-22,7.441764667,1074102400.0,1.0,1000000000000.0,7.5993951489413055e-22,8162528568.026213,1.2581161395784983e-09,7.400031686195678e-11
401,Kazakhstan,1980,1e-10,1.428208445,1e-10,0.1417271,1e-22,7.636438513,1189149440.0,1.0,1000000000000.0,7.05581360233858e-22,8390416793.965304,1.201033610207982e-09,7.001779071541619e-11
402,Kazakhstan,1985,231.2,1.494122729,2.87,0.15413315,1e-22,7.968457579,1329600384.0,80.5574912891986,2.87e+22,6.487896990361905e-22,8626310329.737633,1.1237381900455287e-09,154.7396311645293
403,Kazakhstan,1990,240.6,1.572172454,3.09,0.16348,0.02693201627,8.378081983,1488024064.0,77.86407766990291,114.73333333167483,0.16474196397112797,9102178027.893322,1.056550422829721e-09,153.03664644921963
404,Kazakhstan,1995,168.9,0.731412062,2.16,0.15816243,0.020374302652,1.8,1655917952.0,78.19444444444444,106.01589840366725,0.12881885193594964,10469730086.974512,4.416958346979742e-10,230.92318102897244
405,Kazakhstan,2000,101.5,0.622591619,1.33,0.14883626,0.018291990662,1.175,1841917952.0,76.3157894736842,72.70941826812529,0.12290009613248816,12375465172.263802,3.3801267766784874e-10,163.02821448677417
406,Kazakhstan,2005,144.4,1.16508333,1.83,0.15147029,0.057123671734,3.975,1995871488.0,78.90710382513662,32.035755833790084,0.3771278957345364,13176653243.352211,5.837466675609929e-10,123.93963271279489
407,Kazakhstan,2010,178.6,1.486002622,2.21,0.16321872,0.148047,6.6863,2170048000.0,80.81447963800905,14.927691881632184,0.9070466917030106,13295337691.656937,6.847786878446929e-10,120.1882132345255
408,Kazakhstan,2015,176.7,1.912791768,2.31,0.17542806,0.184388,8.729,2350962688.0,76.49350649350649,12.527930234071633,1.0510747254458608,13401292176.40553,8.136206404990805e-10,92.37806381023697
409,Kazakhstan,2020,202.8,2.13775208,2.71,0.18755666,0.171082,10.962,2503499008.0,74.8339483394834,15.84035725558504,0.912161690232701,13347961133.45162,8.539057028457987e-10,94.86600522919385
411,Kuwait,1980,19.3,0.110787127,0.31,0.0149387,0.028638868356,0.62583,152092432.0,62.25806451612903,10.824450049718996,1.9170924080408605,10181102237.81186,7.284197217649856e-10,174.20796551570473
412,Kuwait,1985,28.7,0.210467714,0.43,0.01888975,0.021445970614,1.0884,160360096.0,66.74418604651163,20.050386514998515,1.1353231574795855,8489265130.560225,1.3124693689382676e-09,136.36295778838553
413,Kuwait,1990,21.6,0.175179798,0.33,0.01674938,0.018427777778,0.79816,169887968.0,65.45454545454545,17.90774796481269,1.1002065615563084,10142940693.924192,1.0311489392821509e-09,123.30188895411331
414,Kuwait,1995,33.8,0.335301155,0.54,0.01655222,0.027186980647,2.0,178951296.0,62.59259259259258,19.862448390700102,1.6424975409340863,10811316910.964209,1.873700624107243e-09,100.80490179045162
415,Kuwait,2000,46.6,0.716697454,0.76,0.01934901,0.03771874348,2.0,191999216.0,61.31578947368421,20.149133557510545,1.9493888049052637,9922947789.060009,3.732814481909134e-09,65.02046259536455
416,Kuwait,2005,77.3,0.623693697,1.2,0.02235403,0.080798630137,2.7,196011840.0,64.41666666666667,14.851736941150016,3.614499494587777,8768523617.441687,3.181918485128245e-09,123.93904311013102
417,Kuwait,2010,87.4,0.808718957,1.41,0.02943356,0.115416,2.0,201093504.0,61.98581560283689,12.216677063838635,3.9212382056400923,6832116264.563308,4.0216065706428785e-09,108.07215441593762
418,Kuwait,2015,98.3,0.937501604,1.62,0.03908743,0.114586,4.2,210368704.0,60.679012345679006,14.137852791789575,2.931530673671817,5382003984.401123,4.456468981241621e-09,104.85315393657714
419,Kuwait,2020,85.1,1.580416542,1.43,0.04360444,0.107513,3.4,234510832.0,59.510489510489506,13.300717122580524,2.465643406955805,5378141125.078088,6.739204873913884e-09,53.84656369915419
420,Latvia,1975,1e-10,0.084459098,1e-10,0.0245613,1e-22,0.4651102917,188504144.0,1.0,1000000000000.0,4.0714457296641466e-21,7674843921.127953,4.4804902538376023e-10,1.184005067162806e-09
421,Latvia,1980,1e-10,0.089263028,1e-10,0.02511701,1e-22,0.4772774071,202581360.0,1.0,1000000000000.0,3.9813656163691466e-21,8065504612.212998,4.4062804198767346e-10,1.1202846490934636e-09
422,Latvia,1985,25.2,0.093382671,0.38,0.02578873,1e-22,0.4980285987,216888400.0,66.3157894736842,3.8e+21,3.8776628395427e-21,8410200890.078729,4.3055631836465204e-10,269.85734858665586
423,Latvia,1990,18.4,0.098260778,0.31,0.02663151,1e-22,0.5236301239,231411264.0,59.354838709677416,3.1e+21,3.7549504327768125e-21,8689378259.06229,4.246153635805731e-10,187.25681166497583
424,Latvia,1995,9.1,0.054860607,0.16,0.02485056,0.005789128637,0.204,242475760.0,56.875,27.63801083593023,0.23295767326772515,9757355971.052563,2.262519230788265e-10,165.8749419232638
426,Latvia,2005,8.7,0.068244555,0.17,0.02238799,0.017003459863,0.28,262197088.0,51.17647058823528,9.997965200595717,0.7594902384269423,11711506392.489902,2.6027960691920425e-10,127.48269807019769
427,Latvia,2010,9.2,0.108744342,0.18,0.02097555,0.023956163077,1.1,270961568.0,51.11111111111111,7.5137241060449975,1.1420994003494545,12917972019.80401,4.0132754915265323e-10,84.60210279262161
428,Latvia,2015,7.9,0.178162872,0.15,0.01977527,0.027263090547,1.1,279678784.0,52.66666666666667,5.501944093293774,1.3786456795280166,14142855394.641893,6.370267685374376e-10,44.34144954735575
429,Latvia,2020,7.1,0.098273902,0.15,0.01900449,0.034390910339,1.1,288202912.0,47.333333333333336,4.361617605390832,1.8096202707360207,15164990589.06606,3.409885809897715e-10,72.2470549709118
430,Lithuania,1975,1e-10,0.316721617,1e-10,0.03301652,1e-22,1.7441635940000002,318681600.0,1.0,1000000000000.0,3.028786801274029e-21,9652186238.888895,9.938497139464595e-10,3.157346850751902e-10
431,Lithuania,1980,1e-10,0.334736354,1e-10,0.03413202,1e-22,1.789790276,340786336.0,1.0,1000000000000.0,2.92980022864161e-21,9984358851.307365,9.822469936118567e-10,2.987425739840615e-10
432,Lithuania,1985,37.4,0.350185014,0.65,0.03544543,1e-22,1.8676072449999999,363269696.0,57.53846153846153,6.5e+21,2.821238168079778e-21,10248703316.619377,9.6398080504904e-10,106.80068679352452
433,Lithuania,1990,36.1,0.368477919,0.73,0.03697838,1e-22,1.963612965,386105920.0,49.45205479452055,7.299999999999999e+21,2.7042828809699076e-21,10441396296.971367,9.543441317864279e-10,97.97059237082807
434,Lithuania,1995,14.3,0.179647377,0.36,0.03629102,0.007867140395,0.649,412961760.0,39.72222222222223,45.75995621341648,0.2167792582021668,11379172037.600487,4.350218213909201e-10,79.60038292126025
435,Lithuania,2000,10.9,0.163705552,0.28,0.03499536,0.011524776867,0.57,440942496.0,38.92857142857142,24.295481225476124,0.32932299787743285,12600027432.208155,3.7126281427862194e-10,66.58295865249579
436,Lithuania,2005,13.2,0.206744055,0.34,0.03322528,0.026097677572,0.832,463590464.0,38.8235294117647,13.027979177916714,0.7854765278727522,13952943782.565563,4.4596269995752113e-10,63.84705959259626
437,Lithuania,2010,13.2,0.23870569,0.24,0.03097282,0.037128694028,0.834,487071296.0,55.0,6.46400328056268,1.1987508411568595,15725765235.454826,4.900836734998238e-10,55.29822100177
438,Lithuania,2015,11.3,0.238700394,0.23,0.0290491,0.04143553334,0.98,510506816.0,49.130434782608695,5.550791348882394,1.4263964577215815,17573928830.841576,4.675753320402288e-10,47.3396788779494
439,Lithuania,2020,12.1,0.310312502,0.25,0.02794885,0.056964942999,1.221,533038496.0,48.4,4.38866409476419,2.038185578261717,19071929471.15892,5.821577697082501e-10,38.99295040326799
440,Luxembourg,1975,12.6,0.067886519,0.15,0.0035895,0.003123333333,0.342846,33602224.0,84.0,48.025613665744466,0.8701304730463852,9361254770.859451,2.0202983885828512e-09,185.6038604660227
441,Luxembourg,1980,11.4,0.065450018,0.14,0.0036415,0.00601980549,0.310194,36976060.0,81.42857142857142,23.25656538779628,1.6531114897706989,10154073870.657696,1.7700646850962487e-09,174.17871451158348
442,Luxembourg,1985,9.4,0.070028578,0.12,0.00366706,0.004577211767,0.31745,40411124.0,78.33333333333334,26.21683376442303,1.2481965844573037,11020033487.316814,1.7329034945922314e-09,134.23091355646264
443,Luxembourg,1990,10.3,0.173996148,0.13,0.0038185,0.012778792854,0.5895499999999999,43905400.0,79.23076923076924,10.17310488441853,3.3465478208720705,11498075160.4033,3.962978312462704e-09,59.19671279159583
444,Luxembourg,1995,8.7,0.174802451,0.12,0.00408625,0.02085309387,0.6,48537044.0,72.5,5.754541783971742,5.103234963597431,11878138635.668402,3.601423502428372e-09,49.77046917951968
445,Luxembourg,2000,9.0,0.06727092,0.13,0.004363,0.021230182989,0.7,53453140.0,69.23076923076923,6.123357489069074,4.865959887462755,12251464588.585836,1.258502681039879e-09,133.7873779636134
446,Luxembourg,2005,12.8,0.079126063,0.19,0.00465158,0.03767228012,0.75,58443608.0,67.36842105263158,5.0434961567173655,8.09881376220553,12564248706.890993,1.353887374646685e-09,161.76717903935145
447,Luxembourg,2010,12.0,0.129498704,0.18,0.00506953,0.056213985987,1.078,63666252.0,66.66666666666667,3.202050109764973,11.088599137789894,12558610364.2744,2.0340243053729625e-09,92.66502002985297
448,Luxembourg,2015,10.1,0.137505316,0.15,0.00569604,0.060071584216,1.08,68854120.0,67.33333333333333,2.4970208786344554,10.546201258418128,12088068201.768246,1.9970528415728786e-09,73.45170567805539
449,Luxembourg,2020,9.0,0.204193513,0.15,0.00630419,0.0736993667,1.14,73300376.0,60.0,2.035295643863382,11.690537039651407,11627247275.22489,2.785708943703099e-09,44.07583702230541
450,Malaysia,1975,15.2,0.295736304,0.22,0.11617947,0.009298800799,1.42399,633366464.0,69.0909090909091,23.65896471549955,0.08003824426983527,5451621220.169106,4.669276332256202e-10,51.39713925686986
451,Malaysia,1980,30.2,0.512259843,0.46,0.13215707,0.024488224677,2.498785,740088576.0,65.65217391304347,18.784538530963594,0.18529636497691726,5600067979.71535,6.921601813780734e-10,58.95445526851496
452,Malaysia,1985,38.3,0.707274066,0.62,0.15108135,0.031199633353,3.2651999999999997,885938176.0,61.774193548387096,19.872028398063975,0.20650883350592247,5863981067.153557,7.983334335961609e-10,54.151568452956674
453,Malaysia,1990,54.6,0.866484864,0.87,0.17517054,0.04402458524,5.8048,1061522368.0,62.758620689655174,19.76168532326189,0.2513241395499494,6059936608.062063,8.162662324605863e-10,63.01321842824481
454,Malaysia,1995,84.9,2.971851542,1.43,0.20136888,0.088705342903,10.667,1282812416.0,59.37062937062938,16.120787691038142,0.4405116763970679,6370460102.871903,2.3166688324288872e-09,28.56804884098077
455,Malaysia,2000,131.4,2.684138358,2.2,0.2294515,0.093789736842,11.445,1580484224.0,59.72727272727273,23.45672430775835,0.40875625934892557,6888097153.428938,1.6983012656759045e-09,48.95425737215295
456,Malaysia,2005,187.6,3.828797888,3.01,0.25923536,0.143534,17.86,1705385856.0,62.32558139534884,20.97064110245656,0.5536821828627082,6578523300.216452,2.245121169809913e-09,48.99710182873983
457,Malaysia,2010,214.1,4.988541335,3.36,0.28717731,0.255018,19.762,1860830720.0,63.720238095238095,13.175540550078816,0.8880158394129397,6479727524.434294,2.680814155411192e-09,42.918357415996034
458,Malaysia,2015,247.1,6.53636105,4.01,0.31068833,0.301355,24.71,2033602944.0,61.62094763092269,13.306565346518227,0.9699591870734249,6545475795.630946,3.2141776098844988e-09,37.8039092562061
459,Malaysia,2020,247.0,5.213048534,4.3,0.33199993,0.337456,19.936,2195074560.0,57.44186046511628,12.742401972405291,1.0164339492481218,6611671755.47296,2.3748844932173967e-09,47.38110500775936
460,Mexico,1975,131.1,2.383072167,2.14,0.58691882,0.088,11.6096,3824531456.0,61.261682242990645,24.31818181818182,0.149935556675453,6516286964.524328,6.231017300854957e-10,55.01302134926072
461,Mexico,1980,198.1,3.237573157,3.26,0.67705186,0.205577,15.99948,4225923072.0,60.766871165644176,15.857805104656647,0.3036355294851417,6241653441.436525,7.661221233418609e-10,61.187806543208254
462,Mexico,1985,233.9,4.064071435,4.08,0.74872006,0.195241,20.576202000000002,4748463616.0,57.32843137254902,20.897250065303908,0.26076635371569984,6342108178.589472,8.558708171009391e-10,57.553122217695474
