Countries,1928,1929,1930,1931,1932,1933,1934,1935,1936,1937,1938,1939,1940,1941,1942,1943,1944,1945,1946,1947,1948,1949,1950,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,2025
Portugal,0.0366054,0.0423852,0.04768335,0.04575675,0.05827965,0.0789906,0.08910525,0.1030731,0.11800425,0.1223391,0.1290822,0.14305005,0.130610475,0.1310088,0.11732994,0.118870738,0.117991727,0.126664317,0.15721056,0.206018081,0.239894934,0.251149168,0.275768226,0.30920184,0.350193264,0.370401461,0.384530769,0.375248142,0.493211437,0.458052461,0.493211437,0.49657947,0.577001521,0.599674133,0.675660238,0.690200282,0.781219315,0.809149343,0.828453921,0.884313978,0.896389607,0.980672575,1.12315819,1.183444394,1.345955031,1.589720985,1.58666299,1.600642399,1.788053859,2.068952621,2.504061745,2.474355499,2.677930652,2.743459134,2.792823924,2.919512324,2.667446094,2.88325323,2.621576157,2.818161604,0.917398755,2.88325323,3.106769757,3.199853436,3.067406784,3.12572091,3.220381866,3.386208891,3.31348329,3.482905959,3.458369694,3.741845562,3.723027243,3.544944507,3.824769468,3.538666833,3.913497692,3.98755733,3.942785715,4.065036326,3.928267625,3.125387349,3.287206965,2.712969193,2.474942319,2.751713373,3.025707307,2.852589415,2.237285898,2.461204928,2.177255318,2.165944165,2.316450946,2.131738655,2.305289814,2.305289814,2.305289814,2.305289814
Romania,0.167328639,0.15976861,0.199584762,0.098784377,0.10735241,0.110880423,0.158256604,0.181944694,0.189504723,0.229981622,0.225995471,0.267625021,0.201600769,0.312743274,0.282743063,0.423606057,0.201600769,0.126000481,0.158760606,0.212688812,0.227808869,0.282241077,0.32760125,0.574552245,0.756012417,0.95561001,0.849364263,1.003489364,1.101740892,1.220192866,1.296266884,1.436896369,1.539273945,1.667267406,1.758470269,2.202020476,2.3949992,2.724653278,2.966542868,3.194421085,3.541181072,3.787626507,4.094968252,4.226023704,4.493173055,4.724414738,5.27998714,5.551422233,5.961940431,6.208780546,6.454085852,6.728155374,6.604711181,6.122955268,6.105281266,5.574551036,5.552758881,4.672203432,5.329584673,5.244934307,5.012498404,4.899870645,4.445296965,3.200748523,2.905964668,2.833430871,2.770908993,3.145840979,3.20003848,3.004937264,2.91594596,2.644772017,2.655959528,2.768364399,2.642094019,2.65004417,2.992090089,3.174807988,3.655570097,4.053975388,4.142663898,3.093073609,2.777892695,3.088841087,3.150250279,2.694532688,2.943945919,3.337467323,3.18100269,3.310253519,3.504826749,3.828019475,3.905036091,3.961858328,3.70978942,3.638903277,3.70978942,3.638903277
Slovakia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.028750121,1.115124849,1.154632572,1.100406286,1.214668818,1.822399337,1.827387639,1.190452491,1.209315034,1.165239687,0.921646675,1.216841695,1.256398039,1.389147524,1.484932533,1.603859398,1.213149538,0.859918781,1.261790618,1.095925305,1.13527,1.26676,1.308569889,1.340951738,1.36705447,1.346681526,1.404269317,1.443145241,1.45293374,1.493040258,1.517562745,1.519886146,1.549815444
Slovenia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.384853467,0.28868049,0.382651842,0.406123694,0.436074235,0.441486958,0.46013477,0.464529219,0.490673885,0.504961811,0.443472043,0.451411436,0.473211076,0.486733219,0.511556728,0.542903392,0.593026105,0.421514772,0.358348769,0.305827366,0.315820085,0.391087067,0.418280119,0.367207897,0.343720053,0.410233527,0.450077923,0.477618458,0.474881303,0.468855347,0.474754204,0.464332002,0.468350551,0.464709474
Spain,0.7749321,0.914641,0.92418945,0.8191565,0.71613375,0.70708785,0.6844731,0.68095525,0.30153,0.3266575,0.297724189,0.600286427,0.782911589,0.824143304,0.827338014,0.855098876,0.926218244,0.967937433,1.078040107,1.098744162,1.171368668,1.1295354,1.266982323,1.377987189,1.488555297,1.636322288,1.915742468,2.177077477,2.213762089,2.460011837,2.676605332,2.904255639,2.91582672,3.330928539,3.238445602,3.89379735,4.271700287,4.633060863,5.933650376,6.582916592,7.515288592,7.927390502,8.391970381,8.52805738,9.744210225,11.19813015,11.83290157,11.97451779,12.57146253,13.94797118,15.04483322,13.87323728,14.1275479,14.25570515,14.64318196,15.1535198,12.56573193,12.57817386,11.84750813,11.52046656,11.81856659,12.0268146,12.2790057,11.70077908,10.43831529,9.913557865,11.49899308,12.36455717,12.11461154,12.75153389,13.80894194,14.43160404,14.72762397,15.01436895,15.53016828,16.03750573,16.29214306,16.79177404,16.74474889,16.82391008,14.38949838,11.40195091,11.19740266,9.5226894,8.75420412,7.64235595,8.896821001,9.216019,9.413649,9.448701,9.667445968,9.06416806,8.19176425,8.471587406,8.93267796,8.351185913,8.522633354,8.167973836
Sweden,0.240847832,0.293340308,0.314440225,0.266579438,0.249081946,0.207396744,0.300030525,0.380827768,0.409225683,0.45058152,0.510994699,0.609834429,0.360627943,0.331949553,0.424000257,0.474868554,0.546096727,0.624512767,0.752251149,0.797732792,0.764974913,0.874035237,1.000444839,1.047299806,1.088991678,1.210380852,1.268573927,1.312284563,1.284021863,1.258831195,1.291745831,1.451315982,1.444030876,1.550059888,1.571739661,1.697780771,1.866040386,1.942753429,1.899481655,1.974702568,2.013234635,2.036933172,2.095803281,1.973106542,1.92952978,2.183789099,1.719155291,1.624993253,1.497692662,1.326104851,1.231235866,1.229847993,1.284365007,1.224136967,1.21980035,1.188473998,1.256379299,1.402447584,1.096447273,1.206843417,1.180899514,1.183620571,1.271953911,1.138957368,1.089036416,1.092101247,1.109468619,1.296199602,1.224910566,1.105405676,1.133437636,1.139193388,1.287708642,1.331587408,1.280326955,1.206007622,1.284426855,1.315104965,1.44226029,1.339477385,1.39601222,1.263164548,1.323679531,1.361025673,1.479022226,1.402116968,1.399259051,1.536917896,1.553613001,1.484312004,1.607177126,1.356991097,1.272062164,1.258572306,1.354524011,1.358381682,1.354524011,1.358381682
Switzerland,0.321246132,0.351841002,0.402832451,0.433427321,0,0,0,0,0.259546478,0.331444422,0.331444422,0.331444422,0.331444422,0.362549206,0.223852463,0.18713862,0.219263233,0.211614515,0.35388066,0.50725784,0.509914495,0.48441877,0.549687826,0.670521374,0.705743314,0.806191069,0.926554438,1.079530716,1.213634991,1.211547764,1.114143881,1.36808972,1.548112968,1.836237133,1.899984496,1.825974938,2.203849824,2.059570322,2.20593705,2.129405428,2.203414985,2.311950741,2.44566006,2.651871317,2.891937296,2.903715115,2.642181457,1.885769249,1.769933379,1.81459022,1.831908497,1.942224714,1.919141644,2.131418181,1.99960164,2.01481376,2.027221802,2.028966896,2.114035348,2.21364225,2.371821207,2.599132695,2.58078944,2.248476554,2.107596304,1.913097202,2.109604293,1.989390072,1.790952284,1.606952591,1.607489343,1.605862984,1.724933386,1.757878157,1.690594134,1.653784212,1.752232061,1.847456178,1.852745333,1.885011649,1.857861654,1.848137853,1.954967087,1.925347496,1.807618974,1.832895704,1.879666135,1.714786624,1.768989462,1.759822809,1.738398349,1.732205304,1.679246658,1.73224395,1.700551508,1.529922124,1.489045892,1.479252452
United Kingdom,2.310341733,2.502520159,2.683671954,3.143114913,2.26833552,2.34709717,2.77241008,3.097958233,3.518020367,3.833066967,4.148113567,4.673191233,3.7805592,3.923877049,3.96356977,3.71853125,2.494727482,2.163897572,3.508330058,3.713195936,4.545439837,4.916827271,5.204884879,5.454727216,5.940736157,5.98596087,6.382863694,6.679018396,6.81137904,6.382863694,6.222741345,6.715825044,7.087025902,7.548586633,7.485540697,7.382643281,8.90855195,9.026673526,8.795087176,9.229333971,9.384889072,9.148019042,8.954366832,9.391326633,9.467231991,10.48021177,9.320233621,8.853231591,8.264941101,8.092228014,8.329870206,8.443928364,7.74423749,6.654290331,6.773590504,6.998002344,7.039387412,6.965196796,6.998511731,7.464277779,8.606062202,8.321450244,7.295263287,5.9941761,5.456386027,5.52492248,6.367810313,6.284903313,6.416449087,6.71049258,6.83816936,6.530860747,6.331883947,5.843838073,5.988264831,5.867549475,5.976629663,5.941163153,5.892780144,6.117015,5.204876684,3.721208559,3.792009912,4.096816412,3.723954443,4.029109619,4.2148141,4.393361,4.553320836,4.409789871,4.363947645,4.448498603,3.899687664,4.215152425,4.143953655,4.111770113,4.040169057,4.111773395
USA,14.8155,14.4105,13.7285,10.3875,6.396,5.369,6.6305,6.4235,9.5615,9.9635,8.878615236,10.37118996,11.09790662,13.95352279,15.457649,11.57121901,7.718171262,8.758033823,14.08121438,15.99786495,17.69839661,18.05452248,19.33923791,21.9066997,22.13558801,23.39411079,24.0230305,26.49776579,28.20731371,26.83147836,27.64650364,30.11877197,28.715618,28.6192359,29.81181674,31.35616197,32.95221409,33.23080281,34.48801114,33.50987037,35.23575087,35.42463043,34.66061403,35.24181761,36.24788788,36.64792491,36.54578292,30.24759185,32.14089082,33.74504573,35.37318447,35.70880052,32.73960484,31.79540734,28.29239305,30.28311809,32.74587099,31.55486079,32.70039359,32.83091533,33.10488991,33.12286344,33.34472304,32.6001598,32.8582892,34.69719664,36.16199305,36.92546552,37.15813788,38.40493005,39.28209673,40.06355136,41.2660959,41.43991282,42.98395488,43.16978604,45.69798797,46.00526665,46.66474527,45.32410228,41.24881635,29.49896452,31.32803026,32.08486716,35.13511421,36.22978231,39.2893419,39.75583805,39.2893419,40.17050129,38.82516148,40.74309336,40.535752,41.157784,41.204171,39.56586364,39.566382,39.12046782
Mexico,0.1040364,0.10837125,0,0,0.121207704,0.121207704,0.121207704,0.121207704,0.137741304,0.166021383,0.179998385,0.197372464,0.233596397,0.258869536,0.283439465,0.278515557,0.31923762,0.35661366,0.3554577,0.34091187,0.401428303,0.59127354,0.73345662,0.777851282,0.789926912,0.80290616,0.842911818,0.970568476,1.096746485,1.233028593,1.222924495,1.304825195,1.487849026,1.462301265,1.614519918,1.812001646,2.127939552,2.073065261,2.363455406,3.014225061,2.950643173,3.269045494,3.457719593,3.515900041,4.074057477,4.596390337,4.934003243,5.361546316,5.760260897,6.00224349,6.322781595,6.767391866,7.07161249,7.873054572,8.374589935,7.339221279,7.854381193,8.686453921,8.258166821,9.254741759,9.234228933,9.247776579,9.156046475,11.92498681,11.0355317,10.45839358,10.95155714,10.54275173,9.310157159,11.21391959,11.18548352,12.57190049,12.10452507,13.15011839,14.89718655,15.98831611,13.92550211,16.01170633,17.07319583,16.65675562,15.65116296,13.52020285,13.35628612,14.07823964,14.3900289,13.76485961,14.55427503,15.75370923,16.13708276,16.54431772,19.21958094,17.96089087,19.0227242,20.50451857,16.28383052,19.08913849,19.08913849,17.0745729
Brazil,0.0423852,0.0462384,0.04190355,0.08043555,0.07176585,0.1069263,0.1560546,0.17483895,0.23263695,0.275239856,0.297609608,0.336091998,0.358171316,0.369669265,0.363083664,0.359989545,0.390092188,0.372979164,0.39802689,0.439999316,0.53535542,0.617016288,0.66562874,0.701290146,0.779822814,0.977715277,1.204112799,1.334644607,1.586097007,1.626102665,1.825473777,1.850035772,2.154883814,2.268082575,2.442973839,2.496862364,2.708801989,2.686211525,2.912116164,3.08495375,3.506943615,3.768007231,3.924250199,4.273450333,4.961172906,5.840698498,6.503901922,7.276650576,8.346397305,8.353515767,9.970119525,10.9971049,11.41345218,11.56760092,11.20514794,8.970844656,10.25206766,11.12724216,10.19419705,10.34148714,10.18094972,10.18108261,9.894364001,10.88513283,8.992165182,9.333192141,9.33750519,9.644661,12.85731771,14.17696925,15.06644194,15.21058305,14.57090825,13.91387225,12.9752307,11.62182918,11.61996241,12.62479027,14.42239027,16.09620777,17.46928844,17.6043776,19.33237597,20.69941119,22.49438081,23.73433043,23.91526504,21.7788005,19.61144344,18.53627896,17.72984526,19.97643679,20.90383849,22.5582863,21.913216,22.940398,23.282792,23.63414399
Egypt,0.0433485,0.086697,0.144495,0.115596,0.11704095,0.1387152,0.14305005,0.18254535,0.16135275,0.1589445,0.180986249,0.179145383,0.173794733,0.202344537,0.202765017,0.155505037,0.204172398,0.208115185,0.283006462,0.312279222,0.370043507,0.38532,0.48165,0.544306959,0.456163076,0.528370414,0.643047823,0.66038087,0.650687507,0.706136828,0.728727292,0.855891067,0.892035809,1.028810799,1.035546865,1.208466598,1.214216898,1.166571556,1.266298185,1.317804443,1.515779054,1.740205044,1.77407445,1.882131607,1.77111762,1.725246303,1.551955426,1.696187525,1.588314767,1.533646998,1.408187315,1.398107425,1.396101564,1.626425673,1.973738126,2.539926748,3.006308822,3.579004767,3.480450849,3.985630384,4.901140608,4.744377729,4.90216272,7.387369743,7.619196,7.146672,7.122336,7.098,8.2673448,8.6794851,9.220302,10.20039333,10.52683086,11.075415,11.9906514,11.20995759,11.95792962,11.90943,14.459133,15.40798857,15.95871732,18.624645,19.22544,17.37659352,22.109256,20.0265,20.8596024,21.6045882,22.02915,21.22809,20.82756,19.505811,17.983797,20.0265,18.42438,20.82756,20.0265,20.50128891
Turkey,0.028906614,0.031846269,0.027926729,0.048994261,0.052913802,0.057813228,0.082555329,0.064268222,0.086967752,0.105236732,0.131092964,0.138959482,0.130636827,0.133714646,0.103306848,0.074212587,0.139805123,0.141326395,0.15835876,0.171703326,0.168992964,0.182544776,0.18951617,0.194029746,0.22486393,0.258706328,0.346863685,0.402264943,0.475214111,0.61785355,0.743279324,0.849569521,0.99847607,0.993629505,1.136185382,1.32185898,1.440432714,1.630535071,1.893670157,2.081767038,2.316491223,2.839753182,3.121310684,3.675706535,4.078460943,4.305500578,4.896323665,5.107894815,5.83464276,6.499824227,7.065837986,6.400318641,6.549759826,6.896929884,7.188851315,6.155591258,7.080930192,7.138270215,8.886089163,9.701156423,9.943627201,10.36907835,10.44454493,12.02077698,13.26544617,13.04864137,13.49319051,14.13270027,14.66174931,15.10455061,15.29227151,14.58977881,15.18373386,15.08693035,15.51329317,16.02178127,17.20718374,19.11700813,20.84053485,22.77955651,24.84984417,27.03966331,29.97705186,31.45410089,31.37162111,33.91306514,34.49839251,34.44079705,37.52787066,39.46875151,39.41349807,32.34874325,40.81275409,44.22679292,38.35145502,38.3682757,40.86427353,39.5597359
Iran,0,0,0,0,0,0,0,0,0.02649075,0.02649075,0.02649075,0.0818805,0.02649075,0.02649075,0.02649075,0.01685775,0.0183027,0.01204125,0.020566455,0.020573198,0.031208512,0.028176525,0.0308256,0.031298061,0.033680328,0.031298061,0.029901559,0.038527009,0.075164634,0.06694992,0.197481728,0.278889545,0.383873592,0.358818714,0.358818714,0.358818714,0.358818714,0.377958998,0.671224293,0.671470734,0.934423734,1.128044546,1.239798889,1.369713589,1.387704721,1.669538816,1.862664359,1.858709658,2.900319146,3.442488475,5.680982823,4.242934753,4.233829743,3.762992191,4.459188862,4.683677947,4.907153525,5.119039068,5.711150757,5.910161448,5.653061712,5.787475574,5.774783742,6.897735,6.9665856,7.308912,7.284576,7.3963695,8.2986774,8.67641775,8.759439,8.95362,8.9232,11.80466352,12.5861736,13.31205564,13.97367442,14.0705175,15.033564,17.46108,18.909072,21.294,25.97868,28.10808,29.8116,29.257956,28.406196,24.956568,23.4234,23.4234,23.593752,25.723152,29.087604,26.40456,25.12692,30.23748,30.66336,30.71709052
Saudi Arabia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.315915059,0,0,0.050602639,0.073193103,0.094387066,0.124781508,0.121824211,0.120427709,0.170537466,0.246112836,0.268785447,0.325021273,0.338242972,0.446057195,0.463058249,0.489600594,0.521743827,0.528631353,0.606240041,0.8601523,1.039513202,1.670285672,2.256186695,3.405440699,3.864716908,4.276550957,4.263400033,4.425801342,4.072100062,4.508746742,4.504399684,4.714340847,5.367844598,7.226920548,7.208618182,7.531120949,7.523817655,7.721809159,7.227615652,6.564169302,6.55777892,7.019344862,9.634237285,10.27495507,10.7315,11.41646867,11.21049328,12.07838924,13.65054738,14.30414469,16.40649138,20.21724719,21.55644936,24.1010229,27.4737942,27.95499352,29.08950797,26.98313712,22.73426854,20.05439846,43.86800037,34.7193557,80.35156859,54.35077222,98.16330132,100.166634,103.5173439
India,0.2735772,0.2745405,0.349146453,0.2832102,0.2851368,0.30006795,0.36942555,0.4296318,0.47057205,0.5500443,0.6704568,0.7908693,0.9112818,1.0316943,1.069263,1.0336209,1.00038705,1.049997,0.94836885,0.70850715,0.7600437,1.0288044,1.2773358,1.5663258,1.7310501,1.849536,2.1375843,2.195909685,2.411713611,2.740635926,2.985356099,3.333583294,3.778663488,3.971301557,4.13600916,4.50592354,4.667263057,5.095009933,5.322725381,5.632260666,5.751129444,6.386876145,6.523159818,7.142230981,7.522138402,7.132184932,6.758716067,7.647249234,8.767457895,8.897688417,9.089614713,8.448925577,8.150417099,9.515472835,10.26452778,11.51459343,13.12160114,14.85956617,16.29868265,16.47993938,18.05173067,20.30506718,21.52554546,22.50210766,22.00678577,23.71560682,25.0749385,27.15235157,32.85073517,35.23002874,37.43099495,39.40468574,41.14912745,42.77349295,48.46824684,51.39319676,53.20934073,57.50990232,61.74140544,64.38746379,70.02856634,77.94179192,83.82097152,92.35621512,105.6381499,111.9135982,112.8536573,120.9602628,116.6718337,116.3121983,120.0964869,128.0651174,118.066611,132.0826007,152.0951159,168.1051281,180.1126373,191.8268438
China,0.124406604,0.182166813,0.222951201,0.235821105,0.094785984,0.13329279,0.113052033,0.100216431,0.22215465,0.3949416,0.406789848,0.66152718,0.717065843,0.587031321,0.776060244,0.759397164,0.581497202,0.209812725,0.102712956,0.30049724,0.377662905,0.601298586,0.21228111,0.639907761,1.010380675,1.915513363,2.270914766,2.221574509,3.170406162,3.360441927,4.591253986,6.057484742,6.664723528,4.936804177,4.443149019,4.936804177,5.183673855,5.480809972,5.493692325,4.022914856,4.569109809,5.060323214,5.05078964,5.945985953,6.786235561,11.72156932,11.51529094,13.58230463,25.78122555,28.75739158,32.79471804,35.97696785,39.24179035,33.83693268,37.11819768,41.81910661,45.77674957,52.70618766,58.385746,63.46397121,70.12105077,69.66670037,66.76790433,82.60740898,100.3707442,120.2332015,136.3670711,143.597764,157.9295751,165.2232945,171.6052167,183.7606378,184.5992278,209.999507,228.5745097,270.1430942,301.3168942,320.88367,380.7686916,445.6877206,484.8137407,536.6210682,593.5672374,620.00614,651.7388834,685.4988227,704.0861793,687.8916072,688.8627591,692.9082251,710.7572298,753.334192,774.3050464,767.8142546,683.8337836,645.7353952,613.4486255,583.1285382
"Korea, Republic of",0,0,0,0,0,0,0,0,0,0,0,0,0,0.629027194,0.569035278,0.67431,0.483095913,0.002576828,0.005151728,0.008761695,0.008356628,0.011623178,0.0048165,0.003368033,0.017333047,0.021193962,0.029901559,0.026944262,0.022179728,0.044277309,0.142607438,0.17242685,0.207585826,0.251945283,0.380505559,0.374755259,0.598195484,0.777358399,0.90550794,1.175197005,1.72048973,2.34324721,2.803745338,3.303158245,3.15653771,3.914994601,4.227004176,4.833063576,5.654633791,6.748734546,7.18097208,7.773988558,7.389877974,7.369740436,8.425150653,10.00544711,9.578940567,9.566552424,10.94101487,11.9745548,13.50440299,14.16680432,15.59060674,16.2121921,20.60622067,23.32185074,24.67364644,26.25702984,27.08233312,27.70424658,21.42012175,22.20008187,23.20144363,24.02082819,25.36745583,26.1799932,24.47634782,23.76842665,23.78699392,23.45559497,23.70792489,22.7154722,22.66063803,22.98115898,23.00695877,22.5206884,22.71906212,24.21027907,26.94148768,26.82422073,24.73193151,24.03972419,22.55988178,23.6736804,24.2130134,24.2130134,24.68777837,24.98783235
Japan,1.851980942,2.060756716,1.807139956,1.743012524,1.798943216,2.306658898,2.471075847,2.833566039,3.004927555,3.232084276,2.661047336,2.446485629,2.049184849,2.810256441,2.100305019,1.816622137,1.444098171,0.565224487,0.4479277,0.59595117,0.891033788,1.578871371,2.149474366,3.157222184,3.43155587,4.227584072,5.14712822,5.093100273,6.279741487,7.317291881,7.225271679,8.32597803,10.86701847,11.87858282,13.88008389,14.4398529,15.90222578,15.76144063,18.45000943,20.7297092,22.98835699,24.77720012,27.56866256,28.63483781,29.16935187,37.53866976,35.0943038,31.41783416,32.9142143,34.99728937,40.56707332,41.9257458,42.03565167,40.4183727,38.40503529,38.460693,37.45490486,34.56683435,33.77485358,33.87439583,36.67739794,37.65973875,38.70110342,40.34674474,41.66579115,41.22449426,42.29711642,42.14202727,42.5595398,39.92608339,35.36259938,35.01012494,35.08574291,34.37418527,32.41725344,31.93527345,31.27618998,32.27964555,31.99087387,30.65834994,28.55256148,25.30848172,24.32127094,24.98289553,25.62479534,26.80520613,26.55737524,25.93613979,25.96947079,26.42877806,26.18294372,25.32800576,24.49026732,24.39560554,25.49947027,23.09385987,23.09385987,23.71909586
Vietnam,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.140143023,0.122317094,0.144496822,0.168565934,0.168565934,0.145482587,0.183023831,0.195510197,0.218182808,0.226397522,0.23650162,0.348714615,0.455095164,0.426261517,0.446058978,0.30805178,0.357175771,0.377880916,0.365752398,0.233916564,0.364203282,0.331953497,0.324401914,0.349011021,0.396921538,0.395159742,0.340834331,0.395024661,0.253050594,0.370097971,0.427793214,0.505503384,0.593880613,2.916086449,3.109287695,0.885272554,0.901016634,1.142724765,1.345134375,2.23396875,2.893860938,3.1941,3.315304688,2.900844863,3.519313566,4.24168875,4.523034141,5.426484375,6.952125009,9.10209495,10.35930443,10.83142125,12.35970938,13.88058263,15.69518949,16.86154299,20.11126406,20.91375,24.28097941,23.05126517,23.78412416,25.12077262,27.75833714,30.43569482,32.10363768,36.1474776,42.8041848,45.5419848,46.5166416,48.69640923,44.63837513,44.63837513,45.58851141
Indonesia,0,0,0,0,0,0,0,0,0,0,0,0,0,0.144495,0,0,0,0,0,0.0048165,0.018182769,0,0,0.048466813,0.065964155,0.071796602,0.070810836,0.071796602,0.050602639,0.072207337,0.144003939,0.165690784,0.186391864,0.214321892,0.246112836,0.158954719,0.211446742,0.175794883,0.162815634,0.144578969,0.197481728,0.26007785,0.266482496,0.2634245,0.266482496,0.351669523,0.4001606,0.42418771,0.868907678,1.289600536,1.757037044,2.134044247,2.830393587,3.318362354,3.611929955,3.942630364,4.265904211,4.80542205,5.268489993,5.70316226,5.895379142,6.789187644,6.627113864,7.78009245,8.322912,9.1195611,9.15135,9.392175,11.8707459,13.24778325,10.76054265,11.52347625,15.270333,17.17716,16.856736,16.542903,17.687202,17.240028,17.72979,18.208398,19.07841,18.048693,17.499105,19.007937,20.826039,24.03185863,23.69594785,24.9324517,25.99816165,27.15664647,31.43156451,30.07865649,26.20933977,27.17547372,26.76130465,28.01139115,27.17523022,26.69363005
South Africa,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.022567617,1.041297165,1.125169396,1.189654902,1.216188429,1.311068377,1.274923635,1.302853663,1.251347406,1.280756082,1.389108162,1.664136791,1.869751086,1.918875077,1.835084993,2.124078636,2.402064563,2.76923367,2.811004054,2.924514561,3.273943699,3.471411137,3.396674639,3.329632333,3.095061979,3.203019349,3.225748765,3.257570316,3.762664319,3.711266536,3.646719831,3.7683246,3.226930577,3.068985321,3.069113159,3.854079081,3.63503093,3.601537368,3.339988743,3.149865264,3.285682452,3.51887913,4.024122375,3.978936,4.1855385,4.171089,3.8941149,3.880578,3.4631142,3.630627,3.73805523,5.13355752,5.33871,5.06972009,5.46780165,5.39634069,4.71984552,5.20689,4.49955402,4.6301268,4.87364904,4.83359604,5.20368576,5.20689,5.66109102,5.4792504,5.09714478,4.80636,5.006625,4.80636,4.857491489,4.908622979,4.959754468
Argentina,0.11222445,0.1685775,0.1849536,0.2581644,0.0423852,0.03708705,0.0462384,0.03130725,0.03217422,0.03227055,0.03236688,0.03246321,0.03255954,0.03265587,0.0327522,0.038965485,0.046452734,0.050590108,0.055587227,0.061562095,0.062550441,0.061687324,0.155125497,0.215800541,0.23362647,0.249480869,0.317416555,0.325138386,0.322263236,0.342471433,0.405560437,0.460927611,0.51153025,0.516294784,0.313062756,0.425768634,0.378123292,0.355943564,0.317416555,0.322673972,0.417143184,0.457559578,0.445156824,0.461201186,0.456731224,0.474957339,0.440621794,0.421911458,0.646397323,0.814813571,1.227683707,1.639821534,1.790652006,1.985952635,1.944793391,2.10939634,2.409562775,2.391329762,2.769909648,2.767929999,2.746498736,2.725067473,2.703636211,2.617449861,2.6412672,2.6315328,2.48251536,2.530437,2.642991,2.874539928,3.02679,3.0153825,3.324399,3.282318,3.51351,3.46788,3.42225,3.37662,5.515735783,5.96010948,6.52738164,7.165938,7.5036,4.34908656,4.02042888,4.46164056,4.28005344,4.12698,4.12698,4.4871528,4.44288156,4.15774476,3.70340178,4.54943268,4.86833568,4.71113526,4.728601575,4.749194931
Barbados,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.065176698,0.08624468,0.085198064,0.087245771,0.077760006,0.090075452,0.08295676,0.0828438,0.07222215,0.025492974,0.031953168,0.0326508,0.043507698,0.070081089,0.104525148,0.101718903,0.10734204,0.098865,0.11633622,0.125229,0.1224405,0.1200576,0.126736179,0.110371953,0.118732089,0.113089382,0.112554,0.08366514,0.06603168,0.0600288,0.0600288,0.0600288,0.0600288,0.0900432,0.0900432,0.0900432,0.0675324,0.0900432,0.0900432,0.0900432,0.0900432,0.0900432
Bolivia,0,0,0,0,0.005346315,0.005346315,0.005346315,0.005346315,0.005346315,0.005346315,0.00895869,0.01169687,0.01169687,0.0115596,0.010875175,0.010921414,0.01329354,0.013088357,0.014806884,0.018701506,0.018846965,0.020010631,0.0183027,0.018811695,0.01782593,0.016347281,0.015854398,0.018318813,0.015443663,0.011582747,0.013965014,0.013965014,0.018318813,0.021686845,0.024069112,0.029901559,0.030805178,0.028915794,0.028915794,0.029901559,0.034173211,0.038527009,0.055917638,0.061175322,0.071525833,0.078731667,0.094752806,0.105055953,0.101798153,0.122284426,0.115624433,0.113557641,0.116799347,0.166842644,0.143553821,0.143677751,0.142203705,0.12936702,0.126435483,0.168700894,0.191144054,0.211696316,0.207391899,0.245217648,0.2476188,0.268909758,0.290036448,0.2856945,0.379777476,0.419271255,0.471775668,0.488089914,0.520689,0.38873718,0.3942939,0.43849416,0.485199,0.5402592,0.613824119,0.652306332,0.744886499,0.859764364,0.905827839,0.99722844,1.01823852,1.14842598,1.25197566,1.30112424,1.35102318,1.35477498,1.3712829,1.481961,1.2043278,1.31313,1.463202,1.503740998,1.544272592,1.584797454
