Countries,1928,1929,1930,1931,1932,1933,1934,1935,1936,1937,1938,1939,1940,1941,1942,1943,1944,1945,1946,1947,1948,1949,1950,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,2025
Brazil,88,96,87,167,149,222,324,363,483,571.452,617.896,697.793,743.634,767.506,753.833,747.409,809.908,774.378,826.382,913.525,1111.503,1281.047,1381.976,1456.016083,1619.065325,2029.928947,2499.974669,2770.984339,3293.048909,3376.108512,3790.042099,3841.037626,4473.962035,4708.984896,5072.09351,5183.976672,5624.00496,5577.10272,6046.12512,6404.969894,7281.103738,7823.123078,9000.161,9801.042,11378.315,13395.483,14916.522,16688.8,19142.235,19158.561,22095.427,24874.475,26484.4,26045.412,25639.076,20865.535,24995.106,27028.6,25291.695,25464.932,25322.533,25877.617,24987.85,27490,23903,24843,25229,25500,34597,38096,39942,40270,39208,38927,38027,34010,34413,36673,41894.741,46551.238,51970.121,51747.598,59117.704,64093,68787,69975,71254,65283,57476,54004,53553,56611,61052,65884,64000,67000,68000,69026.16281
Egypt,90,180,300,240,243,288,297,379,335,330,375.763,371.941,360.832,420.107,420.98,322.859,423.902,432.088,587.577,648.353,768.283,800,1000,1130.088154,947.0841408,1097.000755,1335.093581,1371.08039,1350.955066,1466.078746,1512.980986,1776.997958,1852.041542,2136.013286,2149.998682,2509.01401,2520.952762,2422.031674,2629.083744,2736.020851,3147.055027,3613.007462,3683.327,3920.054,3700.56,3616.209,3263.386,3578.115,3361.342,3256.13,2999.449,2987.658,2993.1,3498.299,4259.272,5499.141,6530.4,7800.2,7610.637,8744.387,10789,10479,10864,16427,17000,16000,16000,16000,18700,19700,21000,23313,24143,25700,28155,26639,28763,29000,36100,38469,39844,46500,48000,43384,55200,50000,52080,53940,55000,53000,52000,48700,44900,50000,46000,52000,50000,51185.40161
Turkey,59,65,57,100,108,118,168.5,131.175,177.506,214.794,267.568,283.624,266.637,272.919,210.855,151.472,285.35,288.455,323.219,350.456,344.924,372.584,386.813,396.0254592,458.9597376,528.0339456,707.9679936,821.0450304,969.9383232,1261.073318,1517.074272,1734.018451,2037.944966,2028.052858,2319.017299,2697.987398,2940.002957,3328.012397,3865.085683,4249.001837,4728.086899,5796.093542,6370.768,7546.24,8422.402,8943.927,10231.867,10737.973,12339.735,13829.936,15126.039,13785.493,14194.55,15039.874,15774.544,13592.302,15734.636,15963.2,19999.35,21974.796,22670.465,23795.145,24126.2,26091,28607,31241,29493,33153,35214,36035,38200,34258,35825,30125,32577,35077,38796,45000,47499.159,49552.551,54027.283,53972.758,62737.276,63405,63879,71337,71239,71419,75403,80552,72544,56966,72299,82000,73700,81000,82000,79382.25896
Iran,0,0,0,0,0,0,0,0,55,55,55,170,55,55,55,35,38,25,42.7,42.714,64.795,58.5,64,64.9809216,69.926976,64.9809216,62.0815104,79.9896384,156.056544,139.001184,410.0108544,579.029472,796.9969728,744.9781248,744.9781248,744.9781248,744.9781248,784.7171136,1393.593466,1394.105126,1940.0472,2342.042035,2574.066,2849.794,2893.33,3488.322,3900.1,3900.1,6098.668,7254.186,11996.889,8979.3,8979.3,7997.926,9498.104,9997.861,10497.618,10974.7,12270.803,12726.117,12199.15,12516.6,12516.6,15000,15200,16000,16000,16300,18350,19250,19500,20000,20000,26640,28600,30460,32198,32650,35300,41000,44400,50000,61000,66000,70000,68700,66700,58600,55000,55000,55400,60400,68300,62000,59000,71000,72000,72126.16353
Saudi Arabia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2732.098118,0,0,105.0610176,151.9632576,195.9660864,259.0709184,252.9309888,250.0315776,354.0692736,510.9785856,558.0513792,674.808,702.925,927.861,964.141,1020.375,1088.4,1103.819,1267.079,1799.488,2176.8,3501.02,4733.633,7151.695,8123.999,8998.347,8979.3,9330.309,8592.918,9523.5,9523.5,9977,11371,15324,15300,16000,16000,16437,15400,14000,14000,15000,20608,22000,23000,25400,26064,27056,30368.771,31822.848,36500,42300,48358,53000,56238,57223,61900,55943,47134,41937,44341,53418,53699,52000,49000,50000,51672.56788
India,568,570,724.8966112,588,592,623,767,892,977,1142,1392,1642,1892,2142,2220,2146,2077,2180,1969,1471,1578,2136,2652,3252,3594,3840,4438.044846,4559.139802,5007.191137,5690.098465,6198.18561,6921.173662,7845.247563,8245.202029,8587.167361,9355.18227,9690.154795,10578.24132,11051.02332,11693.67936,11940.47429,13260.40931,13543.36098,14894.15906,15755.98456,15005.74278,14283.62373,16234.07092,18696.17031,19059.95139,19559.81018,18264.35037,17700.08146,20760.01559,22498.18155,25355.81348,29029.91168,33029.6892,36399.88051,36979.57156,40699.93618,46000,49000,51000,50000,53812,57000,62000,75000,80000,85000,90000,95000,100000,115000,123000,130000,145000,160000,170000,185000,205000,220000,240000,270000,280000,280000,300000,290000,290000,300000,320000,295000,330000,380000,420000,450000,479267.2021
China,252,369,451.6135055,477.6829882,192,270,229,203,450,800,824,1340,1452.5,1189.1,1572,1538.247,1177.89,425,208.057,608.692,765,1218,430,1296.20736,2046.6432,3880.0944,4600.001146,4500.056736,6422.025254,6806.96473,9300.117254,12270.13764,13500.17021,10000.06923,9000.113472,10000.06923,10500.13238,11102.01604,11128.11074,8148.880454,9255.261658,10250.27136,10230.96,12249.035,14221.76,24996.92,24996.92,30021.7,58044.372,65970.645,76684.129,85780.432,95442.703,83982.758,94053.179,108227.775,121055.476,142489.7,161446,179586,203168,206796,203168,252610,308220,367880,421180,445610,491190,511730,536000,573000,583190,661040,725000,862080,970000,1038300,1236770,1361170,1400000,1644000,1880000,2000000,2209840.8,2416136,2492070.8,2359188.3,2410309.8,2330840.6,2207706.8,2330000,2394708.3,2378108,2118000,2000000,1900000,1806091.295
"Korea, Republic of",0,0,0,0,0,0,0,0,0,0,0,0,0,1305.984,1181.429,1400,1003.002,5.35,10.696,18.191,17.35,24.132,10,6.9926976,35.9868096,44.0028288,62.0815104,55.9415808,46.049472,91.9283904,296.0810496,357.9920064,430.9889472,523.0878912,790.0042752,778.0655232,1241.971315,1613.948717,1880.012333,2439.939802,3572.074598,4865.04144,5821.126,6870.525,6577.564,8172.977,8840.529,10126.655,11869.909,14192.736,15129.667,16409.444,15627.61,15614.005,17883.319,21277.313,20408.407,20420.198,23397.879,25656.309,28988.627,30467.944,33593.466,34999,44444,47313,50730,55130,58434,60317,46091,48157,51255,52046,55514,59194,54330,51391,53971,52182,51653,50127,47236,48249,47087,47291,47048,52044,56747,56500,52093,50635,47518,49864,51000,51000,52000,52632.0053
Japan,3841,4274,3748,3615,3731,4784,5125,5876.803,6232.206,6703.328,5519,5074,4250,5828.459,4356.023,3767.666,2995.053,1172.273,929,1236,1848,3274.572,4458,6548.064365,7117.031174,8767.990022,10675.12038,10563.06666,13024.15511,15176.02988,14985.1804,17268.04034,22538.14658,24636.12641,28787.23048,29948.18884,32981.14351,32689.15574,38265.23514,42993.32204,47677.74722,51387.79968,57177.28,59451.129,60624.787,78101.77,73093.316,65505.354,68697.994,73123.247,84850.757,87785.809,88109.608,84809.942,80671.301,80874.469,78843.696,72842.077,71249.385,71535.997,77538.523,79700.811,81992.8,89564,88253,88046,91624,90474,94492,91938,81328,80120,81300,76550,71828,68766,67376,69629,69942,67685,62810,54800,51526,51291,54737,57962,57913,54827,53255,55195,55307,53462,50905,50083,53000,48000,48000,49299.5371
Vietnam,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,290.9644416,253.9543104,300.0037824,349.9759872,349.9759872,302.0504256,379.9934208,405.917568,452.9903616,470.0457216,491.0238144,724.000032,944.866944,885.0026304,926.106048,639.576,741.5670528,784.555,761.88,488.873,763.694,698.39,684.785,739.205,843.51,842.603,729.228,848.045,545.107,799.974,927.861,1100.191,1297.01,6390.722,6837.873,1953.678,1995.4,2539.6,3000,5000,6500,7200,7500,6586,8019,9700,10381,12500,16073,21121,24127,25320,29000,32690,37102,40009,47900,50000,58271,55531,57516,60982,67645,74457,78843,89121,105533,112283,114686,120000,110000,110000,112341.3709
Indonesia,0,0,0,0,0,0,0,0,0,0,0,0,0,300,0,0,0,0,0,10,37.751,0,0,100.626624,136.9545408,149.0638464,147.0172032,149.0638464,105.0610176,149.9166144,298.9804608,344.0066112,386.9861184,444.9743424,510.9785856,330.021216,439.0049664,364.984704,338.0372352,300.174336,410.0108544,539.9726976,553.27,546.921,553.27,730.135,830.812,880.697,1804.023,2677.464,3647.954,4430.695,5876.453,6889.572,7499.076,8185.675,8856.855,9977,10938.42,11840.885,12239.965,14095.687,13759.19,16153,17280,18934,19000,19500,24646,27505,22341,23925,27789,31300,34640,35500,36000,37000,35000,36000,38530,36910,39480,45240,51000,56690,56760,59850,62000,65000,75213,71900,62700,65000,64000,67000,65000,63848.06823
South Africa,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2123.051213,2161.937434,2336.072659,2469.957235,2525.046048,2722.035456,2646.991872,2704.980096,2598.042989,2659.101178,2884.061376,3455.074829,3881.97049,3983.961542,3809.99687,4410.004435,4987.157818,5749.473,5854.685,6110.459,6862.362,7299.536,7165.3,7046.483,6571.215,6822.454,6893.2,6983.9,8093.161,8008.81,7895.435,8185.675,7032.878,6710.893,6733.568,8484.078,8028.764,7981.6,7427,7028,7356,7905,9071,9000,9500,9500,8900,8900,8036,8525,8883,12348,13000,12657.529,13651.416,13473,11784,13000,11234,11560,12168,12068,12992,13000,14134,13680,12726,12000,12500,12000,12127.65957,12255.31915,12382.97872
Argentina,233,350,384,536,88,77,96,65,66.8,67,67.2,67.4,67.6,67.8,68,80.9,96.445,105.035,115.41,127.815,129.867,128.075,322.071,448.0443072,485.0544384,517.9712832,659.0191104,675.0511488,669.0817728,711.0379584,842.0231232,956.9762496,1062.037267,1071.929376,649.9797696,883.9793088,785.0582208,739.0087488,659.0191104,669.9345408,866.0711808,949.983552,924.233,964.141,961.42,1006.77,940.559,907,1399.501,1776.813,2696.511,3628,3990.8,4458.812,4398.95,4807.1,5532.7,5532.7,6457.84,6503.19,6503.19,6503.19,6503.19,6319,6400,6400,6060,6200,6500,7096,7500,7500,8300,8300,9000,9000,9000,9000,14701.572,15886,17398,19100,20000,11592,10716,11892,11408,11000,11000,11960,11842,11082,9871,12126,12976,12557,12603.55449,12658.44376
Barbados,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,149.655,199.54,198.633,204.982,184.121,214.959,199.54,200,175,62,78,80,107,173,259,253,268,250,298,325,322,320,337.801,294.184,316.467,301.427,300,223,176,160,160,160,160,240,240,240,180,240,240,240,240,240
Bolivia,0,0,0,0,11.1,11.1,11.1,11.1,11.1,11.1,18.6,24.285,24.285,24,22.579,22.675,27.6,27.174,30.742,38.828,39.13,41.546,38,39.0567744,37.0101312,33.9401664,32.9168448,38.0334528,32.0640768,24.0480576,28.994112,28.994112,38.0334528,45.0261504,49.9722048,62.0815104,63.9576,60.0348672,60.0348672,62.0815104,70.9502976,79.9896384,116.096,127.887,150.562,166.888,202.261,225.843,220.401,266.658,253.96,251.239,260.309,374.591,324.706,327.427,326.52,299.31,294.775,396.359,452.593,505.199,498.85,592,600,654,708,700,934,1035,1169,1214,1300,983,1010,1138,1276,1440,1636.079,1738.649,1985.411,2291.605,2414.382,2658,2714,3061,3337,3468,3601,3611,3655,3950,3210,3500,3900,4008.05213,4116.084524,4224.098975
Chile,111,145,161,102,112,139,203,285,248,313.11,363.987,340.758,385.091,359.72,364.584,374.747,362.877,411.088,579.906,602.299,539.789,495.208,512.848,698.0758848,817.9750656,762.0334848,774.9955584,803.9896704,771.0728256,770.049504,726.0466752,836.0537472,828.037728,869.9939136,1146.97296,1166.074963,1267.042694,1188.076378,1364.087693,1203.085094,1238.048582,1435.03799,2040.75,1367.756,1404.036,1462.084,1423.083,937.838,962.327,1121.959,1179.1,1352.337,1299.731,1862.978,1131.936,1254.381,1389.524,1297.01,1433.06,1593.599,1833.047,1723.3,1804.93,2251,2645,3021,2995,3000,3634,3735,3888,3036,3491,3513,3462,3622,3798,3999,4111.533,4439.967,4622.329,3876.297,3871.103,4406,4722,4880,4200,4300,4200,4000,4750,5030,4280,4750,4500,4628.088658,4675.787375,4723.270785
Colombia,0,0,0,0,30.005,48.639,67.273,85.907,104.541,123.175,141.809,167,188,210.912,207.793,258.578,281.626,302.598,332.265,346.227,363.749,474.726,579.977,647.9331264,699.9519744,873.0638784,961.922304,1046.005229,1219.969901,1210.93056,1227.98592,1356.071674,1465.055424,1571.992531,1715.93977,1834.986182,1971.940723,2082.459456,2227.941677,2116.058515,2367.113414,2408.046278,2795.374,2847.073,2891.516,3220.757,3431.181,3090.149,3611.674,3296.945,4152.246,4256.551,4335.46,4457.905,5030.222,4720.028,5275.112,5314.113,6009.782,5963.525,6377.117,6641.961,6621.1,6302,6807,7930,9322,9624,8907,8446,9190,7500,7500,6830,6064,7337,7822,9959,10038.131,11067.76,10455.662,9232,9488,10777,10925,11252,12384,13153,12495,12299,12452,13013,11849,13797,14611,14211,14360.58947,14510.17895
Costa Rica,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32.9168448,119.0464128,114.9531264,111.0303936,132.0084864,157.9326336,186.842,213.145,261.216,272.1,297.496,330.148,361.893,405.429,425.383,438.081,439.895,459.849,423.569,385.475,350.102,350.102,553.27,581.387,555.991,799.974,798.16,700,700,860,940,990,830,940,1200,1260,1150,1200,1200,1600,1900,2000,1399.789,2300,2500,1498,1276,1600,1500,1460,1500,1600,1600,1364,1340,1220,972,975,1200,1168.42002,1058.136231,1088.943626
Cuba,0,0,0,0,0,0,0,114.5431667,121.5726667,128.6021667,135.6316667,142.6611667,149.6906667,155.55,166.09,169.609,173.75,217.399,267.638,276.369,284.954,312.29,316.251,382.040064,420.0735168,406.9408896,420.9262848,425.0195712,417.003552,668.0584512,714.9606912,625.931712,399.948192,301.7093184,300.0037824,812.0056896,806.0363136,801.0902592,800.0669376,896.0886144,779.9416128,801.60192,741.926,752.81,752.81,1496.55,1496.55,1496.55,2500.599,2655.696,2711.023,2611.253,2779.955,3291.503,3162.709,3230.734,3345.923,3159.081,3304.201,3534.579,3565.417,3718.7,3718.7,2000,2000,1049,1081,1200,1453,1713,1800,1920,1700,1324,1327,1346,1366,1370,1704.7,1805.3,1707.2,1625.7,1600,1736,1833,1659,1580,1518,1493,1431,1590,1407,1015,817,680,680,680,680
Dominican Republic,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.8,43.452,53.561,70.443,104.037696,136.9545408,129.9618432,159.9792768,233.9995392,246.9616128,280.0490112,269.9863488,189.9967104,170.0419392,237.069504,257.0242752,229.0534848,297.9571392,211.9981248,275.9557248,310.0664448,326.9512512,390.0560832,492.501,595.899,676.622,580.48,604.969,586.829,653.947,861.65,867.092,886.139,897.93,951.443,948.722,1103.819,1142.82,1151.89,1065.725,1088.4,1493.829,1599.948,1059.376,1235,1365,1271,1276,1453,1642,1835,1885,2000,2000,2746,3050,2783,2636,2640,3776.798,4100,4000,3000,3000,3997,4130,4246,5018,5181,5171,5254,5430,5644,5200,6500,6535,6446.873082,6575.355445,6853.030329
Ecuador,0,0,0,0,10,10,10,10,10,10,12,14.249,16.481,17.213,19.802,27.86,34.691,37.504,38.497,33.231,40.369,52.25,57.607,78.9663168,89.0289792,91.0756224,94.9983552,145.9938816,151.9632576,155.0332224,159.9792768,157.0798656,201.0826944,218.9908224,193.9194432,258.0475968,288.0650304,325.0751616,437.9816448,429.795072,434.058912,456.0603264,331.055,369.149,349.195,485.245,499.757,499.757,607.69,623.109,833.533,1098.377,1396.78,1238.055,1584.529,1444.851,1483.852,1396.78,2014.447,2144.148,2199.475,2249.36,2267.5,2300,2250,2098,2164,2300,3028,2900,2600,2300,2800,2920,3000,3100,3100,3100,4110,4420,5493,5000,5000,5706,5700,6670,6600,6200,5600,5690,5800,5550,5000,5400,5500,5558.510638,5617.021277,5675.531915
El Salvador,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35.9868096,48.9488832,56.9649024,69.074208,84.9356928,86.982336,83.0596032,85.9590144,75.043584,63.9576,77.9429952,90.0523008,81.01296,142.0711488,142.9239168,154.0099008,142.0711488,163.26,185.935,217.68,240.355,295.682,331.962,321.985,374.591,519.711,591.364,549.642,458.035,418.127,431.732,407.243,399.08,442.616,606.783,623.109,632.179,634.9,680,419,861,850,875,948,1020,1076,1031,1064,1174,1318,1390,1256,1400,1311,1300,1300,1212,1200,1320,1400,1200,1000,1000,1000,900,1089,1280,1000,1070,1066,1081.037155,1092.457679,1103.878191
French Guiana,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52,51,50,50,50,58,62,60,60,60,62,62,62,62,62,62,60,94,87,76,91,80,93,95,90,100,100,100.9315939,101.9973097,103.0628899
Guadeloupe,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,159.632,159.632,159.632,159.632,159.632,180.493,190.47,199.54,199.54,199.54,240,235,230,230,230,230,230,230,230,230,265,230,230,230,230,230,230,230,230,230,300,300,300,300,300,300,300,310,310,310,310,310,313.2978723,316.5957447,319.893617
Guatemala,0,0,0,0,0,0,0,0,0,19,19,19,19,19,19,21,23,29,29,27.6,31.573,35.852,41.61,56.9649024,60.0348672,56.9649024,62.0815104,78.9663168,79.9896384,98.06832,118.0230912,115.976448,112.0537152,125.356896,116.9997696,157.0798656,186.0739776,235.0228608,201.9354624,223.9368768,179.934048,186.9267456,224.029,226.75,263.937,310.194,310.194,394.545,445.337,490.687,515.176,573.224,575.945,514.269,506.106,451.686,785.462,789.09,643.97,1323.313,1505.62,1613.553,1723.3,1440,1400,1119,1480,1560,1090,1280,1770,1900,2000,2000,1800,1800,1800,1800,2400,2500,2500,1500,1500,2820,2900,2970,3500,3500,3600,3440,3030,2890,3230,3380,3486,3563.744379,3506.031561,3543.229919
Guyana,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,100,400,400,410,410,400,400,570,642.1640928,710.6658122,779.111281
Haiti,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35.9868096,38.0334528,47.9255616,44.0028288,44.0028288,49.9722048,55.9415808,41.9561856,38.0334528,40.080096,41.9561856,49.9722048,61.676,71.653,80.723,107.933,142.399,154.19,245.797,242.169,248.518,272.1,272.1,235.82,212.238,215.866,220.401,220.401,252.146,252.146,250.332,217.68,286.612,250,200,100,75,50,260,260,260,250,250,315,360,360,360,360,290,290,290,290,290,300,300,100,200,200,200,300,300,300,300,300,300,300,300,300
Honduras,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.9154304,33.9401664,40.932864,55.9415808,60.0348672,72.9969408,93.9750336,105.0610176,111.0303936,128.9385216,132.0084864,152.376,162.353,194.098,234.913,214.959,271.193,253.96,250.332,270.286,621.295,634.9,311.101,277.542,485.245,499.757,498.85,360.079,450.779,559.619,648.505,653.04,693,650,723,615,655,952,980,1020,1200,1280,1321,1360,1400,1800,300,1668,1776,1784,1800,1800,1710,1700,1700,1700,1700,1700,2140,1960,1800,1490,1650,1700,1754.873354,1721.668833,1691.662558
Jamaica,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,75.043584,100.9677312,98.06832,108.9837504,133.031808,112.0537152,178.0579584,196.989408,211.9981248,214.897536,200.0593728,198.0127296,276.9790464,310.9192128,349.9759872,334.9672704,408.9875328,413.9335872,441.709,423.569,417.22,402.708,399.08,406.336,365.521,332.869,293.868,225.843,249.425,165.074,211.331,276.635,261.216,240.355,241.262,305.659,370.963,411.778,435.36,384,475,451,445,523,557,588,558,504,500,596,614,608,808,845,760.815,591.967,724.528,736.5,723.489,766,760,825,830,808,911,846,787,759,940,979,957,952.7001582,1009.732296,1034.638354
Martinique,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24.0480576,24.0480576,28.994112,41.9561856,42.9795072,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,179.586,199.54,199.54,199.54,199.54,199.54,199.54,199.54,199.54,199.54,245,240,220,225,225,220,220,220,220,220,255,221,220,220,220,220,220,220,220,220,150,150,150,150,150,150,150,150,150,150,150,150,150,150,150
Nicaragua,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.62,12.63,10.034,16,9.975,15.959,16.22,16.462,16.512,19.9547712,18.9314496,0,0,0,0,0,40.080096,34.963488,32.0640768,39.0567744,46.049472,54.0654912,61.0581888,66.0042432,84.0829248,96.0216768,101.9910528,108.9837504,126.98,116.096,117.91,192.284,235.82,193.191,225.843,225.843,198.633,340.125,349.195,166.888,99.77,99.77,99.77,99.77,99.77,99.77,99.77,130.608,126.98,239,277,255,309,350,360,377,480,570,650,514,549,590,600,610,530,530,530,530,530,700,700,650,700,700,700,780,680,580,510,512,530,530,530,530
Panama,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41.3,53.6,50.971,75.043584,92.951712,79.9896384,76.9196736,72.9969408,69.926976,78.9663168,67.0275648,97.0449984,108.9837504,113.9298048,107.9604288,142.0711488,125.0157888,165.9486528,149.9166144,150.087168,164.9253312,173.964672,243.983,281.17,294.775,433.546,394.545,276.635,282.984,270.286,300.217,466.198,498.85,156.004,110.654,153.283,108.84,149.655,335.59,349.195,199.54,168.702,199.54,300,250,571,615,350,647,700,750,900,1000,820,770,800,820,840,1050,1050,1843,1679,1700,897,1000,2370,2190,2200,2200,1920,1640,1370,754,821,900,900,900,900
Paraguay,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.9227328,3.0699648,6.9926976,11.938752,13.9853952,11.938752,6.9926976,12.9620736,13.9853952,16.0320384,17.05536,18.0786816,23.024736,28.994112,25.9241472,13.9853952,24.0480576,37.0101312,87.979,60.769,71.653,74.374,103.398,153.283,155.097,199.54,165.981,160.539,199.54,0,0,0,0,0,178.679,261.216,321.078,326.52,326.52,326,326,490,570,570,613,675,620,640,650,650,650,660,650,650,600,600,600,600,600,820,800,960,1000,1200,1300,1500,1100,1100,1000,1100,1100,1111.702128,1045.185126,1094.93579
Peru,48,49,25,0,21,27,46,60,75,83.048,101.38,119.986,124.48,167.872,188.882,206.792,248.537,264.892,260.617,255.644,282.373,280.5,331.297,360.0386496,370.95408,448.8970752,483.0077952,544.918752,552.0820032,545.9420736,604.9536192,581.9288832,601.0308864,654.073056,660.042432,754.0174656,813.0290112,1017.011117,1069.029965,1042.082496,1108.939507,1137.080851,1131.936,1446.665,1626.251,2359.107,1730.556,1795.86,1965.469,1970.004,2018.982,2499.692,2993.1,3079.265,2589.485,2299.245,2199.475,2199.475,2205.824,2584.043,2539.6,1995.4,1995.4,2200,2089,2089,2100,2100,3848,4301,4340,3799,3800,3950,3980,4000,4590,4600,5782.419,6231.023,6921.735,6862,6865,8500,9000,10527,10676,10410,10094,9980,10049,10574,9140,12855,13196,11404,12531.49132,13064.86465
Suriname,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61.676,45.35,49.885,49.885,44.443,59.862,61.676,54.42,70.746,71.653,74.374,49.885,49.885,49.885,49.885,49.885,49.885,49.885,50,50,50,50,50,60,65,65,65,65,65,65,65,65,65,65,65,65,65,65,74,114,131,130,160,150,30,30,50,50,50,50,50,50,50
Trinidad and Tobago,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24.0480576,120.9225024,139.001184,133.031808,149.9166144,179.934048,177.0346368,98.06832,17.05536,162.02592,176.0113152,189.9967104,211.9981248,189.9967104,209.9514816,243.03888,271.193,255.774,286.612,253.053,242.169,258.495,237.634,214.959,220.401,215.866,199.54,139.678,189.563,390.01,405.429,408.15,326.52,323.799,360.079,380.033,438.081,485,482,527,583,600,617,653,690,688,743,697,744,766,768,770,883,901.8,957.648,869.9,800,827,654,802,837,840,721,670,663,678,632,728,707,719,726.5684211,734.1368421
Uruguay,0,0,0,0,157,136,106.213,99.778,111.073,147.773,158.359,164.434,137.88,179.068,150.069,131.544,165.99,216.592,272.49,280.831,287.466,293.377,304.512,301.027104,300.0037824,296.9338176,296.9338176,266.063616,339.0605568,417.003552,433.0355904,421.9496064,414.9569088,389.0327616,374.0240448,340.0838784,411.886944,430.9889472,478.0617408,420.9262848,515.071872,466.9757568,497.943,457.128,4546.791,516.99,546.921,636.714,675.715,700.204,673.901,686.599,689.32,741.926,658.482,400.894,333.776,299.31,340.125,400.894,434.453,465.291,462.57,500,500,500,700,600,685,781,750,720,700,1015,1000,1050,1050,1050,620,620,620,620,620,620,620,850,820,730,740,817,812,737,825,900,900,799.2301578,799.1897214,899.111447
Venezuela,0,0,0,0,44.626,44.626,44.626,44.626,44.626,44.626,39.863,39.13,87.068,115.415,121.833,111.721,119.67,115.784,128.329,145.881,214.513,285,501.006,620.9856576,839.97648,982.0476288,1212.977203,1282.051411,1451.070029,1746.980525,1615.99536,1871.996314,1487.056838,1512.980986,1510.081574,1580.00855,1849.994899,2111.965229,2114.011872,2248.067002,2438.063712,2080.071706,2649.347,2799.002,2981.309,3412.134,3492.857,3453.856,3537.3,3135.499,3425.739,3978.102,4098.733,4875.125,5431.116,4443.393,4779.89,4897.8,5745.845,6108.645,6197.531,4508.697,5228.855,6337,6585,6842,6900,6900,7556,8145,8202,8500,8600,8700,7000,7700,9000,10000,11000,11000,11000,11000,11000,7760,7700,8846,7940,8210,7300,5410,2010,1150,1470,2500,2600,2552.579869,2552.583791,2552.5827
Albania,0,0,0,0,0,0,0,0,0,14,0,0,0,14,0,0,0,0,0,0,0,0,0,16.0320384,17.05536,12.9620736,15.0087168,42.9795072,75.043584,69.926976,77.9429952,74.0202624,72.9969408,120.0697344,120.0697344,129.9618432,127.062432,149.9166144,135.0784512,129.620736,302.0504256,327.9745728,362.8,362.8,362.8,517.897,516.99,516.99,700.204,750.089,899.744,997.7,997.7,789.09,829.905,838.975,838.975,848.045,848.045,857.115,798.16,798.16,798.16,600,200,200,200,200,203,100,84,106,110,0,0,578,573,575,525,889,918,1108,1300,1800,2000,2000,1740,1980,2000,1930,1770,1770,2522,2503,1730,1474.257925,1737.973224,2007.004943
