Countries,1928,1929,1930,1931,1932,1933,1934,1935,1936,1937,1938,1939,1940,1941,1942,1943,1944,1945,1946,1947,1948,1949,1950,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,2025
Bosnia and Herzegovina,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,150,150,150,150,150,200,300,300,300,704,913,891,1045,1000,1226.319,1283.357,1406.373,1073.762,948.513,893,846,882,840,808,841,910,995,955,1126,1097,1000,1000,1000,1000
Iceland,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,471.9218112,591.9915456,671.981184,627.9783552,451.96704,32.9168448,77.9429952,72.9969408,75.043584,97.0449984,98.06832,107.9604288,113.9298048,114.9531264,115.976448,99.9444096,92.951712,85.258,99.77,129.701,134.236,155.097,158.725,145.12,138.771,133.329,126.073,126.98,121.538,124.259,115.189,117.91,114.282,113.375,130.608,134.236,117.91,119.724,106,100,86,81,82,88,101,118,131,144,125,83,90,90,95,141.433,140,138,138,138,140,140,0,0,0,0,0,0,0,0,0,0,24.62739964,51.24395374,75.72317439
North Macedonia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,901,921,896,928,935,865,865,865,865
Serbia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2036,1088,1612,1696,2205,2011,2253,1575,2117,2418,2396,2075,2240,2200,2565,2677,2843,2232,2300,2095,1831,1592,1605,1654,1801,1908,2093,2151,2364,2610,2625,2629.706145,2625.573144,2629.20555
Russia,1119.305052,1392.22021,1832.178265,1959.813155,2047.451859,1593.965682,2078.037178,2626.22021,3437.907531,3454.376549,3350.268827,3352.621544,3411.439466,3411.439466,3411.439466,3411.439466,3411.439466,1058.722593,1999.809342,2823.260248,3881.982841,4705.433746,6175.881792,7292.979243,9069.723546,9387.980323,11170.79775,13234.09895,14645.74687,17057.34551,19590.02566,22812.07794,26774.06164,29997.31771,33702.8935,35889.78411,38193.1417,42577.45611,47049.94836,49877.95906,51473.58668,52784.11599,56011.51351,58979.78816,61181.45414,64392.46154,67626.942,71743.2625,73064.15539,74712.60411,74657.65582,72342.35891,73620.04004,74783.02328,72731.79825,75363.44794,76529.09858,76820.91134,79457.89582,80801.72829,82033.53027,82601.5367,80769.94662,74698.76072,61700,49900,37200,36400,27800,26700,26000,28400,32400,35300,37700,41000,45700,48700,54731,59939,53548,44266,50400,56200,61700,66503,69139,62104,54935,54678,53678,57676,56165,61000,60665,63000,65000,65181.19566
Ukraine,364.6358437,453.5433746,596.8684461,638.4480458,666.9980934,519.2659676,676.9618684,855.5433746,1119.966635,1125.331745,1091.416587,1092.183031,1111.344137,1111.344137,1111.344137,1111.344137,1111.344137,344.8999047,651.4775977,919.7330791,1264.632984,1532.888465,2011.916111,2375.832784,2954.642517,3058.320981,3639.109154,4311.270485,4771.142822,5556.768959,6381.839802,7431.487301,8722.182154,9772.221813,10979.3867,11691.80974,12442.1742,13870.45167,15327.45481,16248.73545,16768.54282,17195.47377,18246.86258,19213.83699,19931.07339,20977.1228,22030.81903,23371.79216,23802.09924,24339.11414,24321.21365,23566.95971,23983.1897,24362.05459,23693.82731,24551.13944,24930.87328,25025.93708,25884.98713,26322.76724,26724.05119,26909.09056,26312.41373,24334.60439,20100,15000,11400,11000,5017,5098,5591,5828,5311,5800,7142,8900,10600,12183,13732,15000,14918.4,9495.7,9456.5,10515,9801,9857,8636,8511,9023,9003,9241,9210,9568,10781,5390,7450,7828.073315,8063.463367
Belarus,41.72449952,51.89799809,68.29837941,73.05624404,76.32316492,59.4184938,77.46329838,97.89799809,128.1553861,128.7693041,124.8884652,124.9761678,127.1687321,127.1687321,127.1687321,127.1687321,127.1687321,39.46615825,74.5471878,105.2430887,144.7092469,175.4051478,230.2192564,271.8614629,338.0934223,349.9571271,416.4154754,493.3294584,545.9516662,635.8491843,730.2602759,850.3691937,998.0606445,1118.214436,1256.347732,1337.868776,1423.731376,1587.166111,1753.887864,1859.308036,1918.788482,1967.641277,2087.94945,2198.598262,2280.67009,2400.367286,2520.939491,2674.384177,2723.623296,2785.072763,2783.024447,2696.716783,2744.345091,2787.697788,2711.23397,2809.334364,2852.786495,2863.664442,2961.963702,3012.057943,3057.976007,3079.149666,3010.873213,2784.556721,2300,1900,1488,1235,1467,1876,2035,2100,1800,1803,2171,2472,2731,3131,3494.8,3820.5,4219,4350.1,4531.2,4604,4906,5057,5617,4638,4503,4490,4519,4728,4736,4985,4092,4402,4528.007746,4659.71041
Estonia,10.88465205,13.5386082,17.81696854,19.05815062,19.91039085,15.50047664,20.20781697,25.5386082,33.43183985,33.59199237,32.57959962,32.60247855,33.17445186,33.17445186,33.17445186,33.17445186,33.17445186,10.29551954,19.44709247,27.45471878,37.75023832,45.75786463,60.05719733,70.92038162,88.19828408,91.2931636,108.630124,128.6946413,142.4221738,165.8737003,190.5026807,221.8354418,260.3636464,291.7081138,327.7428865,349.0092458,371.4081851,414.0433333,457.5359646,485.036879,500.5535171,513.2977244,544.6824652,573.5473727,594.9574147,626.1827703,657.6363889,697.6654376,710.5104252,726.5407207,726.0063775,703.4913346,715.9161106,727.22551,707.2784271,732.8698341,744.2051725,747.042898,772.686183,785.7542459,797.7328713,803.2564347,785.4451859,726.406101,600,500,402,417,388,423,321,358,329,405,466,506,615,650,848.9,937.4,808,326.2,375,449,450,457,447,390,395,503,527,411,254,366,267,199,199,199
Latvia       ,7.2564347,9.025738799,11.87797903,12.70543375,13.2735939,10.3336511,13.47187798,17.0257388,22.28789323,22.39466158,21.71973308,21.7349857,22.11630124,22.11630124,22.11630124,22.11630124,22.11630124,6.863679695,12.96472831,18.30314585,25.16682555,30.50524309,40.03813155,47.28025441,58.79885605,60.86210907,72.42008268,85.79642756,94.94811587,110.5824668,127.0017871,147.8902946,173.5757643,194.4720759,218.4952577,232.6728305,247.6054567,276.0288889,305.0239764,323.3579193,333.7023447,342.1984829,363.1216435,382.3649152,396.6382765,417.4551802,438.4242593,465.1102917,473.6736168,484.3604805,484.0042517,468.9942231,477.2774071,484.8170067,471.5189514,488.5798894,496.1367817,498.0285987,515.124122,523.836164,531.8219142,535.5042898,523.6301239,484.270734,400,300,244,204,325,246,366,0,0,0,260,295,284,280,280,300,310,650,1100,1100,1100,1000,1100,1100,1100,1000,1000,1100,1100,1200,1250,1250,1250,1250
Lithuania,27.21163012,33.8465205,44.54242135,47.64537655,49.77597712,38.75119161,50.51954242,63.8465205,83.57959962,83.97998093,81.44899905,81.50619638,82.93612965,82.93612965,82.93612965,82.93612965,82.93612965,25.73879886,48.61773117,68.63679695,94.37559581,114.3946616,150.1429933,177.3009541,220.4957102,228.232909,271.57531,321.7366033,356.0554345,414.6842507,476.2567017,554.5886046,650.909116,729.2702846,819.3572164,872.5231146,928.5204626,1035.108333,1143.839912,1212.592198,1251.383793,1283.244311,1361.706163,1433.868432,1487.393537,1565.456926,1644.090972,1744.163594,1776.276063,1816.351802,1815.015944,1758.728337,1789.790276,1818.063775,1768.196068,1832.174585,1860.512931,1867.607245,1931.715458,1964.385615,1994.332178,2008.141087,1963.612965,1816.015253,1500,1000,736,649,700,714,788,666,570,529,606,597,753,832,1065.4,1105.365,1075.6,583.1,834,996,1000,1070,903,980,1010,1023,1151,1223,1221,1354,1463,1392.543666,1368.27207,1365.028186
Georgia,9.070543375,11.2821735,14.84747378,15.88179218,16.59199237,12.91706387,16.83984747,21.2821735,27.85986654,27.99332698,27.14966635,27.16873213,27.64537655,27.64537655,27.64537655,27.64537655,27.64537655,8.579599619,16.20591039,22.87893232,31.45853194,38.13155386,50.04766444,59.10031802,73.49857007,76.07763633,90.52510334,107.2455344,118.6851448,138.2280836,158.7522339,184.8628682,216.9697053,243.0900949,273.1190721,290.8410382,309.5068209,345.0361111,381.2799705,404.1973992,417.1279309,427.7481036,453.9020543,477.9561439,495.7978456,521.8189752,548.0303241,581.3878646,592.092021,605.4506006,605.0053146,586.2427788,596.5967588,606.0212583,589.3986892,610.7248618,620.1709771,622.5357483,643.9051525,654.795205,664.7773928,669.3803622,654.5376549,605.3384175,500,300,100,100,85,91,200,300,300,335,347,345,425,450,450,450,450,870.368,856.88,860,860,1619,1626,1759,1809,2058,1981,2681,2446,2683,2507,2812.591929,2937.923189,3063.24822
Azerbaijan,14.5128694,18.0514776,23.75595806,25.41086749,26.5471878,20.66730219,26.94375596,34.0514776,44.57578646,44.78932316,43.43946616,43.4699714,44.23260248,44.23260248,44.23260248,44.23260248,44.23260248,13.72735939,25.92945663,36.60629171,50.3336511,61.01048618,80.07626311,94.56050883,117.5977121,121.7242181,144.8401654,171.5928551,189.8962317,221.1649337,254.0035742,295.7805891,347.1515285,388.9441518,436.9905154,465.3456611,495.2109134,552.0577778,610.0479528,646.7158387,667.4046895,684.3969658,726.2432869,764.7298303,793.2765529,834.9103603,876.8485186,930.2205834,947.3472336,968.7209609,968.0085033,937.9884461,954.5548141,969.6340133,943.0379028,977.1597788,992.2735634,996.0571973,1030.248244,1047.672328,1063.643828,1071.00858,1047.260248,968.5414681,800,600,500,200,223,315,201,200,200,523,848,1013,1428,1538,1622,1692.8,1594.9,1286.3,1278.8,1425,1966,2296,2941,2683,2310,2955,3445,3488,3237,3440,3560,3725,3838.421592,3939.69667
Armenia,7.2564347,9.025738799,11.87797903,12.70543375,13.2735939,10.3336511,13.47187798,17.0257388,22.28789323,22.39466158,21.71973308,21.7349857,22.11630124,22.11630124,22.11630124,22.11630124,22.11630124,6.863679695,12.96472831,18.30314585,25.16682555,30.50524309,40.03813155,47.28025441,58.79885605,60.86210907,72.42008268,85.79642756,94.94811587,110.5824668,127.0017871,147.8902946,173.5757643,194.4720759,218.4952577,232.6728305,247.6054567,276.0288889,305.0239764,323.3579193,333.7023447,342.1984829,363.1216435,382.3649152,396.6382765,417.4551802,438.4242593,465.1102917,473.6736168,484.3604805,484.0042517,468.9942231,477.2774071,484.8170067,471.5189514,488.5798894,496.1367817,498.0285987,515.124122,523.836164,531.8219142,535.5042898,523.6301239,484.270734,400,200,100,200,282,297,300,287,219,300,355,384,501,605,625,722,770,467.3,487.6,422,438,431,422,417,268,356,546,591,715,853,1004,1136,1147.957895,1159.915789
Kazakhstan,116.1029552,144.4118208,190.0476644,203.2869399,212.3775024,165.3384175,215.5500477,272.4118208,356.6062917,358.3145853,347.5157293,347.7597712,353.8608198,353.8608198,353.8608198,353.8608198,353.8608198,109.8188751,207.435653,292.8503337,402.6692088,488.0838894,640.6101049,756.4840706,940.7816969,973.793745,1158.721323,1372.742841,1519.169854,1769.319469,2032.028594,2366.244713,2777.212228,3111.553214,3495.924123,3722.765289,3961.687307,4416.462222,4880.383622,5173.72671,5339.237516,5475.175726,5809.946296,6117.838643,6346.212423,6679.282883,7014.788149,7441.764667,7578.777868,7749.767687,7744.068027,7503.907569,7636.438513,7757.072107,7544.303222,7817.278231,7938.188507,7968.457579,8241.985952,8381.378623,8509.150627,8568.068637,8378.081983,7748.331745,6400,4000,2000,1800,1120,661,600,838,1175,2029,2129,2570,3662,3975,4880.2,5698.6,5837.3,5694.1,6686.3,7642,6392,7072,8140,8729,9204,9398,9913,10268,10962,12313,12088,12151,12716.59334,13116.99116
Kyrgyzstan,19.95519542,24.8207817,32.66444233,34.9399428,36.50238322,28.41754051,37.04766444,46.8207817,61.29170639,61.58531935,59.72926597,59.77121068,60.81982841,60.81982841,60.81982841,60.81982841,60.81982841,18.87511916,35.65300286,50.3336511,69.20877026,83.88941849,110.1048618,130.0206996,161.6968541,167.3707999,199.1552274,235.9401758,261.1073186,304.1017838,349.2549145,406.69831,477.3333517,534.7982087,600.8619587,639.850284,680.9150059,759.0794444,838.8159351,889.2342782,917.6814481,941.045828,998.5845195,1051.503517,1090.75526,1148.001745,1205.666713,1279.053302,1302.602446,1331.991321,1331.011692,1289.734113,1312.512869,1333.246768,1296.677116,1343.594696,1364.37615,1369.578646,1416.591336,1440.549451,1462.510264,1472.636797,1439.982841,1331.744519,1100,700,400,300,544,658,709,386,500,469,533,757,800,900,1059.9,1229.5,1218.1,579.4,600,1015,1050,1676,1730,1496,1289,1505,1931,1947,1874,2468,2670,2961,2975.36052,3043.400485
Tajikistan,7.2564347,9.025738799,11.87797903,12.70543375,13.2735939,10.3336511,13.47187798,17.0257388,22.28789323,22.39466158,21.71973308,21.7349857,22.11630124,22.11630124,22.11630124,22.11630124,22.11630124,6.863679695,12.96472831,18.30314585,25.16682555,30.50524309,40.03813155,47.28025441,58.79885605,60.86210907,72.42008268,85.79642756,94.94811587,110.5824668,127.0017871,147.8902946,173.5757643,194.4720759,218.4952577,232.6728305,247.6054567,276.0288889,305.0239764,323.3579193,333.7023447,342.1984829,363.1216435,382.3649152,396.6382765,417.4551802,438.4242593,465.1102917,473.6736168,484.3604805,484.0042517,468.9942231,477.2774071,484.8170067,471.5189514,488.5798894,496.1367817,498.0285987,515.124122,523.836164,531.8219142,535.5042898,523.6301239,484.270734,400,300,200,100,50,36,18,30,50,70,100,166,194,253,281.5,313.1,190.4,195,288.2,299,232,384,1150,1418,1361,3117,3844,4202,4243,4000,4024,4188,4376.97443,4569.036867
Uzbekistan,107.0324118,133.1296473,175.2001907,187.4051478,195.78551,152.4213537,198.7102002,251.1296473,328.7464252,330.3212583,320.3660629,320.5910391,326.2154433,326.2154433,326.2154433,326.2154433,326.2154433,101.2392755,191.2297426,269.9714013,371.2106768,449.9523356,590.5624404,697.3837526,867.2831268,897.7161087,1068.196219,1265.497306,1400.484709,1631.091386,1873.27636,2181.381845,2560.242523,2868.463119,3222.805051,3431.924251,3652.180486,4071.426111,4499.103652,4769.52931,4922.109585,5047.427623,5356.044241,5639.882499,5850.414578,6157.463908,6466.757825,6860.376803,6986.685847,7144.317087,7139.062712,6917.66479,7039.841754,7151.050848,6954.904533,7206.553369,7318.01753,7345.92183,7598.0808,7726.583418,7844.373235,7898.688275,7723.544328,7142.993327,5900,5300,4800,3500,3300,3300,3400,3300,3400,4000,4000,4000,4800,5068,5700,6500,6600,6850,6872,6698,6800,6990,7350,7900,8300,8930,9200,10990,12540,15000,11518,11931,12056.58947,12182.17895
Turkmenistan ,19.95519542,24.8207817,32.66444233,34.9399428,36.50238322,28.41754051,37.04766444,46.8207817,61.29170639,61.58531935,59.72926597,59.77121068,60.81982841,60.81982841,60.81982841,60.81982841,60.81982841,18.87511916,35.65300286,50.3336511,69.20877026,83.88941849,110.1048618,130.0206996,161.6968541,167.3707999,199.1552274,235.9401758,261.1073186,304.1017838,349.2549145,406.69831,477.3333517,534.7982087,600.8619587,639.850284,680.9150059,759.0794444,838.8159351,889.2342782,917.6814481,941.045828,998.5845195,1051.503517,1090.75526,1148.001745,1205.666713,1279.053302,1302.602446,1331.991321,1331.011692,1289.734113,1312.512869,1333.246768,1296.677116,1343.594696,1364.37615,1369.578646,1416.591336,1440.549451,1462.510264,1472.636797,1439.982841,1331.744519,1100,1100,700,400,451,450,450,450,450,450,450,450,450,42787,920.6,941,1025.6,1100,1100,1500,1900,2650,2900,3300,3500,3600,2700,2400,1900,2100,2100,2465.114745,2463.841255,2462.676165
Moldova,30.83984747,38.3593899,50.48141087,53.99809342,56.41277407,43.91801716,57.25548141,72.3593899,94.72354623,95.17731173,92.30886559,92.37368923,93.99428027,93.99428027,93.99428027,93.99428027,93.99428027,29.1706387,55.10009533,77.78836988,106.9590086,129.6472831,170.1620591,200.9410813,249.8951382,258.6639635,307.7853514,364.6348171,403.5294924,469.9754841,539.7575952,628.5337519,737.6969981,826.5063225,928.6048452,988.8595298,1052.323191,1173.122778,1296.3519,1374.271157,1418.234965,1454.343552,1543.266985,1625.050889,1685.712675,1774.184516,1863.303102,1976.71874,2013.112871,2058.532042,2057.01807,1993.225448,2028.42898,2060.472278,2003.955543,2076.46453,2108.581322,2116.621544,2189.277519,2226.303697,2260.243135,2275.893232,2225.428027,2058.15062,1700,1500,39,49,40,122,74,50,222,200,300,255,440,500,837,800,750,700,700,1070,1230,1150,1300,1200,1300,1116,1233,1329,1235,1243,1200,1226.550966,1262.49906,1276.159059
Algeria,52,58,0,88,88,77,96,65,66.8,67,67.2,67.4,67.6,67.8,68,80.9,96.445,105.035,115.41,127.815,129.867,128.075,322.071,448.0443072,485.0544384,517.9712832,659.0191104,675.0511488,669.0817728,711.0379584,842.0231232,956.9762496,1062.037267,1071.929376,649.9797696,883.9793088,785.0582208,739.0087488,659.0191104,669.9345408,866.0711808,949.983552,924.233,964.141,961.42,1006.77,940.559,907,1399.501,1776.813,2696.511,3628,3990.8,4458.812,4398.95,4807.1,5532.7,5532.7,6457.84,6503.19,6503.19,6503.19,6503.19,6319,6400,6400,6060,6200,6500,7096,7500,7500,8300,8300,9000,9000,9000,9000,14701.572,15886,17398,19100,20000,19000,19000,18500,21000,23000,23000,26900,24480,25370,22500,24000,28000,28736.31765,29472.26971,30207.89092
Angola,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28.994112,41.9561856,69.926976,86.982336,86.982336,165.9486528,155.0332224,161.0025984,157.0798656,163.0492416,193.9194432,214.044768,245.0855232,264.0169728,279.0256896,311.9425344,383.0633856,449.872,529.688,616.76,768.229,760.066,698.39,298.403,299.31,399.08,399.08,399.08,250.332,250.332,220.401,350.102,350.102,353.73,353.73,997.7,997.7,997.7,260,300,250,300,300,270,301,350,350,350,550,597,700,754,760,1373,1400,1780,1800,1500,1500,1600,4000,5100,5200,5000,5000,2680,2470,2720,3100,2900,2852.500673,2841.218487,2874.593889
Benin,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,296.589,314.729,300.217,300.217,300.217,300.217,300.217,498.85,498.85,498.85,320,370,380,380,380,360,450,520,520,520,250,250,250,250,250,1488.883,1550,1500,1500,1500,1460,1390,1422,1396,1382,1356,1360,2530,2320,2380,2340,3000,2963.16921,2994.360464,3025.551719
Botswana,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,15,15,15,15,15,1,0,0,11,11,10.93356045,7.086440928
Burkina Faso,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,40,40,50,50,50,30,30,30,30,30,30,468,563,587,590,600,580,403,263,300,1800,2150,2745,2190,3040,3100,3278.826929,2825.161285,2848.591242
Burundi,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,71,100,70,100,100,45,100,75,210,180,180,195.6065499,160.7663682,191.7934682
Cameroon,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.9154304,10.9154304,0,0,0,0,0,0,0,0,0,0,29.931,140.585,169.609,192.284,201.354,237.634,298.403,362.8,353.73,489.78,498.85,516.083,529.688,609.504,0,0,0,0,0,0,0,521,519,520,520,520,305,350,400,500,500,980,937,949,1032,1000,1000,1150,1000,1000,1000,730,900,1400,1300,1600,2600,2560,2830,2780,3440,4500,4700,5047.041447,5393.996598,5740.884307
Chad,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,180,200,200,200,350,370,410,390,510,600,656.6936509,652.1884309,746.3823547
Congo (Brazzaville),41,60,64,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48.978,39.001,15.419,0,0,58.048,38.094,58.048,58.048,58.048,103,115,114,114,100,50,20,20,20,20,201,265,331,403,410,100,100,105,110,100,70,150,250,460,700,950,1050,700,730,600,800,894,30.91709639,21.4291287,18.94660142
Congo (Kinshasa),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,245.9382912,224.9601984,247.9849344,264.0169728,259.9236864,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,241,125,134,158,96,0,0,0,0,0,519.233,530.196,411.212,443.55,530,458,377,447,330,399,253,900,1169,1383,1285,1560,2122,2294.097533,2466.103131,2638.035288
C涔坱e d'Ivoire,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,775.485,652.133,770,550,550,500,510,500,500,500,1000,1100,650,650,650,650,650,650,650,650,360.297,468.797,360.034,283.4,280,99,78,2300,2690,3100,3600,3600,4500,4900,5000,5000,5000,5233.403267,5466.6892,5699.873016
Djibouti,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,150,170,180,180,180,224,250,240,360,480,537.1177227,594.2198422,651.3141456
Eritrea,0,0,0,0,0,0,0,0,0,0,0,0,0,9,25,27.5,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,300,350,47,60,50,50,45,45,45,45,45,45,45,45,45,45,45,230,230,230,230,200,200,210,180,180,160,180,180,170.5170013,177.4639317,177.4597724
Ethiopia,0,0,0,0,0,0,0,0,0,0,0,0,0,20,20,25,0,0,0,0,8,8,6,5.969376,5.969376,10.0626624,27.9707904,32.0640768,26.9474688,32.0640768,32.0640768,25.0713792,27.9707904,30.0174336,40.932864,33.9401664,44.0028288,96.0216768,99.9444096,150.087168,173.964672,165.9486528,181.4,211.331,187.749,124.259,115.189,145.12,148.748,72.56,86.165,92.514,95.235,129.701,139.678,149.655,159.632,159.632,270.286,350.102,405.429,399.08,399.08,290,300,270,260,611,690,752,784,638,880,900,900,1130,1316,1568,1731,1625.56,1834,2300,2700,3300,3000,4493,5424,7500,8300,9000,9500,9600,9700,9500,9350,9830,10156.39056,10901.0556
Gabon,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,107.026,189.563,190.47,96.142,99.77,149.655,175.051,119.724,207.703,208.61,210.424,140.585,132.422,115.189,115.189,117,116,132,126,130,185,200,196,200,200,240,257,260,260,260,260,228.601,230,230,230,200,220,170,170,150,370,370,490,540,510,510,570,576.0638298,582.1276596,588.1914894
Ghana,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,230.0768064,407.9642112,441.709,530.595,414.499,436.267,453.5,453.5,653.04,609.504,499.757,214.052,217.68,396.359,292.054,290.24,290.24,344.66,219.494,273.914,477.082,565.061,598.62,750,1024,1203,1346,1400,1500,1700,1630,1870,1950,1900,1900,1900,1900,1900,1800,1800,1800,1800,1800,2550,3000,4500,4500,3830,4000,3940,5110,4990,5120,5600,7000,7359.954466,7719.719686,8079.326675
Guinea,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,277,297,300,300,300,360,360,360,360,360,381,298,237,365,317,377,435,500,500,1280,1380,1500,1540,1590,1700,1792.67227,1885.298229,1977.885098
Kenya,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19.9547712,32.9168448,35.9868096,70.9502976,130.9851648,186.0739776,206.0287488,216.9441792,313.9891776,353.045952,330.021216,346.0532544,344.0066112,421.9496064,484.0311168,484.0311168,479.0850624,543.0426624,641.9637504,791.811,793.625,897.93,791.811,856.208,875.255,986.816,1144.634,1124.68,939.652,1269.8,1299.731,1299.731,1279.777,1163.681,1088.4,1311.522,1320.592,1238.962,1216.287,1511.062,1423,1508,1417,1420,1500,1816,1506,1200,1204,1071,1319,1463,1658,1789,2123,2174.09,2545.661,2828.799,3320.282,3730,4478,4640,5059,5883,6353,6715,6230,6070,6163,7474,9248,9754,9709,9248.525062,9430.073358
Liberia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49.9722048,69.926976,90.7,90.7,90.7,88.886,86.165,90.7,99.77,99.77,132.422,145.12,140.585,86.165,79.816,85.258,84.351,95.235,96.142,105.212,106.119,85.258,49.885,2,8,8,8,8,15,7,10,15,15,63,54,25,40,40,154.99,157.2,94.037,70.584,67,81,109,194,295,298,241,285,332,343,416,535,474,492,25.67294973,18.59550786
Libya,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49.460544,95.235,71.653,81.63,78.909,499.757,614.946,1499.271,2499.692,3198.989,2721,2811.7,3198.989,3998.963,4999.384,5998.898,6530.4,2076.123,2699.232,3000,3000,3000,2369,2300,2300,2300,2300,3550,2524,3000,3000,3000,3000,3300,3500,3600,3600,5300,5206,5509,6500,6000,3500,2000,2000,7000,5000,4300,5650,4500,3600,3100,4100,3000,3000,3000,3000
