region,Start_Year,End_Year,CS_End,Delta_F5,Delta_CS,Pct_Delta_F5,Pct_Delta_CS,Total_Tapio_Elasticity
Africa,1975,2020,844.6,1.800514269568559e-08,618.8,0.28410274215302045,1.071162734338486,0.26522836637746994
Americas,1975,2020,1735.8,-1.1990852699659707e-10,891.9999999999999,-0.002740203100126022,0.6357170346508545,-0.0043104132039359045
Asia,1975,2020,17259.0,4.018025837433981e-08,14588.7,0.5905237236177885,1.643402766434647,0.3593298828983514
Europe,1975,2020,2681.3,-5.7335669141197006e-08,-790.8999999999996,-0.7148576844591428,-0.21261438541028194,3.362226328569829
Oceania,1975,2020,410.1,-5.26903058884298e-09,198.8,-0.07272730795405298,0.5779741830445402,-0.12583141269555362
Unknown,1975,2020,7425.3,-2.918352305434195e-08,2060.7,-0.27719021931016913,0.26898682542811153,-1.0304973816803158
