Region,Start_Year,End_Year,CE_Start,CE_End,GDP_Start,GDP_End,Delta_CE,Delta_GDP,Pct_Delta_CE,Pct_Delta_GDP,GDP_Decoupling_Elasticity,Decoupling_State
Global,1975,2020,12788.0,30356.100000000002,5.2809979773607,80.015367030942,17568.100000000002,74.7343690535813,0.7779426527392345,2.027904599421616,0.3836189596695592,Weak Decoupling
