Region,Start_Year,End_Year,Δtotal_CE/energy_consumption,Δenergy_consumption/GDP,ΔGDP/Population,Δbuilt_surface/Population,Δcement_CS/built_surface,ΔTotal
Global,1975,2020,-1867.2514086292063,-11857.97145449827,14028.735401662445,-1743.5690667200056,-15265.96381413098,-16706.020342316016
